Gemeinden in Deutschland nach Fläche und Bevölkerung am 31.12.1990 (Jahr) zum Gebietsstand 01.01.1991 ;;;;;;;;;;;;
;;;;;;;;;;;;
Satz-art;;Gemeindeschlüssel;;;;;Gemeindename;Fläche in km2;Bevölkerung;;;
;;Land;RB;Kreis;;Gem;;;insgesamt;männlich;weiblich;je km2
;;Gebietsstand am 01.01.1991;;;;;;am 31.12.1990 (Jahr);;;;
;;;;;;;;;;;;
60;;14;0;13;;100;Hartmannsgrün;9,88;873;419;454;88
60;;14;0;13;;110;Kottengrün;5,62;741;352;389;132
60;;14;0;13;;120;Neustadt/ Vogtl.;12,99; 1 049;486;563;81
60;;14;0;13;;130;Oberlauterbach;7,56;436;193;243;58
60;;14;0;13;;140;Plohn;4,46;358;169;189;80
60;;14;0;13;;150;Rebesgrün;5,35; 1 474;700;774;276
60;;14;0;13;;160;Reumtengrün;6,02;846;398;448;141
60;;14;0;13;;170;Rodewisch, Stadt;16,69; 8 033; 3 692; 4 341;481
60;;14;0;13;;180;Röthenbach;4,57;381;185;196;83
60;;14;0;13;;190;Rothenkirchen;5,84; 1 659;761;898;284
60;;14;0;13;;200;Rützengrün;5,62;343;161;182;61
60;;14;0;13;;210;Schnarrtanne;10,12; 1 245;595;650;123
60;;14;0;13;;220;Schreiersgrün;4,59;824;379;445;180
60;;14;0;13;;230;Treuen, Stadt;16,27; 7 146; 3 321; 3 825;439
60;;14;0;13;;240;Trieb/ Vogtl.;6,54;825;381;444;126
60;;14;0;13;;250;Werda;7,96; 1 057;493;564;133
60;;14;0;13;;260;Wernesgrün;5,29; 1 129;534;595;213
60;;14;0;13;;270;Wildenau;9,29;572;278;294;62
40;;14;0;14;;;Bautzen;;;;;
60;;14;0;14;;10;Baruth;26,79; 1 488;718;770;56
60;;14;0;14;;30;Bautzen, Stadt;34,69; 48 588; 22 876; 25 712;1 401
60;;14;0;14;;90;Coblenz;8,89;475;235;240;53
60;;14;0;14;;110;Commerau b. Klix;18,52;462;230;232;25
60;;14;0;14;;120;Crosta;2,18;507;254;253;233
60;;14;0;14;;130;Crostau;9,32; 1 822;872;950;195
60;;14;0;14;;150;Doberschau;4,88; 1 120;527;593;230
60;;14;0;14;;180;Drehsa;5,26;329;169;160;63
60;;14;0;14;;200;Eulowitz;1,84;315;161;154;171
60;;14;0;14;;210;Gaußig;20,51; 1 749;821;928;85
60;;14;0;14;;220;Gnaschwitz;9,47;988;467;521;104
60;;14;0;14;;230;Göda;23,59; 2 385; 1 161; 1 224;101
60;;14;0;14;;240;Gröditz;11,21;627;289;338;56
60;;14;0;14;;250;Großdubrau;7,82; 2 209; 1 088; 1 121;282
60;;14;0;14;;260;Großpostwitz/ O.L.;11,57; 2 630; 1 261; 1 369;227
60;;14;0;14;;280;Guttau;8,81;653;308;345;74
60;;14;0;14;;310;Hochkirch;16,76; 1 391;676;715;83
60;;14;0;14;;320;Jenkwitz;16,65; 1 240;597;643;74
60;;14;0;14;;330;Kirschau;3,87; 2 109; 1 012; 1 097;545
60;;14;0;14;;340;Kleinbautzen;6,83;806;400;406;118
60;;14;0;14;;360;Kleinsaubernitz;10,68;632;315;317;59
60;;14;0;14;;370;Kleinwelka;12,36; 1 814;847;967;147
60;;14;0;14;;380;Klix;12,86;649;312;337;50
60;;14;0;14;;390;Königswartha;37,4; 4 216; 2 080; 2 136;113
60;;14;0;14;;400;Kotitz;11,39;785;377;408;69
60;;14;0;14;;420;Kubschütz;22,21; 1 302;604;698;59
60;;14;0;14;;440;Luga;6,91;465;213;252;67
60;;14;0;14;;450;Luppa;12,27;450;228;222;37
60;;14;0;14;;460;Luttowitz;3,58;342;181;161;96
60;;14;0;14;;470;Malschwitz;9,21;869;416;453;94
60;;14;0;14;;480;Maltitz;5,37;311;147;164;58
60;;14;0;14;;500;Milkel;23,5; 1 013;494;519;43
60;;14;0;14;;520;Neschwitz;34,03; 1 951;939; 1 012;57
60;;14;0;14;;530;Neudorf/ Spree;22,17;513;247;266;23
60;;14;0;14;;540;Niedergurig;8,73;730;351;379;84
60;;14;0;14;;550;Niederkaina;3,81;517;257;260;136
60;;14;0;14;;560;Nostitz;7,46;347;166;181;47
60;;14;0;14;;570;Obergurig;9,83; 2 113; 1 029; 1 084;215
60;;14;0;14;;590;Oppitz;3,07;235;115;120;77
60;;14;0;14;;600;Plotzen;10,38;464;226;238;45
60;;14;0;14;;610;Pommritz;8,38;550;261;289;66
60;;14;0;14;;620;Prischwitz;10,78;621;296;325;58
60;;14;0;14;;630;Purschwitz;10,17;725;333;392;71
60;;14;0;14;;640;Puschwitz;11,74; 1 179;578;601;100
60;;14;0;14;;650;Quatitz;7,7;591;284;307;77
60;;14;0;14;;680;Radibor;13,44; 1 226;597;629;91
60;;14;0;14;;690;Rodewitz/ Spree;2,65;625;320;305;236
60;;14;0;14;;700;Salzenforst-Bolbritz;15,01;863;425;438;57
60;;14;0;14;;710;Saritsch;7,72;402;206;196;52
60;;14;0;14;;720;Schirgiswalde, Stadt;8,48; 3 232; 1 505; 1 727;381
60;;14;0;14;;730;Sdier;5,14;412;210;202;80
60;;14;0;14;;750;Sohland/ Spree;22,74; 4 531; 2 190; 2 341;199
60;;14;0;14;;790;Stiebitz;4,71;650;291;359;138
60;;14;0;14;;800;Taubenheim/ Spree;7,65; 1 956;939; 1 017;256
60;;14;0;14;;820;Wehrsdorf;6,87; 1 883;881; 1 002;274
60;;14;0;14;;830;Weißenberg, Stadt;5,13; 1 064;516;548;207
60;;14;0;14;;840;Wilthen, Stadt;17,06; 8 258; 3 950; 4 308;484
60;;14;0;14;;850;Wurschen;7,58;486;228;258;64
40;;14;0;15;;;Bischofswerda;;;;;
60;;14;0;15;;10;Bischofswerda, Stadt;18,54; 12 632; 5 840; 6 792;681
60;;14;0;15;;20;Bretnig;14,41; 3 193; 1 472; 1 721;222
60;;14;0;15;;30;Bühlau;6,34;546;268;278;86
60;;14;0;15;;40;Burkau;13,31; 1 917;926;991;144
60;;14;0;15;;50;Demitz-Thumitz;9,65; 2 599; 1 243; 1 356;269
60;;14;0;15;;60;Frankenthal;9,43; 1 125;544;581;119
60;;14;0;15;;80;Goldbach;11,29;856;424;432;76
60;;14;0;15;;90;Großdrebnitz;10,65;889;438;451;83
60;;14;0;15;;110;Großharthau;7,77; 1 511;743;768;194
60;;14;0;15;;120;Großröhrsdorf, Stadt;19,11; 6 894; 3 250; 3 644;361
60;;14;0;15;;140;Kleinröhrsdorf;7,34;559;265;294;76
60;;14;0;15;;150;Lauterbach;10,88;625;314;311;57
60;;14;0;15;;160;Lichtenberg;14,75; 1 785;858;927;121
60;;14;0;15;;180;Naundorf;5,61;503;235;268;90
60;;14;0;15;;190;Neukirch/ Lausitz;21,32; 6 291; 3 003; 3 288;295
60;;14;0;15;;200;Ohorn;11,82; 2 474; 1 155; 1 319;209
60;;14;0;15;;210;Pohla;6,01;487;235;252;81
60;;14;0;15;;220;Pulsnitz, Stadt;10,97; 6 072; 2 827; 3 245;554
60;;14;0;15;;230;Putzkau;24,04; 1 941;944;997;81
60;;14;0;15;;240;Rammenau;10,76; 1 446;677;769;134
60;;14;0;15;;250;Ringenhain;3,46;923;431;492;267
60;;14;0;15;;260;Rothnaußlitz;5,41;481;231;250;89
60;;14;0;15;;270;Schmiedefeld;6,67;458;219;239;69
60;;14;0;15;;280;Schmölln/ O.L.;5,47; 1 461;681;780;267
60;;14;0;15;;290;Schönbrunn/ Lausitz;5,8;460;233;227;79
60;;14;0;15;;300;Seeligstadt;16,49;593;282;311;36
60;;14;0;15;;310;Steinigtwolmsdorf;10,6; 2 084;999; 1 085;197
60;;14;0;15;;320;Tröbigau;3,44;380;180;200;110
60;;14;0;15;;330;Uhyst am Taucher;11,17;741;349;392;66
60;;14;0;15;;350;Weifa;3,88;705;340;365;182
40;;14;0;16;;;Borna;;;;;
60;;14;0;16;;10;Audigast;6,36;410;206;204;64
60;;14;0;16;;20;Auligk;20,83; 1 208;592;616;58
60;;14;0;16;;30;Berndorf;14,4;472;223;249;33
60;;14;0;16;;40;Steinbach;12,26;935;435;500;76
60;;14;0;16;;50;Böhlen, Stadt;18,55; 6 622; 3 085; 3 537;357
60;;14;0;16;;60;Borna, Stadt;27,03; 23 128; 10 992; 12 136;856
60;;14;0;16;;70;Breunsdorf;6,17;179;88;91;29
60;;14;0;16;;80;Deutzen;6,6; 2 770; 1 359; 1 411;420
60;;14;0;16;;100;Dreiskau-Muckern;5,77;334;161;173;58
60;;14;0;16;;110;Großstolpen;16,01;474;239;235;30
60;;14;0;16;;120;Elstertrebnitz;11,65; 1 202;564;638;103
60;;14;0;16;;130;Espenhain;3,18; 1 545;815;730;486
60;;14;0;16;;140;Eula;8,68;939;462;477;108
60;;14;0;16;;150;Groitzsch, Stadt;12,46; 6 288; 2 983; 3 305;505
60;;14;0;16;;170;Großzössen;5,59;711;344;367;127
60;;14;0;16;;200;Hainichen;10,96;513;253;260;47
60;;14;0;16;;210;Heuersdorf;7,61;329;150;179;43
60;;14;0;16;;230;Kahnsdorf;11,54;530;260;270;46
60;;14;0;16;;250;Kitzscher, Stadt;18,04; 7 993; 4 230; 3 763;443
60;;14;0;16;;260;Lippendorf-Kieritzsch;17,54;565;356;209;32
60;;14;0;16;;270;Lobstädt;7,14; 1 689;811;878;237
60;;14;0;16;;310;Mölbis;7,43;354;165;189;48
60;;14;0;16;;320;Neukieritzsch;2,35; 4 184; 2 025; 2 159;1 780
60;;14;0;16;;330;Neukirchen;9,77; 1 496;723;773;153
60;;14;0;16;;340;Oelzschau;11,1;487;236;251;44
60;;14;0;16;;350;Pegau, Stadt;13,75; 5 013; 2 385; 2 628;365
60;;14;0;16;;370;Pötzschau;6,44;280;133;147;43
60;;14;0;16;;380;Ramsdorf;7,85;997;490;507;127
60;;14;0;16;;390;Regis-Breitingen, Stadt;10,85; 3 932; 1 910; 2 022;362
60;;14;0;16;;400;Rötha, Stadt;17,88; 4 713; 2 525; 2 188;264
60;;14;0;16;;410;Rüssen-Kleinstorkwitz;3,75;436;209;227;116
60;;14;0;16;;440;Thräna;6,94;905;442;463;130
60;;14;0;16;;470;Wiederau;7,82;641;307;334;82
60;;14;0;16;;480;Zedtlitz;9,87;963;473;490;98
40;;14;0;17;;;Brand-Erbisdorf;;;;;
60;;14;0;17;;10;Berthelsdorf/ Erzgeb.;12,38;914;432;482;74
60;;14;0;17;;20;Brand-Erbisdorf, Stadt;11,66; 9 490; 4 529; 4 961;814
60;;14;0;17;;30;Burkersdorf;17,73;935;435;500;53
60;;14;0;17;;40;Cämmerswalde;14,71; 1 101;508;593;75
60;;14;0;17;;50;Clausnitz/ Erzgeb.;14,41; 1 148;573;575;80
60;;14;0;17;;60;Dittersbach;7,62;294;140;154;39
60;;14;0;17;;70;Dorfchemnitz b. Sayda;14,28; 1 162;553;609;81
60;;14;0;17;;80;Frauenstein, Stadt;12,98; 1 356;662;694;104
60;;14;0;17;;90;Friedebach;14,63;569;279;290;39
60;;14;0;17;;110;Großhartmannsdorf;15,03; 1 736;858;878;116
60;;14;0;17;;120;Helbigsdorf;8,49;458;225;233;54
60;;14;0;17;;130;Holzhau;36,2;491;235;256;14
60;;14;0;17;;150;Langenau;18,23; 2 553; 1 233; 1 320;140
60;;14;0;17;;160;Lichtenberg/ Erzgeb.;18,15; 2 178; 1 018; 1 160;120
60;;14;0;17;;170;Mittelsaida;7,91;654;312;342;83
60;;14;0;17;;180;Mulda/ Sa.;18,56; 1 803;857;946;97
60;;14;0;17;;190;Nassau;20,41; 1 135;560;575;56
60;;14;0;17;;200;Oberreichenbach;3,2;130;58;72;41
60;;14;0;17;;210;Obersaida;5,86;369;189;180;63
60;;14;0;17;;220;Rechenberg-Bienenmühle;1,86; 1 144;525;619;615
60;;14;0;17;;230;St.Michaelis;12,64; 1 190;575;615;94
60;;14;0;17;;240;Sayda, Stadt;20,57; 1 765;839;926;86
60;;14;0;17;;250;Voigtsdorf;15,3;793;389;404;52
60;;14;0;17;;260;Weigmannsdorf-Müdisdorf;15,05;947;472;475;63
60;;14;0;17;;270;Zethau;16,29; 1 015;495;520;62
40;;14;0;18;;;Chemnitz;;;;;
60;;14;0;18;;10;Adorf/ Erzgeb.;6,72; 1 409;642;767;210
60;;14;0;18;;30;Auerswalde;11,67; 2 275; 1 088; 1 187;195
60;;14;0;18;;40;Bräunsdorf;6,96; 1 110;504;606;159
60;;14;0;18;;50;Burgstädt, Stadt;20,27; 12 495; 5 743; 6 752;616
60;;14;0;18;;60;Burkhardtsdorf;10,28; 3 899; 1 823; 2 076;379
60;;14;0;18;;70;Claußnitz;10,96; 1 992;937; 1 055;182
60;;14;0;18;;80;Diethensdorf;4,9;505;233;272;103
60;;14;0;18;;90;Dittersdorf;11,84; 1 963;898; 1 065;166
60;;14;0;18;;100;Einsiedel;10,93; 3 167; 1 506; 1 661;290
60;;14;0;18;;110;Euba;11,73; 1 193;552;641;102
60;;14;0;18;;120;Garnsdorf;6,51;657;319;338;101
60;;14;0;18;;130;Grüna;13,81; 4 536; 2 096; 2 440;328
60;;14;0;18;;140;Hartmannsdorf;10,28; 4 820; 2 226; 2 594;469
60;;14;0;18;;160;Kändler;3,15; 1 533;726;807;487
60;;14;0;18;;170;Kemtau;5,96; 1 545;731;814;259
60;;14;0;18;;180;Klaffenbach;8,64; 1 821;881;940;211
60;;14;0;18;;190;Kleinolbersdorf-Altenhain;13,08; 1 316;623;693;101
60;;14;0;18;;200;Köthensdorf-Reitzenhain;4,49;813;370;443;181
60;;14;0;18;;210;Limbach-Oberfrohna, Stadt;15,79; 22 324; 10 046; 12 278;1 414
60;;14;0;18;;220;Markersdorf b. Burgstädt;5,25; 1 261;585;676;240
60;;14;0;18;;230;Mittelbach;6,94; 1 528;726;802;220
60;;14;0;18;;240;Mohsdorf;5,2;946;451;495;182
60;;14;0;18;;250;Mühlau;8,08; 2 201; 1 012; 1 189;272
60;;14;0;18;;260;Neukirchen/ Erzgeb.;13,4; 5 300; 2 449; 2 851;396
60;;14;0;18;;270;Niederfrohna;10,1; 2 304; 1 062; 1 242;228
60;;14;0;18;;280;Niederlichtenau;11,39; 1 337;640;697;117
60;;14;0;18;;290;Oberlichtenau;3,76; 1 096;517;579;291
60;;14;0;18;;300;Pleißa;7,22; 1 971;920; 1 051;273
60;;14;0;18;;310;Röhrsdorf;12,17; 2 411; 1 149; 1 262;198
60;;14;0;18;;320;Taura b. Burgstädt;6,63; 2 188;987; 1 201;330
60;;14;0;18;;330;Wittgensdorf;12,54; 5 061; 2 302; 2 759;404
40;;14;0;19;;;Delitzsch;;;;;
60;;14;0;19;;10;Badrina;6,52;505;253;252;77
60;;14;0;19;;20;Beerendorf;9,42;413;193;220;44
60;;14;0;19;;30;Benndorf;11,14;339;171;168;30
60;;14;0;19;;40;Brinnis;13,18;418;201;217;32
60;;14;0;19;;50;Brodau;3,99;277;143;134;69
60;;14;0;19;;60;Delitzsch, Stadt;24,1; 27 051; 12 860; 14 191;1 122
60;;14;0;19;;70;Döbernitz;3,69;826;447;379;224
60;;14;0;19;;80;Freiroda;12,12;576;289;287;48
60;;14;0;19;;100;Glesien;12,13; 1 430;695;735;118
60;;14;0;19;;120;Hohenroda;10,2;537;274;263;53
60;;14;0;19;;140;Kletzen;7,44;345;169;176;46
60;;14;0;19;;150;Klitschmar;8,43;384;196;188;46
60;;14;0;19;;160;Kölsa;5,85;307;150;157;52
60;;14;0;19;;170;Krensitz;5,24;405;199;206;77
60;;14;0;19;;190;Krostitz;13,89; 1 856;913;943;134
60;;14;0;19;;200;Kyhna;12,04;589;287;302;49
60;;14;0;19;;210;Laue;4,96;212;101;111;43
60;;14;0;19;;220;Lemsel;2,48;185;81;104;75
60;;14;0;19;;230;Lindenhayn;7,51;325;154;171;43
60;;14;0;19;;240;Lissa;5,89;459;225;234;78
60;;14;0;19;;250;Löbnitz;19,22; 1 826;851;975;95
60;;14;0;19;;270;Mutschlena;3,91;125;58;67;32
60;;14;0;19;;290;Pohritzsch;6,03;402;195;207;67
60;;14;0;19;;300;Priester;7,59;182;100;82;24
60;;14;0;19;;310;Rackwitz;11,97; 3 134; 1 682; 1 452;262
60;;14;0;19;;320;Radefeld;10,69; 1 086;509;577;102
60;;14;0;19;;330;Reibitz;4,93;352;176;176;71
60;;14;0;19;;350;Sausedlitz;13,04;220;106;114;17
60;;14;0;19;;360;Schenkenberg;12,53;931;470;461;74
60;;14;0;19;;390;Selben;6,92;639;304;335;92
60;;14;0;19;;400;Spröda;6,8;350;182;168;51
60;;14;0;19;;410;Wiedemar;8;564;262;302;71
60;;14;0;19;;420;Wiesenena;12,11;449;215;234;37
60;;14;0;19;;430;Wölkau;9,74;518;252;266;53
60;;14;0;19;;440;Wolteritz;7,37;308;156;152;42
60;;14;0;19;;450;Zaasch;8,35;411;201;210;49
60;;14;0;19;;460;Zschernitz;7,93;530;264;266;67
60;;14;0;19;;470;Zschölkau;5,76;537;240;297;93
60;;14;0;19;;480;Zschortau;22,41; 2 063; 1 017; 1 046;92
60;;14;0;19;;490;Zwochau;18,83; 1 037;493;544;55
40;;14;0;20;;;Dippoldiswalde;;;;;
60;;14;0;20;;10;Altenberg, Stadt;32,24; 3 594; 1 744; 1 850;111
60;;14;0;20;;20;Ammelsdorf;4,87;173;80;93;36
60;;14;0;20;;30;Bärenburg, Kurort;11,2;318;146;172;28
60;;14;0;20;;40;Bärenfels, Kurort;2,76;330;163;167;120
60;;14;0;20;;50;Bärenstein, Stadt;11,97; 1 071;514;557;89
60;;14;0;20;;60;Beerwalde;7,74;299;143;156;39
60;;14;0;20;;90;Borlas;5,15;408;201;207;79
60;;14;0;20;;100;Cunnersdorf;10,38;430;202;228;41
60;;14;0;20;;110;Dippoldiswalde, Stadt;18,07; 6 597; 3 079; 3 518;365
60;;14;0;20;;120;Dittersdorf;16,41;820;389;431;50
60;;14;0;20;;130;Dönschten;0,79;189;87;102;239
60;;14;0;20;;140;Falkenhain;3,64;399;198;201;110
60;;14;0;20;;160;Fürstenau;7,66;351;172;179;46
60;;14;0;20;;170;Fürstenwalde;12,16;407;206;201;33
60;;14;0;20;;180;Geising, Stadt;14,78; 1 586;740;846;107
60;;14;0;20;;190;Glashütte, Stadt;4,95; 2 526; 1 174; 1 352;510
60;;14;0;20;;200;Hartmannsdorf;14,07;709;328;381;50
60;;14;0;20;;210;Hausdorf;5,02;226;113;113;45
60;;14;0;20;;220;Hennersdorf;7,47;505;246;259;68
60;;14;0;20;;230;Hermsdorf/ Erzgeb.;13,1;972;460;512;74
60;;14;0;20;;240;Hirschbach;8,67;464;231;233;54
60;;14;0;20;;250;Höckendorf;9,83; 1 133;553;580;115
60;;14;0;20;;260;Johnsbach;10,84;687;323;364;63
60;;14;0;20;;270;Kipsdorf, Kurort;3,91;464;213;251;119
60;;14;0;20;;280;Lauenstein, Stadt;6,57;851;392;459;130
60;;14;0;20;;290;Liebenau;14,9;486;242;244;33
60;;14;0;20;;310;Luchau;8,05;317;154;163;39
60;;14;0;20;;320;Malter;1,34;266;136;130;199
60;;14;0;20;;330;Niederfrauendorf;3,01;203;98;105;67
60;;14;0;20;;340;Obercarsdorf;5,03;876;420;456;174
60;;14;0;20;;350;Obercunnersdorf;5,91;249;119;130;42
60;;14;0;20;;360;Oberfrauendorf;14,88;333;161;172;22
60;;14;0;20;;370;Oberhäslich;5,16;514;258;256;100
60;;14;0;20;;380;Paulsdorf;3,87;293;149;144;76
60;;14;0;20;;390;Pretzschendorf;27,83; 2 026;989; 1 037;73
60;;14;0;20;;400;Rehefeld-Zaunhaus;14,75;281;124;157;19
60;;14;0;20;;410;Reichenau;14,24;682;325;357;48
60;;14;0;20;;420;Reichstädt;21,57; 1 429;689;740;66
60;;14;0;20;;430;Reinhardtsgrimma;11,85;888;425;463;75
60;;14;0;20;;440;Reinholdshain;6,42;418;211;207;65
60;;14;0;20;;460;Ruppendorf;8,01;936;450;486;117
60;;14;0;20;;470;Sadisdorf;5,59;507;243;264;91
60;;14;0;20;;480;Schellerhau;6,1;478;221;257;78
60;;14;0;20;;490;Schlottwitz;1,5; 1 258;608;650;839
60;;14;0;20;;500;Schmiedeberg;8,51; 2 983; 1 401; 1 582;351
60;;14;0;20;;510;Schönfeld;8,47;341;154;187;40
60;;14;0;20;;520;Seifersdorf;6,94; 1 106;498;608;159
60;;14;0;20;;530;Seyde;7,04;229;109;120;33
60;;14;0;20;;550;Zinnwald-Georgenfeld;3,17;701;333;368;221
40;;14;0;21;;;Döbeln;;;;;
60;;14;0;21;;10;Auerschütz;7,29;294;150;144;40
60;;14;0;21;;20;Beicha;7,22;394;183;211;55
60;;14;0;21;;30;Bockelwitz;15,07;763;366;397;51
60;;14;0;21;;40;Börtewitz;5,65;391;183;208;69
60;;14;0;21;;60;Choren;4,43;403;197;206;91
60;;14;0;21;;70;Döbeln, Stadt;28,5; 26 827; 12 350; 14 477;941
60;;14;0;21;;80;Dürrweitzschen;9,07;441;212;229;49
60;;14;0;21;;90;Ebersbach;6,75;990;479;511;147
60;;14;0;21;;110;Gallschütz;9,81;501;249;252;51
60;;14;0;21;;120;Gebersbach-Knobelsdorf;12,81;740;357;383;58
60;;14;0;21;;130;Gersdorf;14,79; 1 067;519;548;72
60;;14;0;21;;140;Gleisberg;8,93;836;406;430;94
60;;14;0;21;;180;Großweitzschen;13,68; 1 096;534;562;80
60;;14;0;21;;200;Hartha, Stadt;15,59; 8 282; 3 856; 4 426;531
60;;14;0;21;;210;Haßlau;10,28;640;317;323;62
60;;14;0;21;;230;Jahna-Pulsitz;12,05;646;306;340;54
60;;14;0;21;;240;Kiebitz;5,82;495;223;272;85
60;;14;0;21;;270;Leisnig, Stadt;25,76; 8 324; 3 837; 4 487;323
60;;14;0;21;;290;Littdorf;7,16;420;214;206;59
60;;14;0;21;;300;Lüttewitz-Dreißig;13,11;865;425;440;66
60;;14;0;21;;340;Minkwitz;4,2;345;170;175;82
60;;14;0;21;;350;Mochau;14,05; 1 174;576;598;84
60;;14;0;21;;360;Mockritz;18,61; 1 254;598;656;67
60;;14;0;21;;370;Naunhof;13,82;724;342;382;52
60;;14;0;21;;380;Niederstriegis;7,57;890;401;489;118
60;;14;0;21;;390;Noschkowitz;7,78;464;229;235;60
60;;14;0;21;;410;Ostrau;12,47; 2 352; 1 197; 1 155;189
60;;14;0;21;;440;Polkenberg;13,08; 1 150;559;591;88
60;;14;0;21;;450;Reinsdorf;7,47;456;216;240;61
60;;14;0;21;;470;Roßwein, Stadt;9,92; 7 686; 3 538; 4 148;775
60;;14;0;21;;500;Schrebitz;7,19;655;327;328;91
60;;14;0;21;;530;Steina;8,04;394;191;203;49
60;;14;0;21;;540;Technitz;4,07;554;252;302;136
60;;14;0;21;;560;Waldheim, Stadt;16,34; 9 609; 4 529; 5 080;588
60;;14;0;21;;580;Wendishain;13,54;663;325;338;49
60;;14;0;21;;590;Westewitz;2,39; 1 417;644;773;593
60;;14;0;21;;620;Ziegra;18,07; 1 596;763;833;88
60;;14;0;21;;630;Zschaitz;9,15; 1 036;497;539;113
40;;14;0;22;;;Dresden;;;;;
60;;14;0;22;;10;Altfranken;1,28;187;98;89;146
60;;14;0;22;;20;Arnsdorf bei Dresden;18,38; 4 221; 2 002; 2 219;230
60;;14;0;22;;30;Bärnsdorf;7,14;534;261;273;75
60;;14;0;22;;50;Berbisdorf;8,06;848;416;432;105
60;;14;0;22;;60;Borsberg;1,16;138;63;75;119
60;;14;0;22;;70;Boxdorf;3,74; 1 375;671;704;368
60;;14;0;22;;80;Brabschütz;7,01;470;226;244;67
60;;14;0;22;;90;Cossebaude;8,12; 4 172; 1 970; 2 202;514
60;;14;0;22;;100;Cunnersdorf;1,62;203;101;102;125
60;;14;0;22;;110;Eschdorf;11,61;624;302;322;54
60;;14;0;22;;120;Fischbach;11,11;766;372;394;69
60;;14;0;22;;130;Friedewald, Luftkurort;3,27;831;398;433;254
60;;14;0;22;;140;Gönnsdorf;1,15;273;129;144;237
60;;14;0;22;;160;Gompitz;10,26; 1 036;513;523;101
60;;14;0;22;;170;Großdittmannsdorf;9,45;590;271;319;62
60;;14;0;22;;180;Großerkmannsdorf;7,42; 1 262;607;655;170
60;;14;0;22;;190;Grünberg b. Radeberg;4,9;471;232;239;96
60;;14;0;22;;200;Hermsdorf;4,68; 1 406;671;735;300
60;;14;0;22;;230;Langebrück;6,96; 3 020; 1 391; 1 629;434
60;;14;0;22;;240;Leppersdorf;7,32;854;404;450;117
60;;14;0;22;;260;Liegau-Augustusbad;3,2; 1 580;759;821;494
60;;14;0;22;;270;Lomnitz;9,52; 1 011;489;522;106
60;;14;0;22;;280;Malschendorf;2,05;249;118;131;121
60;;14;0;22;;290;Medingen;5,26; 1 180;579;601;224
60;;14;0;22;;300;Mobschatz;1,52;564;262;302;371
60;;14;0;22;;310;Moritzburg;24,09; 2 040;959; 1 081;85
60;;14;0;22;;330;Oberwartha;2,04;309;144;165;151
60;;14;0;22;;340;Ockerwitz;1,47;235;118;117;160
60;;14;0;22;;350;Ottendorf-Okrilla;11,04; 5 463; 2 576; 2 887;495
60;;14;0;22;;360;Pappritz;1,49;557;281;276;374
60;;14;0;22;;370;Radeberg, Stadt;15,9; 14 648; 6 821; 7 827;921
60;;14;0;22;;380;Radebeul, Stadt;25,99; 31 115; 14 489; 16 626;1 197
60;;14;0;22;;390;Radeburg, Stadt;23,71; 5 020; 2 428; 2 592;212
60;;14;0;22;;400;Reichenberg;7,6; 1 310;615;695;172
60;;14;0;22;;410;Rockau;2,98;340;163;177;114
60;;14;0;22;;420;Schönborn b. Radeberg;5,16;363;181;182;70
60;;14;0;22;;430;Schönfeld;7,34; 1 177;553;624;160
60;;14;0;22;;440;Schullwitz;4,75;436;207;229;92
60;;14;0;22;;450;Seifersdorf b. Radeberg;8,4;602;290;312;72
60;;14;0;22;;460;Steinbach;7,84;540;268;272;69
60;;14;0;22;;470;Ullersdorf b. Radeberg;3,21;602;288;314;188
60;;14;0;22;;490;Volkersdorf, Kurort;5,64;479;224;255;85
60;;14;0;22;;500;Wachau b. Radeberg;12,83; 1 325;640;685;103
60;;14;0;22;;510;Wallroda;6,31;523;243;280;83
60;;14;0;22;;520;Weißig;7,04; 1 745;832;913;248
60;;14;0;22;;530;Weixdorf;15,52; 4 441; 2 107; 2 334;286
40;;14;0;23;;;Eilenburg;;;;;
60;;14;0;23;;10;Audenhain;20,47; 1 101;542;559;54
60;;14;0;23;;20;Authausen;12,54;550;251;299;44
60;;14;0;23;;30;Battaune;11,06;366;170;196;33
60;;14;0;23;;40;Doberschütz;12,26; 1 131;550;581;92
60;;14;0;23;;50;Bad Düben, Stadt;22,43; 8 744; 4 240; 4 504;390
60;;14;0;23;;70;Eilenburg, Stadt;32,35; 20 688; 9 883; 10 805;640
60;;14;0;23;;90;Glaucha;9,41;339;161;178;36
60;;14;0;23;;110;Gotha;11,29;370;176;194;33
60;;14;0;23;;160;Hohenprießnitz;10,71;939;456;483;88
60;;14;0;23;;170;Jesewitz;14,04; 1 028;492;536;73
60;;14;0;23;;180;Kospa-Pressen;14,49;728;351;377;50
60;;14;0;23;;190;Kossa;32,1;787;381;406;25
60;;14;0;23;;200;Krippehna;16,36;518;252;266;32
60;;14;0;23;;210;Laußig;26,54; 2 516; 1 206; 1 310;95
60;;14;0;23;;220;Liemehna;14,74;553;273;280;38
60;;14;0;23;;230;Mockrehna;30,54; 1 690;818;872;55
60;;14;0;23;;250;Mörtitz;12,26;665;328;337;54
60;;14;0;23;;260;Naundorf;16,08;728;361;367;45
60;;14;0;23;;270;Paschwitz;15,9;538;257;281;34
60;;14;0;23;;280;Pehritzsch;12,19;389;187;202;32
60;;14;0;23;;290;Pressel;28,9; 1 047;499;548;36
