Gemeinden in Deutschland nach Fläche und Bevölkerung am 31.12.1985;;;;;;;;;;;;
;;;;;;;;;;;;
Satz-art;;Gemeindeschlüssel;;;;;Gemeindename;Fläche km2  ;Bevölkerung;;;
60;;3;4;53;;10;Lindern (Oldenburg);65,76; 3 869; 1 968; 1 901;59
60;;3;4;53;;11;Löningen, Stadt;143,01; 10 774; 5 313; 5 461;75
60;;3;4;53;;12;Molbergen;102,45; 4 606; 2 341; 2 265;45
60;;3;4;53;;13;Saterland;123,55; 8 815; 4 221; 4 594;71
40;;3;4;54;;;Emsland;;;;;
60;;3;4;54;;1;Andervenne;19,53;852;432;420;44
60;;3;4;54;;2;Bawinkel;20,33; 1 873;940;933;92
60;;3;4;54;;3;Beesten;25,6; 1 442;743;699;56
60;;3;4;54;;4;Bockhorst;18,19;876;445;431;48
60;;3;4;54;;5;Börger;55,14; 2 076; 1 029; 1 047;38
60;;3;4;54;;6;Breddenberg;8,92;561;300;261;63
60;;3;4;54;;7;Dersum;28,57; 1 248;668;580;44
60;;3;4;54;;8;Dörpen;33,02; 2 768; 1 344; 1 424;84
60;;3;4;54;;9;Dohren;25,64; 1 000;509;491;39
60;;3;4;54;;10;Emsbüren;139,26; 7 515; 3 739; 3 776;54
60;;3;4;54;;11;Esterwegen;49,53; 3 512; 1 691; 1 821;71
60;;3;4;54;;12;Freren, Stadt;48,85; 3 875; 1 778; 2 097;79
60;;3;4;54;;13;Fresenburg;21,58;793;413;380;37
60;;3;4;54;;14;Geeste;133,04; 9 136; 4 784; 4 352;69
60;;3;4;54;;15;Gersten;28,71; 1 050;544;506;37
60;;3;4;54;;16;Gross Berssen;20,77;629;337;292;30
60;;3;4;54;;17;Handrup;14,58; 1 111;693;418;76
60;;3;4;54;;18;Haren (Ems), Stadt;208,57; 17 517; 8 766; 8 751;84
60;;3;4;54;;19;Haselünne, Stadt;159,2; 10 900; 5 367; 5 533;68
60;;3;4;54;;20;Heede;31; 1 525;780;745;49
60;;3;4;54;;21;Herzlake;49,77; 2 986; 1 526; 1 460;60
60;;3;4;54;;22;Hilkenbrook;11,1;533;292;241;48
60;;3;4;54;;23;Hüven;15,26;464;233;231;30
60;;3;4;54;;24;Klein Berssen;16,87;916;467;449;54
60;;3;4;54;;25;Kluse;25,26; 1 206;598;608;48
60;;3;4;54;;26;Lähden;79,79; 3 664; 1 852; 1 812;46
60;;3;4;54;;27;Lahn;21,24;658;359;299;31
60;;3;4;54;;28;Langen;33,52; 1 095;535;560;33
60;;3;4;54;;29;Lathen;38; 3 506; 1 678; 1 828;92
60;;3;4;54;;30;Lehe;17,87;730;356;374;41
60;;3;4;54;;31;Lengerich;31,68; 2 305; 1 090; 1 215;73
60;;3;4;54;;32;Lingen (Ems), Stadt;176,15; 45 433; 21 781; 23 652;258
60;;3;4;54;;33;Lorup;51,19; 2 307; 1 161; 1 146;45
60;;3;4;54;;34;Lünne;30,47; 1 330;654;676;44
60;;3;4;54;;35;Meppen, Stadt;188,4; 28 888; 13 791; 15 097;153
60;;3;4;54;;36;Messingen;25,42; 1 019;493;526;40
60;;3;4;54;;37;Neubörger;16,43; 1 289;657;632;78
60;;3;4;54;;38;Neulehe;13,62;560;296;264;41
60;;3;4;54;;39;Niederlangen;29,37;987;488;499;34
60;;3;4;54;;40;Oberlangen;22,01;723;377;346;33
60;;3;4;54;;41;Papenburg, Stadt;118,41; 28 565; 13 612; 14 953;241
60;;3;4;54;;42;Rastdorf;26,33;836;417;419;32
60;;3;4;54;;43;Renkenberge;18,98;546;292;254;29
60;;3;4;54;;44;Rhede (Ems);74,99; 3 444; 1 725; 1 719;46
60;;3;4;54;;45;Salzbergen;53,3; 6 221; 3 041; 3 180;117
60;;3;4;54;;46;Schapen;26,62; 1 798;927;871;68
60;;3;4;54;;47;Sögel;55,15; 4 645; 2 269; 2 376;84
60;;3;4;54;;48;Spahnharrenstätte;36,07; 1 204;587;617;33
60;;3;4;54;;49;Spelle;33,81; 4 884; 2 454; 2 430;144
60;;3;4;54;;50;Stavern;51; 1 022;511;511;20
60;;3;4;54;;51;Surwold;54,82; 3 350; 1 763; 1 587;61
60;;3;4;54;;52;Sustrum;35,61; 1 000;503;497;28
60;;3;4;54;;53;Thuine;12,47; 1 864;838; 1 026;149
60;;3;4;54;;54;Twist;105,64; 7 814; 3 948; 3 866;74
60;;3;4;54;;55;Vrees;37,57; 1 016;488;528;27
60;;3;4;54;;56;Walchum;26,49; 1 095;544;551;41
60;;3;4;54;;57;Werlte;63,77; 5 867; 2 891; 2 976;92
60;;3;4;54;;58;Werpeloh;35,35;907;467;440;26
60;;3;4;54;;59;Wettrup;13,83;515;279;236;37
60;;3;4;54;;60;Wippingen;16,52;661;333;328;40
40;;3;4;55;;;Friesland;;;;;
60;;3;4;55;;7;Jever, Stadt;41,85; 12 522; 5 872; 6 650;299
60;;3;4;55;;14;Sande;44,86; 9 047; 4 198; 4 849;202
60;;3;4;55;;15;Schortens;68,91; 19 921; 10 086; 9 835;289
60;;3;4;55;;20;Wangerland;175,33; 10 308; 5 056; 5 252;59
60;;3;4;55;;21;Wangerooge, Nordseebad;4,91; 1 837;787; 1 050;374
60;;3;4;55;;25;Bockhorn;76,96; 7 470; 3 635; 3 835;97
60;;3;4;55;;26;Varel, Stadt;113,51; 23 842; 11 235; 12 607;210
60;;3;4;55;;27;Zetel;81,09; 10 076; 4 884; 5 192;124
40;;3;4;56;;;Grafschaft Bentheim;;;;;
60;;3;4;56;;1;Bad Bentheim, Stadt;100,15; 14 405; 6 973; 7 432;144
60;;3;4;56;;2;Emlichheim;48,53; 5 917; 2 849; 3 068;122
60;;3;4;56;;3;Engden;44,27;415;216;199;9
60;;3;4;56;;4;Esche;11;506;246;260;46
60;;3;4;56;;5;Georgsdorf;19,25; 1 097;555;542;57
60;;3;4;56;;6;Getelo;20,22;598;324;274;30
60;;3;4;56;;7;Gölenkamp;20,97;692;357;335;33
60;;3;4;56;;8;Halle;21,15;683;340;343;32
60;;3;4;56;;9;Hoogstede;49,77; 2 614; 1 312; 1 302;53
60;;3;4;56;;10;Isterberg;20,29;626;322;304;31
60;;3;4;56;;11;Itterbeck;40,88; 1 591;840;751;39
60;;3;4;56;;12;Laar;50,9; 2 092; 1 046; 1 046;41
60;;3;4;56;;13;Lage;6,39;950;485;465;149
60;;3;4;56;;14;Neuenhaus, Stadt;31,31; 7 872; 3 782; 4 090;251
60;;3;4;56;;15;Nordhorn, Stadt;149,64; 47 921; 22 602; 25 319;320
60;;3;4;56;;16;Ohne;9;494;242;252;55
60;;3;4;56;;17;Osterwald;33,38; 1 177;612;565;35
60;;3;4;56;;18;Quendorf;14,08;565;295;270;40
60;;3;4;56;;19;Ringe;35,31; 1 869;934;935;53
60;;3;4;56;;20;Samern;25,99;677;339;338;26
60;;3;4;56;;21;Schüttorf, Stadt;11,27; 9 515; 4 559; 4 956;844
60;;3;4;56;;22;Suddendorf;8,2;721;373;348;88
60;;3;4;56;;23;Uelsen;19,46; 3 923; 1 930; 1 993;202
60;;3;4;56;;24;Wielen;23,02;594;314;280;26
60;;3;4;56;;25;Wietmarschen;118,89; 7 555; 3 764; 3 791;64
60;;3;4;56;;26;Wilsum;47,12; 1 475;722;753;31
40;;3;4;57;;;Leer;;;;;
60;;3;4;57;;1;Boen;8,79;435;194;241;49
60;;3;4;57;;2;Borkum, Stadt;30,59; 8 346; 4 334; 4 012;273
60;;3;4;57;;3;Brinkum;5,51;601;288;313;109
60;;3;4;57;;4;Bunde, Flecken;19,69; 3 264; 1 588; 1 676;166
60;;3;4;57;;5;Bunderhee;16,17;671;315;356;41
60;;3;4;57;;6;Detern;42,87; 2 062; 1 003; 1 059;48
60;;3;4;57;;7;Dollart;53,4; 1 435;681;754;27
60;;3;4;57;;8;Filsum;23,74; 1 776;903;873;75
60;;3;4;57;;9;Firrel;8,26;686;347;339;83
60;;3;4;57;;10;Hesel;44,03; 3 126; 1 467; 1 659;71
60;;3;4;57;;11;Holtland;14,66; 2 137; 1 005; 1 132;146
60;;3;4;57;;12;Jemgum;78,48; 3 797; 1 843; 1 954;48
60;;3;4;57;;13;Leer (Ostfriesland), Stadt;70,3; 30 251; 13 723; 16 528;430
60;;3;4;57;;14;Moormerland;122,29; 18 638; 9 135; 9 503;152
60;;3;4;57;;15;Neukamperfehn;6,26; 1 284;615;669;205
60;;3;4;57;;16;Nortmoor;15,71; 1 406;730;676;89
60;;3;4;57;;17;Ostrhauderfehn;51; 8 079; 4 021; 4 058;158
60;;3;4;57;;18;Rhauderfehn;102,91; 13 722; 6 634; 7 088;133
60;;3;4;57;;19;Schwerinsdorf;5,57;730;357;373;131
60;;3;4;57;;20;Uplengen;148,84; 9 352; 4 560; 4 792;63
60;;3;4;57;;21;Weener, Stadt;81,39; 14 256; 6 932; 7 324;175
60;;3;4;57;;22;Westoverledingen;111,91; 15 736; 7 661; 8 075;141
60;;3;4;57;;23;Wymeer;22,96; 1 193;628;565;52
60;;3;4;57;;501;Insel Lütje Hörn, gemfr. Gebiet;0,31;;;0;0
40;;3;4;58;;;Oldenburg (Oldenburg);;;;;
60;;3;4;58;;1;Beckeln;33,42;855;418;437;26
60;;3;4;58;;2;Colnrade;18,45;802;415;387;43
60;;3;4;58;;3;Dötlingen;101,73; 4 732; 2 487; 2 245;47
60;;3;4;58;;4;Dünsen;10,85; 1 109;563;546;102
60;;3;4;58;;5;Ganderkesee;138,23; 26 155; 13 069; 13 086;189
60;;3;4;58;;6;Gross Ippener;28,05; 1 110;546;564;40
60;;3;4;58;;7;Grossenkneten;176,16; 11 531; 6 195; 5 336;65
60;;3;4;58;;8;Harpstedt, Flecken;23,46; 3 020; 1 426; 1 594;129
60;;3;4;58;;9;Hatten;103,47; 9 207; 4 471; 4 736;89
60;;3;4;58;;10;Hude (Oldenburg);124,59; 12 038; 6 027; 6 011;97
60;;3;4;58;;11;Kirchseelte;14,98; 1 051;513;538;70
60;;3;4;58;;12;Prinzhöfte;41,99;804;435;369;19
60;;3;4;58;;13;Wardenburg;118,58; 13 340; 6 676; 6 664;112
60;;3;4;58;;14;Wildeshausen, Stadt;89,48; 13 690; 6 615; 7 075;153
60;;3;4;58;;15;Winkelsett;39,18;670;378;292;17
40;;3;4;59;;;Osnabrück;;;;;
60;;3;4;59;;1;Alfhausen;39,33; 2 305; 1 128; 1 177;59
60;;3;4;59;;2;Ankum;66,31; 4 762; 2 346; 2 416;72
60;;3;4;59;;3;Bad Essen;103,21; 11 535; 5 422; 6 113;112
60;;3;4;59;;4;Bad Iburg, Stadt;36,44; 9 734; 4 612; 5 122;267
60;;3;4;59;;5;Bad Laer;46,85; 6 096; 2 987; 3 109;130
60;;3;4;59;;6;Bad Rothenfelde;18,18; 6 355; 2 725; 3 630;350
60;;3;4;59;;7;Badbergen;79,11; 3 956; 1 897; 2 059;50
60;;3;4;59;;8;Belm;46,65; 10 634; 5 113; 5 521;228
60;;3;4;59;;9;Berge;66,78; 3 117; 1 513; 1 604;47
60;;3;4;59;;10;Bersenbrück, Stadt;42,54; 5 180; 2 490; 2 690;122
60;;3;4;59;;11;Bippen;79,24; 2 488; 1 234; 1 254;31
60;;3;4;59;;12;Bissendorf;96,37; 12 371; 6 066; 6 305;128
60;;3;4;59;;13;Bohmte;110,73; 9 712; 4 707; 5 005;88
60;;3;4;59;;14;Bramsche, Stadt;183,32; 23 382; 11 004; 12 378;128
60;;3;4;59;;15;Dissen Am Teutoburger Wald, Stadt;31,9; 8 108; 3 798; 4 310;254
60;;3;4;59;;16;Eggermühlen;27,41; 1 190;576;614;43
60;;3;4;59;;17;Fürstenau, Stadt;78,58; 7 909; 3 737; 4 172;101
60;;3;4;59;;18;Gehrde;36,37; 1 394;681;713;38
60;;3;4;59;;19;Georgsmarienhütte, Stadt;55,43; 30 551; 14 736; 15 815;551
60;;3;4;59;;20;Hagen Am Teutoburger Wald;34,49; 11 664; 5 739; 5 925;338
60;;3;4;59;;21;Hasbergen;21,68; 9 082; 4 329; 4 753;419
60;;3;4;59;;22;Hilter Am Teutoburger Wald;52,6; 8 382; 4 052; 4 330;159
60;;3;4;59;;23;Kettenkamp;12,88; 1 138;591;547;88
60;;3;4;59;;24;Melle, Stadt;253,99; 39 974; 19 297; 20 677;157
60;;3;4;59;;25;Menslage;65,18; 2 408; 1 194; 1 214;37
60;;3;4;59;;26;Merzen;52,92; 2 908; 1 457; 1 451;55
60;;3;4;59;;27;Neuenkirchen;57,52; 3 026; 1 553; 1 473;53
60;;3;4;59;;28;Nortrup;27,08; 2 236; 1 092; 1 144;83
60;;3;4;59;;29;Ostercappeln;100,19; 7 966; 3 824; 4 142;80
60;;3;4;59;;30;Quakenbrück, Stadt;17,95; 9 639; 4 397; 5 242;537
60;;3;4;59;;31;Rieste;30,6; 2 060; 1 036; 1 024;67
60;;3;4;59;;32;Voltlage;42,22; 1 488;754;734;35
60;;3;4;59;;33;Wallenhorst;47,18; 20 301; 9 970; 10 331;430
60;;3;4;59;;34;Glandorf;60,08; 5 363; 2 639; 2 724;89
40;;3;4;60;;;Vechta;;;;;
60;;3;4;60;;1;Bakum;78,69; 4 597; 2 318; 2 279;58
60;;3;4;60;;2;Damme, Stadt;104,45; 13 291; 6 602; 6 689;127
60;;3;4;60;;3;Dinklage;72,65; 9 127; 4 462; 4 665;126
60;;3;4;60;;4;Goldenstedt;88,49; 6 630; 3 286; 3 344;75
60;;3;4;60;;5;Holdorf;54,88; 4 858; 2 423; 2 435;89
60;;3;4;60;;6;Lohne (Oldenburg), Stadt;90,72; 19 332; 9 577; 9 755;213
60;;3;4;60;;7;Neuenkirchen (Oldenburg);90,85; 5 966; 2 870; 3 096;66
60;;3;4;60;;8;Steinfeld (Oldenburg);59,78; 6 375; 3 147; 3 228;107
60;;3;4;60;;9;Vechta, Stadt;87,78; 24 041; 11 720; 12 321;274
60;;3;4;60;;10;Visbek;84,06; 7 884; 3 988; 3 896;94
40;;3;4;61;;;Wesermarsch;;;;;
60;;3;4;61;;1;Berne;85,19; 6 362; 3 153; 3 209;75
60;;3;4;61;;2;Brake (Unterweser), Stadt;38,17; 16 982; 8 676; 8 306;445
60;;3;4;61;;3;Butjadingen;129,01; 6 406; 3 064; 3 342;50
60;;3;4;61;;4;Elsfleth, Stadt;115,05; 8 240; 4 092; 4 148;72
60;;3;4;61;;5;Jade;93,55; 4 539; 2 275; 2 264;49
60;;3;4;61;;6;Lemwerder;36,38; 6 869; 3 487; 3 382;189
60;;3;4;61;;7;Nordenham, Stadt;87,19; 28 876; 13 695; 15 181;331
60;;3;4;61;;8;Ovelgönne;123,81; 5 058; 2 538; 2 520;41
60;;3;4;61;;9;Stadland;113,38; 7 437; 3 680; 3 757;66
40;;3;4;62;;;Wittmund;;;;;
60;;3;4;62;;1;Blomberg;12,8; 1 226;611;615;96
60;;3;4;62;;2;Dunum;26,83; 1 265;633;632;47
60;;3;4;62;;3;Esens, Stadt;21,59; 6 054; 2 796; 3 258;280
60;;3;4;62;;4;Eversmeer;11,56;798;404;394;69
60;;3;4;62;;5;Friedeburg;163,55; 9 572; 4 739; 4 833;59
60;;3;4;62;;6;Holtgast;23,99; 1 560;786;774;65
60;;3;4;62;;7;Langeoog;19,67; 3 050; 1 213; 1 837;155
60;;3;4;62;;8;Moorweg;18,65;865;435;430;46
60;;3;4;62;;9;Nenndorf;6,86;484;264;220;71
60;;3;4;62;;10;Neuharlingersiel;24,39; 1 340;656;684;55
60;;3;4;62;;11;Neuschoo;14,47; 1 133;564;569;78
60;;3;4;62;;12;Ochtersum;10,82;959;492;467;89
60;;3;4;62;;13;Schweindorf;5,44;432;193;239;79
60;;3;4;62;;14;Spiekeroog;17,47;890;358;532;51
60;;3;4;62;;15;Stedesdorf;27,96; 1 412;683;729;51
60;;3;4;62;;16;Utarp;6,37;556;252;304;87
60;;3;4;62;;17;Werdum;18,46;606;301;305;33
60;;3;4;62;;18;Westerholt;14,63; 2 064;991; 1 073;141
60;;3;4;62;;19;Wittmund, Stadt;210,04; 19 366; 9 593; 9 773;92
10;;4;;;;;Bremen;;;;;
40;;4;0;11;;;Bremen, Stadt;;;;;
60;;4;0;11;;0;Bremen, Stadt;326,72; 526 377; 243 654; 282 723;1 611
40;;4;0;12;;;Bremerhaven, Stadt;;;;;
60;;4;0;12;;0;Bremerhaven, Stadt;77,51; 133 521; 65 771; 67 750;1 723
10;;5;;;;;Nordrhein-Westfalen;;;;;
20;;5;1;;;;Reg.-Bez. Düsseldorf;;;;;
40;;5;1;11;;;Düsseldorf, Stadt;;;;;
60;;5;1;11;;0;Düsseldorf, Stadt;217,09; 561 686; 258 318; 303 368;2 587
40;;5;1;12;;;Duisburg, Stadt;;;;;
60;;5;1;12;;0;Duisburg, Stadt;232,82; 518 260; 243 256; 275 004;2 226
40;;5;1;13;;;Essen, Stadt;;;;;
60;;5;1;13;;0;Essen, Stadt;210,25; 619 991; 287 415; 332 576;2 949
40;;5;1;14;;;Krefeld, Stadt;;;;;
60;;5;1;14;;0;Krefeld, Stadt;137,51; 216 833; 100 439; 116 394;1 577
40;;5;1;16;;;Mönchengladbach, Stadt;;;;;
60;;5;1;16;;0;Mönchengladbach, Stadt;170,5; 254 495; 119 201; 135 294;1 493
40;;5;1;17;;;Mülheim a.d. Ruhr, Stadt;;;;;
60;;5;1;17;;0;Mülheim a.d. Ruhr, Stadt;91,27; 171 948; 80 130; 91 818;1 884
40;;5;1;19;;;Oberhausen, Stadt;;;;;
60;;5;1;19;;0;Oberhausen, Stadt;77,03; 222 664; 106 671; 115 993;2 891
40;;5;1;20;;;Remscheid, Stadt;;;;;
60;;5;1;20;;0;Remscheid, Stadt;74,6; 121 204; 57 315; 63 889;1 625
40;;5;1;22;;;Solingen, Stadt;;;;;
60;;5;1;22;;0;Solingen, Stadt;89,45; 157 923; 74 199; 83 724;1 765
40;;5;1;24;;;Wuppertal, Stadt;;;;;
60;;5;1;24;;0;Wuppertal, Stadt;168,36; 376 579; 175 447; 201 132;2 237
40;;5;1;54;;;Kleve;;;;;
60;;5;1;54;;4;Bedburg-Hau;63,96; 13 325; 6 668; 6 657;208
60;;5;1;54;;8;Emmerich, Stadt;80,05; 29 240; 13 988; 15 252;365
60;;5;1;54;;12;Geldern, Stadt;96,86; 27 093; 12 945; 14 148;280
60;;5;1;54;;16;Goch, Stadt;115,32; 28 417; 13 923; 14 494;246
60;;5;1;54;;20;Issum;54,5; 10 590; 5 210; 5 380;194
60;;5;1;54;;24;Kalkar, Stadt;87,84; 11 182; 5 748; 5 434;127
60;;5;1;54;;28;Kerken;57,99; 10 526; 5 062; 5 464;182
60;;5;1;54;;32;Kevelaer, Stadt;100,51; 22 239; 10 739; 11 500;221
60;;5;1;54;;36;Kleve, Stadt;95,16; 44 548; 21 063; 23 485;468
60;;5;1;54;;40;Kranenburg;76,95; 7 890; 3 912; 3 978;103
60;;5;1;54;;44;Rees, Stadt;109,57; 17 782; 8 541; 9 241;162
60;;5;1;54;;48;Rheurdt;30,01; 5 616; 2 814; 2 802;187
60;;5;1;54;;52;Straelen, Stadt;73,69; 12 208; 6 063; 6 145;166
60;;5;1;54;;56;Uedem;60,94; 6 494; 3 169; 3 325;107
60;;5;1;54;;60;Wachtendonk;47,9; 6 095; 2 967; 3 128;127
60;;5;1;54;;64;Weeze;79,46; 8 672; 4 481; 4 191;109
40;;5;1;58;;;Mettmann;;;;;
60;;5;1;58;;4;Erkrath, Stadt;26,86; 44 626; 21 436; 23 190;1 661
60;;5;1;58;;8;Haan, Stadt;24,22; 27 717; 12 966; 14 751;1 144
60;;5;1;58;;12;Heiligenhaus, Stadt;27,47; 28 518; 13 743; 14 775;1 038
60;;5;1;58;;16;Hilden, Stadt;25,96; 53 413; 25 282; 28 131;2 058
60;;5;1;58;;20;Langenfeld (Rheinland), Stadt;41,07; 48 357; 23 162; 25 195;1 177
60;;5;1;58;;24;Mettmann, Stadt;42,53; 35 987; 17 227; 18 760;846
60;;5;1;58;;26;Monheim, Stadt;23,13; 40 513; 19 931; 20 582;1 752
60;;5;1;58;;28;Ratingen, Stadt;88,72; 88 718; 42 580; 46 138;1 000
60;;5;1;58;;32;Velbert, Stadt;74,92; 88 403; 42 764; 45 639;1 180
60;;5;1;58;;36;Wülfrath, Stadt;32,23; 20 800; 9 806; 10 994;645
40;;5;1;62;;;Neuss;;;;;
60;;5;1;62;;4;Dormagen, Stadt;85,61; 57 293; 29 602; 27 691;669
60;;5;1;62;;8;Grevenbroich, Stadt;102,54; 57 049; 28 057; 28 992;556
60;;5;1;62;;12;Jüchen;71,97; 20 533; 10 088; 10 445;285
60;;5;1;62;;16;Kaarst, Stadt;37,44; 39 085; 19 046; 20 039;1 044
60;;5;1;62;;20;Korschenbroich, Stadt;54,77; 27 185; 13 220; 13 965;496
60;;5;1;62;;22;Meerbusch, Stadt;64,46; 49 037; 23 118; 25 919;761
60;;5;1;62;;24;Neuss, Stadt;99,52; 143 512; 69 185; 74 327;1 442
60;;5;1;62;;28;Rommerskirchen;60,23; 11 074; 5 521; 5 553;184
40;;5;1;66;;;Viersen;;;;;
60;;5;1;66;;4;Brüggen;61,12; 12 679; 6 231; 6 448;207
60;;5;1;66;;8;Grefrath;30,95; 13 811; 6 385; 7 426;446
60;;5;1;66;;12;Kempen, Stadt;68,55; 31 472; 15 239; 16 233;459
60;;5;1;66;;16;Nettetal, Stadt;83,64; 37 025; 17 908; 19 117;443
60;;5;1;66;;20;Niederkrüchten;67,07; 11 329; 5 550; 5 779;169
60;;5;1;66;;24;Schwalmtal;48,12; 14 782; 7 175; 7 607;307
60;;5;1;66;;28;Tönisvorst, Stadt;44,26; 22 072; 10 437; 11 635;499
60;;5;1;66;;32;Viersen, Stadt;90,99; 78 489; 36 762; 41 727;863
60;;5;1;66;;36;Willich, Stadt;67,8; 39 896; 19 077; 20 819;588
40;;5;1;70;;;Wesel;;;;;
60;;5;1;70;;4;Alpen;59,54; 10 199; 4 941; 5 258;171
60;;5;1;70;;8;Dinslaken, Stadt;47,68; 61 032; 29 591; 31 441;1 280
60;;5;1;70;;12;Hamminkeln;164,29; 22 739; 11 368; 11 371;138
60;;5;1;70;;16;Hünxe;106,8; 11 758; 5 725; 6 033;110
60;;5;1;70;;20;Kamp-Lintfort, Stadt;63,12; 36 679; 17 801; 18 878;581
60;;5;1;70;;24;Moers, Stadt;67,67; 97 760; 46 765; 50 995;1 445
60;;5;1;70;;28;Neukirchen-Vluyn, Stadt;43,46; 25 272; 12 183; 13 089;582
60;;5;1;70;;32;Rheinberg, Stadt;75,15; 26 067; 12 661; 13 406;347
60;;5;1;70;;36;Schermbeck;110,69; 11 920; 6 018; 5 902;108
60;;5;1;70;;40;Sonsbeck;55,28; 6 576; 3 055; 3 521;119
60;;5;1;70;;44;Voerde (Niederrhein), Stadt;53,48; 33 028; 16 109; 16 919;618
60;;5;1;70;;48;Wesel, Stadt;122,58; 54 791; 25 946; 28 845;447
60;;5;1;70;;52;Xanten, Stadt;72,37; 16 021; 7 652; 8 369;221
20;;5;3;;;;Reg.-Bez. Köln;;;;;
40;;5;3;13;;;Aachen, Stadt;;;;;
60;;5;3;13;;0;Aachen, Stadt;160,77; 238 587; 117 427; 121 160;1 484
40;;5;3;14;;;Bonn, Stadt;;;;;
60;;5;3;14;;0;Bonn, Stadt;141,32; 290 769; 137 114; 153 655;2 058
40;;5;3;15;;;Köln, Stadt;;;;;
60;;5;3;15;;0;Köln, Stadt;405,12; 916 153; 432 327; 483 826;2 261
40;;5;3;16;;;Leverkusen, Stadt;;;;;
60;;5;3;16;;0;Leverkusen, Stadt;78,85; 155 077; 75 332; 79 745;1 967
40;;5;3;54;;;Aachen;;;;;
60;;5;3;54;;4;Alsdorf, Stadt;31,56; 45 896; 22 457; 23 439;1 454
60;;5;3;54;;8;Baesweiler, Stadt;27,82; 23 999; 11 742; 12 257;863
60;;5;3;54;;12;Eschweiler, Stadt;76,01; 52 786; 25 360; 27 426;694
60;;5;3;54;;16;Herzogenrath, Stadt;33,3; 43 274; 20 944; 22 330;1 300
60;;5;3;54;;20;Monschau, Stadt;94,66; 11 176; 5 377; 5 799;118
60;;5;3;54;;24;Roetgen;39,08; 6 230; 3 028; 3 202;159
60;;5;3;54;;28;Simmerath;111,45; 13 854; 6 956; 6 898;124
60;;5;3;54;;32;Stolberg (Rhld.), Stadt;98,32; 56 435; 27 302; 29 133;574
60;;5;3;54;;36;Würselen, Stadt;38; 33 682; 16 050; 17 632;886
40;;5;3;58;;;Düren;;;;;
60;;5;3;58;;4;Aldenhoven;44,26; 11 748; 5 947; 5 801;265
60;;5;3;58;;8;Düren, Stadt;85,04; 84 272; 39 960; 44 312;991
60;;5;3;58;;12;Heimbach, Stadt;64,9; 4 520; 2 202; 2 318;70
60;;5;3;58;;16;Hürtgenwald;88,03; 7 433; 3 688; 3 745;84
60;;5;3;58;;20;Inden;35,92; 7 672; 3 803; 3 869;214
60;;5;3;58;;24;Jülich, Stadt;90,41; 30 150; 14 737; 15 413;333
60;;5;3;58;;28;Kreuzau;41,78; 14 374; 7 055; 7 319;344
60;;5;3;58;;32;Langerwehe;41,49; 11 758; 5 712; 6 046;283
60;;5;3;58;;36;Linnich, Stadt;65,47; 12 881; 6 692; 6 189;197
60;;5;3;58;;40;Merzenich;37,92; 7 803; 3 832; 3 971;206
60;;5;3;58;;44;Nideggen, Stadt;64,92; 8 143; 4 054; 4 089;125
60;;5;3;58;;48;Niederzier;63,4; 11 995; 5 928; 6 067;189
60;;5;3;58;;52;Nörvenich;65,89; 9 224; 5 035; 4 189;140
60;;5;3;58;;56;Titz;68,29; 7 486; 3 665; 3 821;110
60;;5;3;58;;60;Vettweiss;83,24; 6 904; 3 470; 3 434;83
40;;5;3;62;;;Erftkreis;;;;;
60;;5;3;62;;4;Bedburg, Stadt;80,38; 19 780; 9 803; 9 977;246
60;;5;3;62;;8;Bergheim, Stadt;96,62; 54 061; 26 647; 27 414;560
60;;5;3;62;;12;Brühl, Stadt;36,13; 40 723; 19 478; 21 245;1 127
60;;5;3;62;;16;Elsdorf;65,93; 18 756; 9 301; 9 455;284
60;;5;3;62;;20;Erftstadt, Stadt;119,95; 44 738; 22 044; 22 694;373
60;;5;3;62;;24;Frechen, Stadt;45,09; 42 424; 20 581; 21 843;941
60;;5;3;62;;28;Hürth, Stadt;51,34; 50 741; 25 185; 25 556;988
60;;5;3;62;;32;Kerpen, Stadt;113,92; 54 769; 26 984; 27 785;481
60;;5;3;62;;36;Pulheim, Stadt;72,03; 47 353; 23 469; 23 884;657
60;;5;3;62;;40;Wesseling, Stadt;23,37; 30 012; 14 739; 15 273;1 284
40;;5;3;66;;;Euskirchen;;;;;
60;;5;3;66;;4;Bad Münstereifel, Stadt;150,87; 14 938; 7 290; 7 648;99
60;;5;3;66;;8;Blankenheim;148,54; 7 396; 3 653; 3 743;50
60;;5;3;66;;12;Dahlem;95,24; 3 776; 1 858; 1 918;40
60;;5;3;66;;16;Euskirchen, Stadt;139,51; 45 309; 21 699; 23 610;325
60;;5;3;66;;20;Hellenthal;137,82; 8 556; 4 266; 4 290;62
60;;5;3;66;;24;Kall;68,64; 9 828; 4 955; 4 873;143
60;;5;3;66;;28;Mechernich, Stadt;136,33; 22 005; 10 788; 11 217;161
60;;5;3;66;;32;Nettersheim;94,41; 6 188; 3 002; 3 186;66
60;;5;3;66;;36;Schleiden, Stadt;120,01; 12 419; 5 939; 6 480;103
60;;5;3;66;;40;Weilerswist;57,18; 13 772; 6 727; 7 045;241
60;;5;3;66;;44;Zülpich, Stadt;101,05; 16 732; 8 084; 8 648;166
40;;5;3;70;;;Heinsberg;;;;;
60;;5;3;70;;4;Erkelenz, Stadt;117,46; 36 632; 17 756; 18 876;312
