Gemeinden in Deutschland nach Fläche und Bevölkerung am 31.12.1985;;;;;;;;;;;;
;;;;;;;;;;;;
Satz-art;;Gemeindeschlüssel;;;;;Gemeindename;Fläche km2  ;Bevölkerung;;;
60;;1;0;53;;2;Alt Mölln;6,44;606;296;310;94
60;;1;0;53;;3;Aumühle;3,47; 3 332; 1 522; 1 810;960
60;;1;0;53;;4;Bäk;4,3;693;307;386;161
60;;1;0;53;;5;Bälau;6,5;235;118;117;36
60;;1;0;53;;6;Basedow;7,47;321;165;156;43
60;;1;0;53;;7;Basthorst;10,82;317;157;160;29
60;;1;0;53;;8;Behlendorf;10,26;333;155;178;32
60;;1;0;53;;9;Berkenthin;10,22; 1 209;569;640;118
60;;1;0;53;;10;Besenthal;12,65;95;51;44;8
60;;1;0;53;;11;Bliestorf;10,35;560;262;298;54
60;;1;0;53;;12;Börnsen;8,42; 3 183; 1 539; 1 644;378
60;;1;0;53;;13;Borstorf;8,64;239;119;120;28
60;;1;0;53;;14;Breitenfelde;12,54; 1 572;762;810;125
60;;1;0;53;;15;Bröthen;10,69;191;101;90;18
60;;1;0;53;;16;Brunsmark;4,29;95;42;53;22
60;;1;0;53;;17;Brunstorf;13,76;490;265;225;36
60;;1;0;53;;18;Buchholz;2,93;172;93;79;59
60;;1;0;53;;19;Buchhorst;5,18;155;71;84;30
60;;1;0;53;;20;Büchen;16,85; 4 605; 2 320; 2 285;273
60;;1;0;53;;21;Dahmker;2,04;97;50;47;48
60;;1;0;53;;22;Dalldorf;6,05;254;124;130;42
60;;1;0;53;;23;Dassendorf;7,95; 2 444; 1 182; 1 262;307
60;;1;0;53;;24;Düchelsdorf;3,01;140;68;72;47
60;;1;0;53;;25;Duvensee;12,4;475;228;247;38
60;;1;0;53;;26;Einhaus;2,53;307;154;153;121
60;;1;0;53;;27;Elmenhorst;12,99; 1 064;763;301;82
60;;1;0;53;;28;Escheburg;8,91; 1 670;893;777;187
60;;1;0;53;;29;Fitzen;9,11;231;122;109;25
60;;1;0;53;;30;Fredeburg;10,09;40;27;13;4
60;;1;0;53;;31;Fuhlenhagen;5,74;305;151;154;53
60;;1;0;53;;32;Geesthacht, Stadt;33,18; 25 313; 12 048; 13 265;763
60;;1;0;53;;33;Giesensdorf;2,73;93;46;47;34
60;;1;0;53;;34;Göldenitz;5,18;169;79;90;33
60;;1;0;53;;35;Göttin;5,21;59;29;30;11
60;;1;0;53;;36;Grabau;4,1;213;102;111;52
60;;1;0;53;;37;Grambek;12,66;305;151;154;24
60;;1;0;53;;38;Grinau;2,74;222;110;112;81
60;;1;0;53;;39;Gross Boden;2,7;200;100;100;74
60;;1;0;53;;40;Gross Disnack;5,99;88;47;41;15
60;;1;0;53;;41;Groß Grönau;4,9; 3 607; 1 751; 1 856;736
60;;1;0;53;;42;Gross Pampau;4,31;128;59;69;30
60;;1;0;53;;43;Gross Sarau;16,93;828;408;420;49
60;;1;0;53;;44;Gross Schenkenberg;6,52;421;195;226;65
60;;1;0;53;;45;Grove;5,28;210;108;102;40
60;;1;0;53;;46;Gudow;42,26; 1 297;657;640;31
60;;1;0;53;;47;Gülzow;17,07;983;472;511;58
60;;1;0;53;;48;Güster;7,78;713;356;357;92
60;;1;0;53;;49;Hamfelde;3,47;439;226;213;127
60;;1;0;53;;50;Hamwarde;6,67;669;335;334;100
60;;1;0;53;;51;Harmsdorf;3,57;291;146;145;82
60;;1;0;53;;52;Havekost;5,91;112;57;55;19
60;;1;0;53;;53;Hohenhorn;6,93;430;219;211;62
60;;1;0;53;;54;Hollenbek;7,22;352;166;186;49
60;;1;0;53;;56;Hornbek;5,89;160;74;86;27
60;;1;0;53;;57;Horst;11,93;254;131;123;21
60;;1;0;53;;58;Juliusburg;6,04;151;76;75;25
60;;1;0;53;;59;Kankelau;4,21;195;103;92;46
60;;1;0;53;;60;Kasseburg;7,89;519;251;268;66
60;;1;0;53;;61;Kastorf;6,9;611;302;309;89
60;;1;0;53;;62;Kittlitz;17,68;273;142;131;15
60;;1;0;53;;64;Klein Pampau;4,17;532;255;277;128
60;;1;0;53;;66;Klein Zecher;9,11;262;132;130;29
60;;1;0;53;;67;Klempau;10,23;567;282;285;55
60;;1;0;53;;68;Klinkrade;7,39;468;243;225;63
60;;1;0;53;;69;Koberg;11,98;484;253;231;40
60;;1;0;53;;70;Köthel;1,52;217;108;109;143
60;;1;0;53;;71;Kollow;8,21;659;407;252;80
60;;1;0;53;;72;Kröppelshagen-Fahrendorf;8,37;993;502;491;119
60;;1;0;53;;73;Krüzen;8,24;269;137;132;33
60;;1;0;53;;74;Krukow;7,94;149;74;75;19
60;;1;0;53;;75;Krummesse;3,41; 1 458;690;768;428
60;;1;0;53;;76;Kuddewörde;7,34; 1 176;593;583;160
60;;1;0;53;;77;Kühsen;7,28;333;168;165;46
60;;1;0;53;;78;Kulpin;6,06;170;70;100;28
60;;1;0;53;;79;Labenz;5,75;543;278;265;94
60;;1;0;53;;80;Langenlehsten;23,37;111;59;52;5
60;;1;0;53;;81;Lankau;19,12;471;251;220;25
60;;1;0;53;;82;Lanze;9,04;176;84;92;19
60;;1;0;53;;83;Lauenburg/ Elbe, Stadt;9,55; 10 427; 4 901; 5 526;1 092
60;;1;0;53;;84;Lehmrade;11,4;350;163;187;31
60;;1;0;53;;85;Linau;9,65;909;454;455;94
60;;1;0;53;;86;Lüchow;4,61;155;89;66;34
60;;1;0;53;;87;Lütau;11,24;533;252;281;47
60;;1;0;53;;88;Mechow;4,43;80;39;41;18
60;;1;0;53;;89;Möhnsen;7,47;437;226;211;59
60;;1;0;53;;90;Mölln, Stadt;25,05; 15 799; 7 059; 8 740;631
60;;1;0;53;;91;Mühlenrade;3,74;200;103;97;53
60;;1;0;53;;92;Müssen;11,46;870;433;437;76
60;;1;0;53;;93;Mustin;11,94;592;282;310;50
60;;1;0;53;;94;Niendorf Bei Berkenthin;3,99;100;44;56;25
60;;1;0;53;;95;Niendorf/ Stecknitz;8,41;525;258;267;62
60;;1;0;53;;96;Nusse;6,22;736;368;368;118
60;;1;0;53;;97;Panten;13,82;512;258;254;37
60;;1;0;53;;98;Pogeez;4,51;361;182;179;80
60;;1;0;53;;99;Poggensee;5,44;270;146;124;50
60;;1;0;53;;100;Ratzeburg, Stadt;30,29; 12 839; 5 994; 6 845;424
60;;1;0;53;;101;Ritzerau;11,11;255;132;123;23
60;;1;0;53;;102;Römnitz;5,14;61;31;30;12
60;;1;0;53;;103;Rondeshagen;9,51;652;348;304;69
60;;1;0;53;;104;Roseburg;16,23;436;206;230;27
60;;1;0;53;;105;Sachsenwald (Forstgutsbez.),Gemfr.Geb. ;58,49;0;0;0;0
60;;1;0;53;;106;Sahms;5,95;270;134;136;45
60;;1;0;53;;107;Salem;25,11;524;256;268;21
60;;1;0;53;;108;Sandesneben;6,13; 1 089;543;546;178
60;;1;0;53;;109;Schiphorst;8,15;395;192;203;48
60;;1;0;53;;110;Schmilau;11,55;567;299;268;49
60;;1;0;53;;111;Schnakenbek;13,02;776;393;383;60
60;;1;0;53;;112;Schönberg;14,78;923;476;447;62
60;;1;0;53;;113;Schretstaken;8,47;422;229;193;50
60;;1;0;53;;114;Schürensöhlen;2,75;167;80;87;61
60;;1;0;53;;115;Schulendorf;11,39;361;177;184;32
60;;1;0;53;;116;Schwarzenbek, Stadt;11,56; 11 656; 5 851; 5 805;1 008
60;;1;0;53;;117;Seedorf;27,89;530;250;280;19
60;;1;0;53;;118;Siebenbäumen;8,82;510;255;255;58
60;;1;0;53;;119;Siebeneichen;4,68;248;120;128;53
60;;1;0;53;;120;Sierksrade;4;265;137;128;66
60;;1;0;53;;121;Sirksfelde;8,63;216;108;108;25
60;;1;0;53;;122;Steinhorst;16,36;479;231;248;29
60;;1;0;53;;123;Sterley;21,39;891;457;434;42
60;;1;0;53;;124;Stubben;5,24;316;162;154;60
60;;1;0;53;;125;Talkau;4,88;422;215;207;86
60;;1;0;53;;126;Tramm;6,75;272;141;131;40
60;;1;0;53;;127;Walksfelde;3,51;134;76;58;38
60;;1;0;53;;128;Wangelau;6,52;240;115;125;37
60;;1;0;53;;129;Wentorf Bei Hamburg;6,87; 10 386; 5 715; 4 671;1 512
60;;1;0;53;;130;Wentorf (Amt Sandesneben);4,99;497;215;282;100
60;;1;0;53;;131;Wiershop;5,15;131;81;50;25
60;;1;0;53;;132;Witzeeze;10,46;706;339;367;67
60;;1;0;53;;133;Wohltorf;5,97; 2 534; 1 210; 1 324;424
60;;1;0;53;;134;Woltersdorf;7,9;262;135;127;33
60;;1;0;53;;135;Worth;6,07;155;77;78;26
60;;1;0;53;;136;Ziethen;11,16;655;300;355;59
40;;1;0;54;;;Nordfriesland;;;;;
60;;1;0;54;;1;Achtrup;29,83; 1 225;609;616;41
60;;1;0;54;;2;Ahrenshöft;8,65;435;210;225;50
60;;1;0;54;;3;Ahrenviöl;9,91;460;226;234;46
60;;1;0;54;;4;Ahrenviölfeld;7,29;216;112;104;30
60;;1;0;54;;5;Alkersum;9,07;449;209;240;50
60;;1;0;54;;6;Almdorf;5,7;444;244;200;78
60;;1;0;54;;7;Arlewatt;5,68;305;158;147;54
60;;1;0;54;;8;Augustenkoog;8,4;58;32;26;7
60;;1;0;54;;9;Aventoft;14,47;497;229;268;34
60;;1;0;54;;10;Bargum;17,29;600;286;314;35
60;;1;0;54;;11;Behrendorf;15,29;464;240;224;30
60;;1;0;54;;12;Bohmstedt;13,38;652;313;339;49
60;;1;0;54;;13;Bondelum;9,18;175;90;85;19
60;;1;0;54;;14;Bordelum;34,7; 1 759;892;867;51
60;;1;0;54;;15;Borgsum;5,51;248;125;123;45
60;;1;0;54;;16;Bosbüll;6,33;181;85;96;29
60;;1;0;54;;17;Braderup;13,35;702;350;352;53
60;;1;0;54;;18;Bramstedtlund;13,85;214;114;100;15
60;;1;0;54;;19;Bredstedt, Stadt;9,93; 5 947; 3 594; 2 353;599
60;;1;0;54;;20;Breklum;10,07; 1 631;801;830;162
60;;1;0;54;;22;Dagebüll;35,98;979;471;508;27
60;;1;0;54;;23;Drage;16,42;507;237;270;31
60;;1;0;54;;24;Drelsdorf;17,7;962;487;475;54
60;;1;0;54;;25;Dunsum;2,72;93;49;44;34
60;;1;0;54;;26;Elisabeth-Sophien-Koog;5,19;38;17;21;7
60;;1;0;54;;27;Ellhöft;7,82;151;78;73;19
60;;1;0;54;;32;Fresendelf;2,6;77;34;43;30
60;;1;0;54;;33;Friedrichstadt, Stadt;3,99; 2 580; 1 208; 1 372;647
60;;1;0;54;;34;Friedrich-Wilhelm-Lübke-Koog;13,49;225;119;106;17
60;;1;0;54;;35;Garding, Kirchspiel;14,87;240;110;130;16
60;;1;0;54;;36;Garding, Stadt;3,08; 2 325; 1 031; 1 294;755
60;;1;0;54;;37;Goldebek;10,18;299;160;139;29
60;;1;0;54;;38;Goldelund;12,02;382;200;182;32
60;;1;0;54;;39;Gröde;2,78;10;9;1;4
60;;1;0;54;;40;Grothusenkoog;3,27;25;11;14;8
60;;1;0;54;;41;Haselund;12,79;715;357;358;56
60;;1;0;54;;42;Hattstedt;7; 1 604;830;774;229
60;;1;0;54;;43;Hattstedtermarsch;22,97;302;168;134;13
60;;1;0;54;;45;Högel;16,28;413;210;203;25
60;;1;0;54;;46;Hörnum (Sylt);7,13; 1 405;739;666;197
60;;1;0;54;;48;Holm;4;87;43;44;22
60;;1;0;54;;50;Hooge;5,92;127;60;67;21
60;;1;0;54;;52;Horstedt;11,69;581;295;286;50
60;;1;0;54;;54;Hude;3,55;137;71;66;39
60;;1;0;54;;55;Humptrup;16,99;743;360;383;44
60;;1;0;54;;56;Husum, Stadt;17,58; 24 316; 11 980; 12 336;1 383
60;;1;0;54;;57;Immenstedt;14,86;553;280;273;37
60;;1;0;54;;59;Joldelund;19,12;600;321;279;31
60;;1;0;54;;61;Kampen (Sylt);8,69;946;390;556;109
60;;1;0;54;;62;Karlum;14,53;203;114;89;14
60;;1;0;54;;63;Katharinenheerd;8,4;169;75;94;20
60;;1;0;54;;65;Klanxbüll;10,63;754;391;363;71
60;;1;0;54;;68;Klixbüll;17,47;801;375;426;46
60;;1;0;54;;70;Koldenbüttel;25,64;726;349;377;28
60;;1;0;54;;71;Kolkerheide;2,1;67;35;32;32
60;;1;0;54;;72;Kotzenbüll;7,76;187;100;87;24
60;;1;0;54;;73;Ladelund;24,09; 1 135;571;564;47
60;;1;0;54;;74;Langeness;11,57;144;60;84;12
60;;1;0;54;;75;Langenhorn;47,4; 2 535; 1 292; 1 243;53
60;;1;0;54;;76;Leck;29,74; 6 875; 3 272; 3 603;231
60;;1;0;54;;77;Lexgaard;5,24;81;41;40;15
60;;1;0;54;;78;List;19,18; 3 248; 2 284;964;169
60;;1;0;54;;79;Löwenstedt;19,62;619;329;290;32
60;;1;0;54;;80;Lütjenholm;10,71;230;98;132;21
60;;1;0;54;;83;Midlum;8,5;304;132;172;36
60;;1;0;54;;84;Mildstedt;8,71; 2 356; 1 144; 1 212;270
60;;1;0;54;;85;Nebel;11,96; 1 045;404;641;87
60;;1;0;54;;86;Neukirchen;31,58; 1 109;544;565;35
60;;1;0;54;;87;Nieblum;7,86;774;323;451;98
60;;1;0;54;;88;Niebüll, Stadt;30,6; 6 809; 3 133; 3 676;223
60;;1;0;54;;89;Norddorf;5,9;888;279;609;151
60;;1;0;54;;90;Norderfriedrichskoog;5,2;58;25;33;11
60;;1;0;54;;91;Nordstrand;44,92; 2 383; 1 152; 1 231;53
60;;1;0;54;;92;Norstedt;13,47;346;190;156;26
60;;1;0;54;;93;Ockholm;18,05;392;200;192;22
60;;1;0;54;;94;Oevenum;10,88;459;222;237;42
60;;1;0;54;;95;Oldenswort;45,96; 1 221;598;623;27
60;;1;0;54;;96;Oldersbek;10,82;458;225;233;42
60;;1;0;54;;97;Olderup;9,94;322;161;161;32
60;;1;0;54;;98;Oldsum;13,3;497;220;277;37
60;;1;0;54;;99;Ostenfeld (Husum);27,67; 1 287;626;661;47
60;;1;0;54;;100;Osterhever;10,03;269;148;121;27
60;;1;0;54;;101;Oster-Ohrstedt;11,3;593;294;299;52
60;;1;0;54;;103;Pellworm;37,33; 1 198;571;627;32
60;;1;0;54;;104;Poppenbüll;15,5;281;143;138;18
60;;1;0;54;;105;Ramstedt;5,42;325;157;168;60
60;;1;0;54;;106;Rantrum;13,73; 1 276;607;669;93
60;;1;0;54;;107;Rantum (Sylt);9,37;573;231;342;61
60;;1;0;54;;108;Reußenköge;36,55;341;172;169;9
60;;1;0;54;;109;Risum-Lindholm;36,06; 2 971; 1 478; 1 493;82
60;;1;0;54;;110;Rodenäs;19,84;453;232;221;23
60;;1;0;54;;113;Sankt Peter-Ording;28,25; 5 341; 2 316; 3 025;189
60;;1;0;54;;115;Schobüll;7,6; 1 717;836;881;226
60;;1;0;54;;116;Schwabstedt;19,65; 1 210;599;611;62
60;;1;0;54;;118;Schwesing;15,63;732;367;365;47
60;;1;0;54;;119;Seeth;13,57;801;573;228;59
60;;1;0;54;;120;Simonsberg;17,07;788;395;393;46
60;;1;0;54;;121;Sönnebüll;4,12;196;92;104;48
60;;1;0;54;;123;Sollwitt;10,95;265;140;125;24
60;;1;0;54;;124;Sprakebüll;11,37;206;110;96;18
60;;1;0;54;;125;Stadum;20,11; 1 187;766;421;59
60;;1;0;54;;126;Stedesand;15,19;764;389;375;50
60;;1;0;54;;128;Struckum;8,92;848;392;456;95
60;;1;0;54;;129;Süderende;2,59;147;73;74;57
60;;1;0;54;;130;Süderhöft;2,6;14;10;4;5
60;;1;0;54;;131;Süderlügum;26,59; 1 817;893;924;68
60;;1;0;54;;132;Südermarsch;30,62;114;61;53;4
60;;1;0;54;;133;Sylt-Ost;37,95; 5 971; 3 107; 2 864;157
60;;1;0;54;;134;Tating;29,53;992;467;525;34
60;;1;0;54;;135;Tetenbüll;36,57;717;350;367;20
60;;1;0;54;;136;Tinningstedt;8,91;217;116;101;24
60;;1;0;54;;138;Tönning, Stadt;43,14; 4 848; 2 283; 2 565;112
60;;1;0;54;;140;Tümlauer Koog;6,2;144;56;88;23
60;;1;0;54;;141;Uelvesbüll;10,25;278;135;143;27
60;;1;0;54;;142;Uphusum;7,06;416;187;229;59
60;;1;0;54;;143;Utersum;5,28;514;216;298;97
60;;1;0;54;;144;Viöl;18,96; 1 085;534;551;57
60;;1;0;54;;145;Vollerwiek;4,63;224;107;117;48
60;;1;0;54;;146;Vollstedt;6,18;120;62;58;19
60;;1;0;54;;148;Welt;8,18;203;105;98;25
60;;1;0;54;;149;Wenningstedt (Sylt);6,36; 2 028;855; 1 173;319
60;;1;0;54;;150;Westerhever;12,93;160;84;76;12
60;;1;0;54;;151;Westerland, Stadt;10,46; 8 829; 3 748; 5 081;844
60;;1;0;54;;152;Wester-Ohrstedt;18,53;848;426;422;46
60;;1;0;54;;154;Westre;19,13;374;174;200;20
60;;1;0;54;;156;Winnert;18,87;710;361;349;38
60;;1;0;54;;157;Wisch;3,05;107;46;61;35
60;;1;0;54;;158;Witsum;1,59;65;34;31;41
60;;1;0;54;;159;Wittbek;19,88;684;345;339;34
60;;1;0;54;;160;Wittdün;2,57;846;361;485;329
60;;1;0;54;;161;Witzwort;28,17;889;443;446;32
60;;1;0;54;;162;Wobbenbüll;1,69;411;203;208;243
60;;1;0;54;;163;Wrixum;7,55;517;252;265;68
60;;1;0;54;;164;Wyk auf Föhr, Stadt;7,98; 5 736; 2 451; 3 285;719
60;;1;0;54;;165;Galmsbüll;48,92;629;307;322;13
60;;1;0;54;;166;Emmelsbüll-Horsbüll;35,37; 1 110;567;543;31
60;;1;0;54;;167;Enge-Sande;24,25;981;502;479;40
40;;1;0;55;;;Ostholstein;;;;;
60;;1;0;55;;1;Ahrensbök;95,42; 7 493; 3 589; 3 904;79
60;;1;0;55;;2;Altenkrempe;36,64; 1 053;544;509;29
60;;1;0;55;;4;Bad Schwartau, Stadt;18,4; 19 424; 8 928; 10 496;1 056
60;;1;0;55;;5;Bannesdorf Auf Fehmarn;60,24; 2 345; 1 255; 1 090;39
60;;1;0;55;;6;Beschendorf;8,54;511;236;275;60
60;;1;0;55;;7;Bosau;64,25; 3 034; 1 523; 1 511;47
60;;1;0;55;;8;Burg Auf Fehmarn, Stadt;14,48; 5 997; 2 824; 3 173;414
60;;1;0;55;;10;Dahme;9,08; 1 499;668;831;165
60;;1;0;55;;11;Damlos;9,35;585;297;288;63
60;;1;0;55;;12;Eutin, Stadt;41,39; 16 306; 7 592; 8 714;394
60;;1;0;55;;14;Göhl;21,19;792;384;408;37
60;;1;0;55;;15;Gremersdorf;45,79; 1 392;702;690;30
60;;1;0;55;;16;Grömitz;50,8; 7 292; 3 298; 3 994;144
60;;1;0;55;;17;Grossenbrode;20,74; 2 338; 1 189; 1 149;113
60;;1;0;55;;18;Grube;20,19;842;409;433;42
