Gemeinden in Deutschland nach Fläche, Einwohner und Postleitzahl am 31.12.2005 (Jahr);;;;;;;;;;;;;
;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel;;;;;Gemeindename;Fläche in km2;Einwohner;;;;Post-leitzahl
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;;
;;Gebietsstand am 31.12.2005 (Jahr);;;;;;am 31.12.2005 (Jahr);;;;;
;;;;;;;;;;;;;
60;64;7;1;38;705;70;Steimel;5,59; 1 320;710;610;;57614
60;64;7;1;38;705;74;Urbach;11,26; 1 580;792;788;;56317
60;64;7;1;38;705;78;Woldert;5,03;642;319;323;;57614
50;53;7;1;38;706;;Rengsdorf;;;;;;
60;64;7;1;38;706;2;Anhausen;9,54; 1 355;652;703;;56584
60;64;7;1;38;706;5;Bonefeld;5,21;976;484;492;;56579
60;64;7;1;38;706;15;Ehlscheid;6,29; 1 295;616;679;;56581
60;64;7;1;38;706;26;Hardert;3,44;850;417;433;;56579
60;64;7;1;38;706;30;Hümmerich;4,27;759;397;362;;53547
60;64;7;1;38;706;36;Kurtscheid;5,1;965;471;494;;56581
60;64;7;1;38;706;42;Meinborn;4,39;495;250;245;;56584
60;64;7;1;38;706;43;Melsbach;2,8; 2 114; 1 022; 1 092;;56581
60;64;7;1;38;706;53;Oberhonnefeld-Gierend;3,97; 1 022;506;516;;56587
60;64;7;1;38;706;54;Oberraden;4,33;666;346;320;;56587
60;64;7;1;38;706;61;Rengsdorf;6,91; 2 635; 1 289; 1 346;;56579
60;64;7;1;38;706;66;Rüscheid;4,9;791;387;404;;56584
60;64;7;1;38;706;71;Straßenhaus;10,16; 1 928;953;975;;56587
60;64;7;1;38;706;72;Thalhausen;3,66;744;378;366;;56584
50;53;7;1;38;707;;Unkel;;;;;;
60;64;7;1;38;707;8;Bruchhausen;2,58;946;482;464;;53572
60;64;7;1;38;707;19;Erpel;9,21; 2 620; 1 270; 1 350;;53579
60;64;7;1;38;707;62;Rheinbreitbach;6,58; 4 586; 2 261; 2 325;;53619
60;63;7;1;38;707;73;Unkel, Stadt;8,16; 4 999; 2 368; 2 631;;53572
50;53;7;1;38;708;;Waldbreitbach;;;;;;
60;64;7;1;38;708;6;Breitscheid;12,21; 2 312; 1 124; 1 188;;53547
60;64;7;1;38;708;7;Hausen (Wied);7,69; 1 955; 1 018;937;;53547
60;64;7;1;38;708;10;Datzeroth;8;237;112;125;;56589
60;64;7;1;38;708;47;Niederbreitbach;8,53; 1 521;758;763;;56589
60;64;7;1;38;708;65;Roßbach;6,4; 1 516;775;741;;53547
60;64;7;1;38;708;76;Waldbreitbach;6,39; 1 957;842; 1 115;;56588
40;44;7;1;40;;;Rhein-Hunsrück-Kreis;;;;;;
60;63;7;1;40;0;501;Boppard, Stadt;75,13; 16 324; 7 786; 8 538;;56154
50;53;7;1;40;702;;Emmelshausen;;;;;;
60;64;7;1;40;702;5;Badenhard;3;148;73;75;;56291
60;64;7;1;40;702;14;Bickenbach;6,39;344;175;169;;56291
60;64;7;1;40;702;16;Birkheim;2,3;146;72;74;;56291
60;64;7;1;40;702;31;Dörth;5,16;526;280;246;;56281
60;64;7;1;40;702;36;Emmelshausen;7,91; 4 856; 2 327; 2 529;;56281
60;64;7;1;40;702;43;Gondershausen;13,45; 1 277;638;639;;56283
60;64;7;1;40;702;45;Halsenbach;10,04; 1 284;683;601;;56283
60;64;7;1;40;702;47;Hausbay;3,24;193;102;91;;56291
60;64;7;1;40;702;60;Hungenroth;6,02;245;124;121;;56281
60;64;7;1;40;702;63;Karbach;4,98;562;300;262;;56281
60;64;7;1;40;702;75;Kratzenburg;7,16;378;193;185;;56283
60;64;7;1;40;702;84;Leiningen;5,75;788;413;375;;56291
60;64;7;1;40;702;87;Lingerhahn;6,01;492;243;249;;56291
60;64;7;1;40;702;89;Maisborn;1,47;126;62;64;;56291
60;64;7;1;40;702;93;Mermuth;4,92;303;162;141;;56283
60;64;7;1;40;702;98;Mühlpfad;1,39;66;36;30;;56291
60;64;7;1;40;702;102;Ney;5,61;386;193;193;;56283
60;64;7;1;40;702;108;Niedert;2,21;136;68;68;;56291
60;64;7;1;40;702;110;Norath;3,3;443;221;222;;56291
60;64;7;1;40;702;117;Pfalzfeld;5,27;592;301;291;;56291
60;64;7;1;40;702;140;Schwall;1,77;329;146;183;;56281
60;64;7;1;40;702;149;Thörlingen;2,24;144;73;71;;56291
60;64;7;1;40;702;156;Utzenhain;4,47;125;67;58;;56291
60;64;7;1;40;702;201;Beulich;13,28;511;265;246;;56283
60;64;7;1;40;702;205;Morshausen;7,56;382;199;183;;56283
50;53;7;1;40;703;;Kastellaun;;;;;;
60;64;7;1;40;703;1;Alterkülz;7,58;460;228;232;;56288
60;64;7;1;40;703;9;Bell (Hunsrück);23,53; 1 521;765;756;;56288
60;64;7;1;40;703;10;Beltheim;24,85; 2 054;994; 1 060;;56290
60;64;7;1;40;703;18;Braunshorn;6,98;590;297;293;;56288
60;64;7;1;40;703;21;Buch;13,45;949;471;478;;56290
60;64;7;1;40;703;42;Gödenroth;6,82;481;251;230;;56290
60;64;7;1;40;703;46;Hasselbach;4,79;198;95;103;;56288
60;64;7;1;40;703;55;Hollnich;2,27;286;135;151;;56288
60;63;7;1;40;703;64;Kastellaun, Stadt;8,47; 5 185; 2 557; 2 628;;56288
60;64;7;1;40;703;73;Korweiler;2,43;91;43;48;;56288
60;64;7;1;40;703;95;Michelbach;2,39;178;93;85;;56288
60;64;7;1;40;703;131;Roth;3,87;260;131;129;;56288
60;64;7;1;40;703;147;Spesenroth;3,51;162;83;79;;56288
60;64;7;1;40;703;153;Uhler;5,58;400;204;196;;56290
60;64;7;1;40;703;202;Dommershausen;24,7; 1 145;573;572;;56290
60;64;7;1;40;703;204;Mastershausen;11,83; 1 145;556;589;;56869
50;53;7;1;40;704;;Kirchberg (Hunsrück);;;;;;
60;64;7;1;40;704;6;Bärenbach;4,83;474;233;241;;55483
60;64;7;1;40;704;7;Belg;4,79;151;76;75;;56858
60;64;7;1;40;704;24;Büchenbeuren;6; 1 660;781;879;;55491
60;64;7;1;40;704;28;Dickenschied;5,86;746;375;371;;55483
60;64;7;1;40;704;29;Dill;5,55;207;104;103;;55487
60;64;7;1;40;704;30;Dillendorf;6,49;614;302;312;;55481
60;64;7;1;40;704;40;Gehlweiler;4,5;261;135;126;;55490
60;64;7;1;40;704;41;Gemünden;10,67; 1 303;612;691;;55490
60;64;7;1;40;704;44;Hahn;5,29;166;86;80;;56850
60;64;7;1;40;704;48;Hecken;3,89;140;70;70;;55481
60;64;7;1;40;704;49;Heinzenbach;3,4;434;212;222;;55483
60;64;7;1;40;704;50;Henau;6,7;184;77;107;;55490
60;64;7;1;40;704;53;Hirschfeld (Hunsrück);5,09;343;165;178;;55483
60;64;7;1;40;704;62;Kappel;12,41;522;272;250;;55483
60;63;7;1;40;704;67;Kirchberg (Hunsrück), Stadt;18,05; 3 740; 1 838; 1 902;;55481
60;64;7;1;40;704;71;Kludenbach;2,88;111;55;56;;55481
60;64;7;1;40;704;81;Laufersweiler;6,79;849;418;431;;55487
60;64;7;1;40;704;82;Lautzenhausen;4,95;410;195;215;;55483
60;64;7;1;40;704;86;Lindenschied;3,17;202;98;104;;55481
60;64;7;1;40;704;90;Maitzborn;3,15;140;82;58;;55481
60;64;7;1;40;704;94;Metzenhausen;3,09;136;63;73;;55481
60;64;7;1;40;704;105;Nieder Kostenz;4,12;216;114;102;;55481
60;64;7;1;40;704;107;Niedersohren;3,9;446;235;211;;55487
60;64;7;1;40;704;109;Niederweiler;4,81;416;204;212;;55491
60;64;7;1;40;704;111;Ober Kostenz;5,84;287;141;146;;55481
60;64;7;1;40;704;120;Raversbeuren;5,14;159;75;84;;56850
60;64;7;1;40;704;122;Reckershausen;8,15;376;186;190;;55481
60;64;7;1;40;704;128;Rödelhausen;2,56;174;79;95;;56858
60;64;7;1;40;704;129;Rödern;2,72;213;99;114;;55481
60;64;7;1;40;704;130;Rohrbach;3,77;199;105;94;;55490
60;64;7;1;40;704;135;Schlierschied;8,6;199;98;101;;55483
60;64;7;1;40;704;141;Schwarzen;3,88;153;74;79;;55481
60;64;7;1;40;704;145;Sohren;9,42; 3 463; 1 662; 1 801;;55487
60;64;7;1;40;704;146;Sohrschied;4,46;94;43;51;;55487
60;64;7;1;40;704;151;Todenroth;1,56;89;51;38;;55481
60;64;7;1;40;704;154;Unzenberg;5,5;435;219;216;;55483
60;64;7;1;40;704;159;Wahlenau;4,46;242;126;116;;55491
60;64;7;1;40;704;163;Womrath;8,39;218;105;113;;55481
60;64;7;1;40;704;164;Woppenroth;8,67;286;141;145;;55490
60;64;7;1;40;704;165;Würrich;4,33;164;74;90;;56858
50;53;7;1;40;705;;Rheinböllen;;;;;;
60;64;7;1;40;705;3;Argenthal;28,52; 1 660;796;864;;55496
60;64;7;1;40;705;11;Benzweiler;3,19;209;100;109;;55494
60;64;7;1;40;705;27;Dichtelbach;5,38;692;364;328;;55494
60;64;7;1;40;705;35;Ellern (Hunsrück);9,36;874;452;422;;55497
60;64;7;1;40;705;37;Erbach;1,65;238;103;135;;55494
60;64;7;1;40;705;68;Kisselbach;9,13;587;291;296;;56291
60;64;7;1;40;705;85;Liebshausen;5,85;523;244;279;;55494
60;64;7;1;40;705;96;Mörschbach;5,82;360;185;175;;55494
60;64;7;1;40;705;125;Rheinböllen;16,33; 4 042; 1 991; 2 051;;55494
60;64;7;1;40;705;127;Riesweiler;16,81;741;363;378;;55499
60;64;7;1;40;705;138;Schnorbach;3,42;234;115;119;;55497
60;64;7;1;40;705;148;Steinbach;2,6;118;58;60;;56291
50;53;7;1;40;706;;Sankt Goar-Oberwesel;;;;;;
60;64;7;1;40;706;25;Damscheid;15,1;677;333;344;;55432
60;64;7;1;40;706;80;Laudert;6,17;421;212;209;;56291
60;64;7;1;40;706;104;Niederburg;6,78;717;355;362;;55432
60;63;7;1;40;706;112;Oberwesel, Stadt;18,11; 3 252; 1 584; 1 668;;55430
60;64;7;1;40;706;116;Perscheid;18,51;394;191;203;;55430
60;63;7;1;40;706;133;Sankt Goar, Stadt;22,93; 2 984; 1 471; 1 513;;56329
60;64;7;1;40;706;155;Urbar;3,55;808;382;426;;55430
60;64;7;1;40;706;161;Wiebelsheim;7,32;490;247;243;;56291
50;53;7;1;40;707;;Simmern;;;;;;
60;64;7;1;40;707;2;Altweidelbach;4,1;258;117;141;;55469
60;64;7;1;40;707;8;Belgweiler;3,39;218;106;112;;55469
60;64;7;1;40;707;12;Bergenhausen;2,68;132;70;62;;55469
60;64;7;1;40;707;15;Biebern;4,1;357;181;176;;55471
60;64;7;1;40;707;20;Bubach;7,1;287;147;140;;56288
60;64;7;1;40;707;23;Budenbach;3,51;180;95;85;;55469
60;64;7;1;40;707;39;Fronhofen;3,71;209;112;97;;55471
60;64;7;1;40;707;56;Holzbach;5,03;567;288;279;;55469
60;64;7;1;40;707;58;Horn;6,86;360;187;173;;55469
60;64;7;1;40;707;65;Keidelheim;2,72;313;155;158;;55471
60;64;7;1;40;707;70;Klosterkumbd;7,33;270;136;134;;55469
60;64;7;1;40;707;76;Külz (Hunsrück);6,92;493;241;252;;55471
60;64;7;1;40;707;77;Kümbdchen;3,21;499;255;244;;55471
60;64;7;1;40;707;79;Laubach;10,02;465;227;238;;56288
60;64;7;1;40;707;92;Mengerschied;9,53;812;413;399;;55490
60;64;7;1;40;707;99;Mutterschied;3,07;513;269;244;;55469
60;64;7;1;40;707;100;Nannhausen;6,05;521;262;259;;55469
60;64;7;1;40;707;101;Neuerkirch;5,28;299;156;143;;55471
60;64;7;1;40;707;106;Niederkumbd;2,27;299;152;147;;55469
60;64;7;1;40;707;113;Ohlweiler;3,91;334;163;171;;55469
60;64;7;1;40;707;115;Oppertshausen;1,52;128;67;61;;55469
60;64;7;1;40;707;118;Pleizenhausen;4,04;265;131;134;;55469
60;64;7;1;40;707;119;Ravengiersburg;6,16;512;239;273;;55471
60;64;7;1;40;707;121;Rayerschied;2,51;114;50;64;;55469
60;64;7;1;40;707;123;Reich;4,76;376;192;184;;55471
60;64;7;1;40;707;126;Riegenroth;3,14;200;107;93;;55469
60;64;7;1;40;707;134;Sargenroth;12,71;489;246;243;;55471
60;64;7;1;40;707;139;Schönborn;3,9;266;127;139;;55469
60;63;7;1;40;707;144;Simmern/ Hunsrück, Stadt;11,96; 7 846; 3 727; 4 119;;55469
60;64;7;1;40;707;150;Tiefenbach;5,79;793;402;391;;55471
60;64;7;1;40;707;158;Wahlbach;4,34;157;79;78;;55494
60;64;7;1;40;707;166;Wüschheim;3,9;319;161;158;;55471
40;44;7;1;41;;;Rhein-Lahn-Kreis;;;;;;
60;63;7;1;41;0;75;Lahnstein, Stadt;36,85; 18 404; 8 868; 9 536;;56112
50;53;7;1;41;701;;Bad Ems;;;;;;
60;63;7;1;41;701;6;Bad Ems, Stadt;15,36; 9 363; 4 359; 5 004;;56130
60;64;7;1;41;701;8;Becheln;4,41;659;333;326;;56132
60;64;7;1;41;701;25;Dausenau;9,81; 1 353;664;689;;56132
60;64;7;1;41;701;41;Fachbach;2,23; 1 348;673;675;;56133
60;64;7;1;41;701;44;Frücht;5,53;607;272;335;;56132
60;64;7;1;41;701;71;Kemmenau;3,76;475;236;239;;56132
60;64;7;1;41;701;86;Miellen;2,05;444;229;215;;56132
60;64;7;1;41;701;98;Nievern;4,29;991;488;503;;56132
60;64;7;1;41;701;201;Arzbach;9,93; 1 889;905;984;;56337
50;53;7;1;41;702;;Braubach;;;;;;
60;64;7;1;41;702;23;Dachsenhausen;10,18; 1 068;532;536;;56340
60;64;7;1;41;702;42;Filsen;1,88;644;305;339;;56341
60;64;7;1;41;702;66;Kamp-Bornhofen;11,37; 1 650;758;892;;56341
60;64;7;1;41;702;108;Osterspai;13; 1 291;639;652;;56340
60;63;7;1;41;702;501;Braubach, Stadt;20,26; 3 148; 1 552; 1 596;;56338
50;53;7;1;41;703;;Diez;;;;;;
60;64;7;1;41;703;2;Altendiez;9,22; 2 295; 1 088; 1 207;;65624
60;64;7;1;41;703;5;Aull;2,18;478;231;247;;65582
60;64;7;1;41;703;14;Birlenbach;4,04; 1 522;741;781;;65626
60;64;7;1;41;703;21;Charlottenberg;0,76;168;82;86;;56379
60;64;7;1;41;703;22;Cramberg;5,26;491;245;246;;65558
60;63;7;1;41;703;29;Diez, Stadt;12,41; 10 954; 5 561; 5 393;;65582
60;64;7;1;41;703;30;Dörnberg;5,82;594;305;289;;56379
60;64;7;1;41;703;38;Eppenrod;6,98;726;367;359;;65558
60;64;7;1;41;703;45;Geilnau;2,25;390;191;199;;56379
60;64;7;1;41;703;49;Gückingen;2,34; 1 053;536;517;;65558
60;64;7;1;41;703;52;Hambach;2,76;525;264;261;;65582
60;64;7;1;41;703;53;Heistenbach;5,27; 1 150;556;594;;65558
60;64;7;1;41;703;57;Hirschberg;2,5;374;186;188;;65558
60;64;7;1;41;703;59;Holzappel;2,73; 1 117;550;567;;56379
60;64;7;1;41;703;61;Holzheim;5;903;450;453;;65558
60;64;7;1;41;703;62;Horhausen;5,46;315;151;164;;56379
60;64;7;1;41;703;64;Isselbach;7,19;417;211;206;;65558
60;64;7;1;41;703;76;Langenscheid;8,92;554;270;284;;65558
60;64;7;1;41;703;77;Laurenburg;2,16;328;156;172;;56379
60;64;7;1;41;703;124;Scheidt;2,51;316;136;180;;56379
60;64;7;1;41;703;130;Steinsberg;2,9;263;133;130;;56379
60;64;7;1;41;703;133;Wasenbach;2,4;370;195;175;;56370
60;64;7;1;41;703;503;Balduinstein;5,17;583;279;304;;65558
50;53;7;1;41;704;;Hahnstätten;;;;;;
60;64;7;1;41;704;20;Burgschwalbach;9,21; 1 163;589;574;;65558
60;64;7;1;41;704;43;Flacht;4,45; 1 182;583;599;;65558
60;64;7;1;41;704;51;Hahnstätten;10,7; 2 895; 1 451; 1 444;;65623
60;64;7;1;41;704;65;Kaltenholzhausen;6,06;624;316;308;;65558
60;64;7;1;41;704;81;Lohrheim;4,13;587;281;306;;65558
60;64;7;1;41;704;89;Mudershausen;4,72;476;235;241;;65623
60;64;7;1;41;704;93;Netzbach;3,4;406;207;199;;65623
60;64;7;1;41;704;95;Niederneisen;7,95; 1 487;735;752;;65629
60;64;7;1;41;704;102;Oberneisen;4,54;775;402;373;;65558
60;64;7;1;41;704;125;Schiesheim;1,43;255;126;129;;65623
50;53;7;1;41;705;;Katzenelnbogen;;;;;;
60;64;7;1;41;705;1;Allendorf;3,03;681;342;339;;56370
60;64;7;1;41;705;10;Berghausen;4,37;313;154;159;;56368
60;64;7;1;41;705;11;Berndroth;6,22;428;219;209;;56370
60;64;7;1;41;705;13;Biebrich;3,45;377;179;198;;56370
60;64;7;1;41;705;18;Bremberg;6,07;300;156;144;;56370
60;64;7;1;41;705;32;Dörsdorf;4,87;429;201;228;;56370
60;64;7;1;41;705;34;Ebertshausen;2,57;131;65;66;;56370
60;64;7;1;41;705;36;Eisighofen;5,42;266;145;121;;56370
60;64;7;1;41;705;39;Ergeshausen;2,26;146;77;69;;56368
60;64;7;1;41;705;50;Gutenacker;3,83;387;189;198;;56370
60;64;7;1;41;705;54;Herold;4,09;481;230;251;;56368
60;63;7;1;41;705;68;Katzenelnbogen, Stadt;9,2; 2 170;990; 1 180;;56368
60;64;7;1;41;705;73;Klingelbach;5,14;753;385;368;;56368
60;64;7;1;41;705;74;Kördorf;7,81;587;293;294;;56370
60;64;7;1;41;705;88;Mittelfischbach;1,84;124;62;62;;56370
60;64;7;1;41;705;96;Niedertiefenbach;4,08;234;116;118;;56368
60;64;7;1;41;705;101;Oberfischbach;5,04;179;91;88;;56370
60;64;7;1;41;705;113;Reckenroth;3,59;222;114;108;;56370
60;64;7;1;41;705;117;Rettert;5,8;475;237;238;;56370
60;64;7;1;41;705;118;Roth;3,4;202;90;112;;56368
60;64;7;1;41;705;126;Schönborn;11,71;772;376;396;;56370
50;53;7;1;41;706;;Nassau;;;;;;
60;64;7;1;41;706;3;Attenhausen;5,85;422;208;214;;56370
60;64;7;1;41;706;26;Dessighofen;3,57;183;91;92;;56357
60;64;7;1;41;706;27;Dienethal;1,39;276;131;145;;56379
60;64;7;1;41;706;33;Dornholzhausen;3,93;231;116;115;;56357
60;64;7;1;41;706;46;Geisig;3,91;385;192;193;;56357
60;64;7;1;41;706;58;Hömberg;4,86;336;169;167;;56379
60;64;7;1;41;706;82;Lollschied;4,08;214;110;104;;56357
60;64;7;1;41;706;87;Misselberg;0,74;91;42;49;;56377
60;63;7;1;41;706;91;Nassau, Stadt;17,51; 4 927; 2 355; 2 572;;56377
60;64;7;1;41;706;103;Obernhof;3,85;390;206;184;;56379
60;64;7;1;41;706;106;Oberwies;2,02;170;89;81;;56379
60;64;7;1;41;706;111;Pohl;4,24;344;178;166;;56357
60;64;7;1;41;706;127;Schweighausen;3,66;227;117;110;;56377
60;64;7;1;41;706;128;Seelbach;7,24;478;236;242;;56377
60;64;7;1;41;706;129;Singhofen;15,66; 1 880;929;951;;56379
60;64;7;1;41;706;132;Sulzbach;2,22;222;110;112;;56379
60;64;7;1;41;706;135;Weinähr;3,41;459;234;225;;56379
60;64;7;1;41;706;139;Winden;6,99;738;351;387;;56379
60;64;7;1;41;706;141;Zimmerschied;2,19;83;42;41;;56379
50;53;7;1;41;707;;Nastätten;;;;;;
60;64;7;1;41;707;9;Berg;3,3;241;128;113;;56357
60;64;7;1;41;707;12;Bettendorf;3,24;363;185;178;;56355
60;64;7;1;41;707;15;Bogel;5,34;841;415;426;;56357
60;64;7;1;41;707;19;Buch;4,19;590;281;309;;56357
60;64;7;1;41;707;35;Ehr;1,22;86;44;42;;56357
60;64;7;1;41;707;37;Endlichhofen;2,24;158;90;68;;56355
60;64;7;1;41;707;40;Eschbach;2,58;189;98;91;;56357
60;64;7;1;41;707;47;Gemmerich;6,79;557;288;269;;56357
60;64;7;1;41;707;55;Himmighofen;5,03;343;172;171;;56357
60;64;7;1;41;707;60;Holzhausen an der Haide;8,47; 1 276;624;652;;56357
60;64;7;1;41;707;63;Hunzel;4,02;264;136;128;;56355
60;64;7;1;41;707;67;Kasdorf;4,06;269;126;143;;56357
60;64;7;1;41;707;70;Kehlbach;2,14;165;79;86;;56355
60;64;7;1;41;707;78;Lautert;3,56;260;126;134;;56355
60;64;7;1;41;707;80;Lipporn;4,8;291;143;148;;56357
60;64;7;1;41;707;84;Marienfels;3,84;352;165;187;;56357
60;64;7;1;41;707;85;Miehlen;15,01; 2 070; 1 028; 1 042;;56357
60;63;7;1;41;707;92;Nastätten, Stadt;13,02; 4 242; 2 093; 2 149;;56355
60;64;7;1;41;707;94;Niederbachheim;2,93;281;141;140;;56357
60;64;7;1;41;707;97;Niederwallmenach;6,88;405;212;193;;56357
60;64;7;1;41;707;100;Oberbachheim;2,85;214;107;107;;56355
60;64;7;1;41;707;104;Obertiefenbach;5,77;373;184;189;;56357
60;64;7;1;41;707;105;Oberwallmenach;3,18;218;112;106;;56357
60;64;7;1;41;707;107;Oelsberg;4,02;535;268;267;;56357
60;64;7;1;41;707;110;Hainau;3,31;188;100;88;;56357
60;64;7;1;41;707;116;Rettershain;4,81;348;184;164;;56357
60;64;7;1;41;707;120;Ruppertshofen;4,78;400;202;198;;56357
60;64;7;1;41;707;131;Strüth;4,66;314;154;160;;56357
60;64;7;1;41;707;134;Weidenbach;2,24;119;63;56;;56355
60;64;7;1;41;707;137;Welterod;9,95;538;277;261;;56357
60;64;7;1;41;707;140;Winterwerb;3,01;186;88;98;;56355
60;64;7;1;41;707;502;Diethardt;4,42;297;151;146;;56355
50;53;7;1;41;708;;Loreley;;;;;;
60;64;7;1;41;708;4;Auel;2,65;231;112;119;;56357
60;64;7;1;41;708;16;Bornich;12; 1 103;554;549;;56348
60;64;7;1;41;708;24;Dahlheim;6,82;914;462;452;;56348
60;64;7;1;41;708;31;Dörscheid;8,65;424;206;218;;56348
60;63;7;1;41;708;69;Kaub, Stadt;12,98; 1 002;499;503;;56349
60;64;7;1;41;708;72;Kestert;6,9;694;340;354;;56348
60;64;7;1;41;708;79;Lierschied;5,93;499;249;250;;56357
60;64;7;1;41;708;83;Lykershausen;3,35;204;108;96;;56346
60;64;7;1;41;708;99;Nochern;7,11;558;276;282;;56357
60;64;7;1;41;708;109;Patersberg;2,65;437;212;225;;56348
60;64;7;1;41;708;112;Prath;4,33;339;178;161;;56346
60;64;7;1;41;708;114;Reichenberg;3,23;216;102;114;;56357
60;64;7;1;41;708;115;Reitzenhain;5,66;364;184;180;;56357
60;63;7;1;41;708;121;Sankt Goarshausen, Loreleystadt, Stadt;7; 1 486;724;762;;56346
60;64;7;1;41;708;122;Sauerthal;3,57;228;111;117;;65391
60;64;7;1;41;708;136;Weisel;13,06; 1 150;565;585;;56348
60;64;7;1;41;708;138;Weyer;6;490;242;248;;56357
40;44;7;1;43;;;Westerwaldkreis;;;;;;
50;53;7;1;43;701;;Bad Marienberg (Westerwald);;;;;;
60;63;7;1;43;701;206;Bad Marienberg (Westerwald), Stadt;9,96; 5 853; 2 912; 2 941;;56470
60;64;7;1;43;701;211;Bölsberg;1,46;273;138;135;;57648
60;64;7;1;43;701;216;Dreisbach;4,62;606;310;296;;56472
60;64;7;1;43;701;222;Fehl-Ritzhausen;4,02;845;448;397;;56472
60;64;7;1;43;701;227;Großseifen;1,52;606;307;299;;56472
60;64;7;1;43;701;231;Hahn bei Marienberg;2,2;492;256;236;;56472
60;64;7;1;43;701;234;Hardt;1,88;434;219;215;;56472
60;64;7;1;43;701;243;Hof;8,09; 1 273;586;687;;56472
60;64;7;1;43;701;248;Kirburg;4,05;622;294;328;;57629
60;64;7;1;43;701;253;Langenbach bei Kirburg;5,51; 1 056;478;578;;57520
60;64;7;1;43;701;255;Lautzenbrücken;4,28;397;216;181;;56472
60;64;7;1;43;701;264;Mörlen;3,07;597;301;296;;57583
60;64;7;1;43;701;270;Neunkhausen;7,86; 1 109;566;543;;57520
60;64;7;1;43;701;277;Nisterau;3,26;959;488;471;;56472
60;64;7;1;43;701;279;Nistertal;3,9; 1 326;673;653;;57647
60;64;7;1;43;701;280;Norken;5,99; 1 032;521;511;;57629
60;64;7;1;43;701;297;Stockhausen-Illfurth;3,24;491;267;224;;56472
60;64;7;1;43;701;300;Unnau;8,14; 1 893;920;973;;57648
50;53;7;1;43;702;;Hachenburg;;;;;;
60;64;7;1;43;702;202;Alpenrod;12,15; 1 601;796;805;;57642
60;64;7;1;43;702;204;Astert;2,39;249;126;123;;57627
60;64;7;1;43;702;205;Atzelgift;2,74;667;346;321;;57629
60;64;7;1;43;702;212;Borod;3,14;560;272;288;;57614
60;64;7;1;43;702;215;Dreifelden;5,1;314;154;160;;57629
60;64;7;1;43;702;223;Gehlert;5,19;572;277;295;;57627
60;64;7;1;43;702;225;Giesenhausen;4,88;337;175;162;;57612
60;63;7;1;43;702;229;Hachenburg, Stadt;21,43; 5 733; 2 705; 3 028;;57627
60;64;7;1;43;702;235;Hattert;11,52; 1 719;852;867;;57644
60;64;7;1;43;702;236;Heimborn;3,74;294;148;146;;57629
60;64;7;1;43;702;240;Heuzert;2,13;141;75;66;;57627
60;64;7;1;43;702;241;Höchstenbach;5,67;710;355;355;;57629
60;64;7;1;43;702;250;Kroppach;3,97;656;317;339;;57612
60;64;7;1;43;702;252;Kundert;3,14;278;148;130;;57629
60;64;7;1;43;702;257;Limbach;3,69;395;204;191;;57629
60;64;7;1;43;702;258;Linden;2,51;149;84;65;;57629
60;64;7;1;43;702;259;Lochum;4,65;334;172;162;;57629
60;64;7;1;43;702;260;Luckenbach;3,61;614;306;308;;57629
60;64;7;1;43;702;261;Marzhausen;3,03;260;133;127;;57627
60;64;7;1;43;702;262;Merkelbach;2,54;401;207;194;;57629
60;64;7;1;43;702;265;Mörsbach;5,92;487;236;251;;57629
60;64;7;1;43;702;267;Mudenbach;4,78;812;392;420;;57614
60;64;7;1;43;702;268;Mündersbach;9,27;769;380;389;;56271
60;64;7;1;43;702;269;Müschenbach;3,5; 1 030;513;517;;57629
60;64;7;1;43;702;276;Nister;5,42; 1 044;534;510;;57645
60;64;7;1;43;702;287;Roßbach;7,47;921;463;458;;56271
60;64;7;1;43;702;294;Steinebach an der Wied;8,3;778;407;371;;57629
60;64;7;1;43;702;296;Stein-Wingert;3,5;217;98;119;;57629
60;64;7;1;43;702;299;Streithausen;3,92;572;314;258;;57629
60;64;7;1;43;702;301;Wahlrod;5,99;897;450;447;;57614
60;64;7;1;43;702;306;Welkenbach;2,3;152;73;79;;57644
60;64;7;1;43;702;310;Wied;4,69;499;244;255;;57629
60;64;7;1;43;702;313;Winkelbach;1,34;248;128;120;;57644
50;53;7;1;43;703;;Höhr-Grenzhausen;;;;;;
60;64;7;1;43;703;30;Hilgert;4,57; 1 481;734;747;;56206
60;64;7;1;43;703;31;Hillscheid;14,08; 2 627; 1 322; 1 305;;56204
60;63;7;1;43;703;32;Höhr-Grenzhausen, Stadt;15,87; 9 790; 4 746; 5 044;;56203
60;64;7;1;43;703;40;Kammerforst;1,33;267;127;140;;56206
50;53;7;1;43;704;;Montabaur;;;;;;
60;64;7;1;43;704;5;Boden;2,3;543;266;277;;56412
60;64;7;1;43;704;8;Daubach;2,51;476;241;235;;56412
60;64;7;1;43;704;13;Eitelborn;7,1; 2 517; 1 245; 1 272;;56337
60;64;7;1;43;704;20;Gackenbach;4,75;583;303;280;;56412
60;64;7;1;43;704;21;Girod;7,46; 1 230;609;621;;56412
60;64;7;1;43;704;23;Görgeshausen;3,24;806;409;397;;56412
60;64;7;1;43;704;24;Großholbach;3,91;982;492;490;;56412
60;64;7;1;43;704;26;Heilberscheid;6,37;678;352;326;;56412
