Gemeinden in Deutschland nach Fläche, Einwohner und Postleitzahl am 31.12.2005 (Jahr);;;;;;;;;;;;;
;;;;;;;;;;;;;
Satz-art;Text-kenn-zeichen;Regionalschlüssel;;;;;Gemeindename;Fläche in km2;Einwohner;;;;Post-leitzahl
;;Land;RB;Kreis;VB;Gem;;;insgesamt;männlich;weiblich;;
;;Gebietsstand am 31.12.2005 (Jahr);;;;;;am 31.12.2005 (Jahr);;;;;
;;;;;;;;;;;;;
40;41;16;0;56;;;Eisenach, Stadt;;;;;;
60;61;16;0;56;0;0;Eisenach, Stadt;103,84; 43 727; 21 280; 22 447;;99817
40;44;16;0;61;;;Eichsfeld;;;;;;
60;63;16;0;61;0;45;Heilbad Heiligenstadt, Stadt;61,57; 17 153; 8 430; 8 723;;37308
60;63;16;0;61;0;115;Leinefelde-Worbis, Stadt;96,56; 20 675; 10 313; 10 362;;37339
50;54;16;0;61;6101;;Lindenberg/Eichsfeld;;;;;;
60;64;16;0;61;6101;3;Berlingerode;11,66; 1 269;623;646;;37339
60;64;16;0;61;6101;15;Brehme;5,28; 1 175;586;589;;37339
60;64;16;0;61;6101;26;Ecklingerode;8,1;825;427;398;;37339
60;64;16;0;61;6101;31;Ferna;4,44;592;310;282;;37339
60;64;16;0;61;6101;52;Hundeshagen;13,38; 1 286;642;644;;37339
60;64;16;0;61;6101;94;Tastungen;3,6;272;139;133;;37339
60;64;16;0;61;6101;103;Wehnde;9,71;394;203;191;;37339
60;64;16;0;61;6101;114;Teistungen;25,94; 2 570; 1 301; 1 269;;37339
50;54;16;0;61;6103;;Dingelstädt;;;;;;
60;63;16;0;61;6103;25;Dingelstädt, Stadt;20,4; 4 798; 2 391; 2 407;;37351
60;64;16;0;61;6103;46;Helmsdorf;5,23;572;278;294;;37351
60;64;16;0;61;6103;54;Kallmerode;5,59;613;305;308;;37327
60;64;16;0;61;6103;55;Kefferhausen;10,39;794;403;391;;37351
60;64;16;0;61;6103;61;Kreuzebra;13;809;416;393;;37351
60;64;16;0;61;6103;87;Silberhausen;10,31;698;345;353;;37351
50;54;16;0;61;6104;;Eichsfelder Kessel;;;;;;
60;64;16;0;61;6104;22;Deuna;10,1; 1 061;549;512;;37355
60;64;16;0;61;6104;38;Gerterode;6,32;416;206;210;;37355
60;64;16;0;61;6104;43;Hausen;4,28;467;222;245;;37327
60;64;16;0;61;6104;59;Kleinbartloff;12,59;476;245;231;;37355
60;64;16;0;61;6104;74;Niederorschel;19,54; 3 438; 1 712; 1 726;;37355
60;64;16;0;61;6104;99;Vollenborn;2,41;268;139;129;;37355
50;54;16;0;61;6105;;Eichsfeld-Südharz;;;;;;
60;64;16;0;61;6105;9;Bischofferode;12,21; 2 063; 1 074;989;;37345
60;64;16;0;61;6105;11;Bockelnhagen;18,65;462;240;222;;37345
60;64;16;0;61;6105;42;Großbodungen;15,54; 1 512;742;770;;37345
60;64;16;0;61;6105;51;Holungen;6,79;938;487;451;;37345
60;64;16;0;61;6105;53;Jützenbach;8,67;563;282;281;;37345
60;64;16;0;61;6105;73;Neustadt;3,59;708;373;335;;37345
60;64;16;0;61;6105;88;Silkerode;10,96;418;213;205;;37345
60;64;16;0;61;6105;92;Steinrode;10,31;543;266;277;;37345
60;64;16;0;61;6105;93;Stöckey;7,77;440;218;222;;37345
60;64;16;0;61;6105;104;Weißenborn-Lüderode;26,2; 1 495;751;744;;37345
60;64;16;0;61;6105;112;Zwinge;5,17;449;217;232;;37345
50;54;16;0;61;6106;;Eichsfeld-Wipperaue;;;;;;
60;64;16;0;61;6106;5;Bernterode (bei Worbis);10,25; 1 377;692;685;;37355
60;64;16;0;61;6106;17;Breitenworbis;13,83; 2 323; 1 165; 1 158;;37339
60;64;16;0;61;6106;19;Buhla;8,81;614;310;304;;37339
60;64;16;0;61;6106;37;Gernrode;7,34; 1 671;860;811;;37339
60;64;16;0;61;6106;44;Haynrode;15,03;722;375;347;;37339
60;64;16;0;61;6106;58;Kirchworbis;5,43; 1 485;757;728;;37339
50;54;16;0;61;6108;;Hanstein-Rusteberg;;;;;;
60;64;16;0;61;6108;1;Arenshausen;5,79; 1 042;513;529;;37318
60;64;16;0;61;6108;14;Bornhagen;6,59;325;165;160;;37318
60;64;16;0;61;6108;21;Burgwalde;4,96;258;138;120;;37318
60;64;16;0;61;6108;32;Freienhagen;4,1;328;176;152;;37318
60;64;16;0;61;6108;33;Fretterode;5,87;184;102;82;;37318
60;64;16;0;61;6108;36;Gerbershausen;7,53;680;339;341;;37318
60;64;16;0;61;6108;48;Hohengandern;6,83;552;282;270;;37318
60;64;16;0;61;6108;57;Kirchgandern;4,37;624;308;316;;37318
60;64;16;0;61;6108;66;Lindewerra;4,39;269;135;134;;37318
60;64;16;0;61;6108;69;Marth;4,85;369;193;176;;37318
60;64;16;0;61;6108;78;Rohrberg;3,54;250;129;121;;37318
60;64;16;0;61;6108;82;Rustenfelde;6,13;507;261;246;;37318
60;64;16;0;61;6108;83;Schachtebich;3,79;259;128;131;;37318
60;64;16;0;61;6108;102;Wahlhausen;7,14;342;166;176;;37318
50;54;16;0;61;6109;;Leinetal;;;;;;
60;64;16;0;61;6109;12;Bodenrode-Westhausen;14,53; 1 210;593;617;;37308
60;64;16;0;61;6109;34;Geisleden;16,58; 1 126;575;551;;37308
60;64;16;0;61;6109;39;Glasehausen;2,61;189;89;100;;37308
60;64;16;0;61;6109;47;Heuthen;10,08;797;386;411;;37308
60;64;16;0;61;6109;49;Hohes Kreuz;17,96; 1 412;710;702;;37308
60;64;16;0;61;6109;76;Reinholterode;8,73;826;409;417;;37308
60;64;16;0;61;6109;89;Steinbach;8,48;573;287;286;;37308
60;64;16;0;61;6109;107;Wingerode;9,77; 1 274;655;619;;37327
50;54;16;0;61;6112;;Uder;;;;;;
60;64;16;0;61;6112;2;Asbach-Sickenberg;9,78;124;57;67;;37318
60;64;16;0;61;6112;7;Birkenfelde;8,34;596;307;289;;37318
60;64;16;0;61;6112;24;Dietzenrode/Vatterode;5,77;143;74;69;;37318
60;64;16;0;61;6112;28;Eichstruth;1,34;88;45;43;;37318
60;64;16;0;61;6112;65;Lenterode;4,24;315;153;162;;37318
60;64;16;0;61;6112;67;Lutter;9,85;740;378;362;;37318
60;64;16;0;61;6112;68;Mackenrode;3,8;434;224;210;;37318
60;64;16;0;61;6112;77;Röhrig;2,81;267;125;142;;37318
60;64;16;0;61;6112;84;Schönhagen;2,55;144;76;68;;37318
60;64;16;0;61;6112;91;Steinheuterode;2,53;290;148;142;;37318
60;64;16;0;61;6112;96;Thalwenden;3,35;372;189;183;;37318
60;64;16;0;61;6112;97;Uder;13,9; 2 540; 1 300; 1 240;;37318
60;64;16;0;61;6112;111;Wüstheuterode;4,93;657;325;332;;37318
50;54;16;0;61;6113;;Westerwald-Obereichsfeld;;;;;;
60;64;16;0;61;6113;18;Büttstedt;7,53;990;492;498;;37359
60;64;16;0;61;6113;27;Effelder;10,92; 1 360;659;701;;37359
60;64;16;0;61;6113;41;Großbartloff;13,7; 1 005;544;461;;37359
60;64;16;0;61;6113;63;Küllstedt;13,11; 1 586;775;811;;37359
60;64;16;0;61;6113;101;Wachstedt;17,46;579;289;290;;37359
50;54;16;0;61;6114;;Ershausen/Geismar;;;;;;
60;64;16;0;61;6114;4;Bernterode (bei Heilbad Heiligenstadt);8,67;234;113;121;;37308
60;64;16;0;61;6114;23;Dieterode;2,79;104;53;51;;37318
60;64;16;0;61;6114;35;Geismar;19,32; 1 279;653;626;;37308
60;64;16;0;61;6114;56;Kella;5,05;563;280;283;;37308
60;64;16;0;61;6114;62;Krombach;4,19;214;110;104;;37308
60;64;16;0;61;6114;75;Pfaffschwende;4,03;365;182;183;;37308
60;64;16;0;61;6114;85;Schwobfeld;2,5;107;53;54;;37318
60;64;16;0;61;6114;86;Sickerode;2;168;89;79;;37308
60;64;16;0;61;6114;98;Volkerode;6,88;259;123;136;;37308
60;64;16;0;61;6114;105;Wiesenfeld;7,61;263;138;125;;37308
60;64;16;0;61;6114;113;Schimberg;29,32; 2 413; 1 193; 1 220;;37308
40;44;16;0;62;;;Nordhausen;;;;;;
60;63;16;0;62;0;5;Ellrich, Stadt;69,42; 6 267; 3 123; 3 144;;99755
60;63;16;0;62;0;41;Nordhausen, Stadt;89,33; 43 594; 21 313; 22 281;;99734
60;64;16;0;62;0;62;Hohenstein;60,81; 2 788; 1 433; 1 355;;99755
60;64;16;0;62;0;63;Werther;61,44; 3 622; 1 785; 1 837;;99735
50;54;16;0;62;6202;;Goldene Aue;;;;;;
60;64;16;0;62;6202;1;Auleben;19,45; 1 076;531;545;;99765
60;64;16;0;62;6202;8;Görsbach;9,05; 1 159;593;566;;99765
60;64;16;0;62;6202;15;Hamma;5,76;303;140;163;;99765
60;63;16;0;62;6202;17;Heringen/Helme, Stadt;20,95; 2 379; 1 181; 1 198;;99765
60;64;16;0;62;6202;54;Urbach;25,26; 1 015;512;503;;99765
60;64;16;0;62;6202;55;Uthleben;14,63; 1 209;599;610;;99765
60;64;16;0;62;6202;57;Windehausen;5,93;556;287;269;;99765
50;54;16;0;62;6204;;Hainleite;;;;;;
60;64;16;0;62;6204;9;Großlohra;18,29; 1 038;533;505;;99759
60;64;16;0;62;6204;14;Hainrode/Hainleite;8,76;383;190;193;;99735
60;64;16;0;62;6204;26;Kleinfurra;18,51; 1 236;626;610;;99735
60;64;16;0;62;6204;39;Nohra;16,09;950;486;464;;99735
60;64;16;0;62;6204;58;Wipperdorf;18,11; 1 603;818;785;;99752
60;64;16;0;62;6204;59;Wolkramshausen;10,84; 1 124;580;544;;99735
50;54;16;0;62;6206;;Hohnstein/Südharz;;;;;;
60;64;16;0;62;6206;4;Buchholz;2,62;205;112;93;;99762
60;64;16;0;62;6206;16;Harzungen;3,86;229;107;122;;99762
60;64;16;0;62;6206;18;Herrmannsacker;19,14;432;222;210;;99762
60;64;16;0;62;6206;22;Ilfeld;62,33; 3 140; 1 490; 1 650;;99768
60;64;16;0;62;6206;36;Neustadt/Harz;11,46; 1 212;616;596;;99762
60;64;16;0;62;6206;38;Niedersachswerfen;11,79; 3 302; 1 613; 1 689;;99762
60;64;16;0;62;6206;44;Petersdorf;4,03;364;183;181;;99735
60;64;16;0;62;6206;47;Rodishain;2,32;288;149;139;;99762
60;64;16;0;62;6206;52;Stempeda;9,6;291;142;149;;99762
50;58;16;0;62;6251;;Sollstedt;;;;;;
60;64;16;0;62;6251;46;Rehungen;8,66;511;253;258;;99759
60;64;16;0;62;6251;49;Sollstedt;17,56; 3 063; 1 539; 1 524;;99759
50;58;16;0;62;6252;;Bleicherode, Stadt;;;;;;
60;63;16;0;62;6252;2;Bleicherode, Stadt;20,43; 6 283; 3 010; 3 273;;99752
60;64;16;0;62;6252;6;Etzelsrode;3,5;100;55;45;;99735
60;64;16;0;62;6252;7;Friedrichsthal;12,42;278;134;144;;99735
60;64;16;0;62;6252;24;Kehmstedt;11,4;525;271;254;;99752
60;64;16;0;62;6252;25;Kleinbodungen;5,22;394;198;196;;99752
60;64;16;0;62;6252;29;Kraja;4,37;327;165;162;;99752
60;64;16;0;62;6252;33;Lipprechterode;9,73;665;331;334;;99752
60;64;16;0;62;6252;37;Niedergebra;9,99;814;404;410;;99759
60;64;16;0;62;6252;42;Obergebra;7,84;887;434;453;;99759
40;44;16;0;63;;;Wartburgkreis;;;;;;
60;63;16;0;63;0;2;Bad Liebenstein, Stadt;17,35; 4 102; 1 920; 2 182;;36448
60;64;16;0;63;0;18;Dorndorf;12,12; 2 911; 1 436; 1 475;;36460
60;64;16;0;63;0;54;Merkers-Kieselbach;19,43; 3 167; 1 605; 1 562;;36460
60;63;16;0;63;0;66;Ruhla, Stadt;38,51; 6 612; 3 190; 3 422;;99842
60;64;16;0;63;0;71;Seebach;3,62; 2 460; 1 200; 1 260;;99846
60;63;16;0;63;0;72;Stadtlengsfeld, Stadt;27,61; 2 684; 1 344; 1 340;;36457
60;63;16;0;63;0;76;Treffurt, Stadt;54,76; 6 040; 3 027; 3 013;;99830
60;64;16;0;63;0;78;Unterbreizbach;30; 4 028; 2 035; 1 993;;36414
60;64;16;0;63;0;92;Wutha-Farnroda;36,55; 7 248; 3 740; 3 508;;99848
60;64;16;0;63;0;94;Moorgrund;53,39; 3 699; 1 855; 1 844;;36433
60;64;16;0;63;0;95;Hörselberg;63,24; 3 360; 1 704; 1 656;;99819
60;64;16;0;63;0;96;Behringen;78,7; 3 370; 1 702; 1 668;;99947
60;64;16;0;63;0;97;Gerstungen;75,51; 6 324; 3 250; 3 074;;99834
50;54;16;0;63;6301;;Barchfeld;;;;;;
60;64;16;0;63;6301;4;Barchfeld;11,34; 3 379; 1 699; 1 680;;36456
60;64;16;0;63;6301;41;Immelborn;12,65; 1 814;921;893;;36433
50;54;16;0;63;6303;;Berka/Werra;;;;;;
60;63;16;0;63;6303;7;Berka/Werra, Stadt;56,93; 4 696; 2 360; 2 336;;99837
60;64;16;0;63;6303;14;Dankmarshausen;11,19; 1 136;589;547;;99837
60;64;16;0;63;6303;17;Dippach;6,07; 1 149;586;563;;99837
60;64;16;0;63;6303;36;Großensee;3,27;352;184;168;;99837
50;54;16;0;63;6304;;Dermbach;;;;;;
60;64;16;0;63;6304;9;Brunnhartshausen;10,59;420;211;209;;36452
60;64;16;0;63;6304;15;Dermbach;23,43; 3 248; 1 611; 1 637;;36466
60;64;16;0;63;6304;59;Neidhartshausen;7,59;327;156;171;;36452
60;64;16;0;63;6304;62;Oechsen;12,49;678;342;336;;36404
60;64;16;0;63;6304;81;Urnshausen;15,91;794;402;392;;36457
60;64;16;0;63;6304;84;Weilar;14,29;918;447;471;;36457
60;64;16;0;63;6304;86;Wiesenthal;13,57;802;420;382;;36466
60;64;16;0;63;6304;93;Zella/Rhön;1,71;476;234;242;;36452
50;54;16;0;63;6306;;Mihla;;;;;;
60;64;16;0;63;6306;6;Berka v. d. Hainich;14,91;871;420;451;;99826
60;64;16;0;63;6306;8;Bischofroda;10,03;701;350;351;;99826
60;64;16;0;63;6306;19;Ebenshausen;2,6;326;162;164;;99826
60;64;16;0;63;6306;28;Frankenroda;7,02;370;186;184;;99826
60;64;16;0;63;6306;37;Hallungen;3,93;240;122;118;;99826
60;64;16;0;63;6306;49;Lauterbach;6,62;645;319;326;;99826
60;64;16;0;63;6306;55;Mihla;31,58; 2 379; 1 178; 1 201;;99826
60;64;16;0;63;6306;58;Nazza;12,71;652;333;319;;99826
50;54;16;0;63;6308;;Oberes Feldatal;;;;;;
60;64;16;0;63;6308;1;Andenhausen;1,54;237;125;112;;36452
60;64;16;0;63;6308;16;Diedorf/Rhön;4,75;402;204;198;;36452
60;64;16;0;63;6308;23;Empfertshausen;4,87;649;335;314;;36452
60;64;16;0;63;6308;26;Fischbach/Rhön;7,02;595;297;298;;36452
60;64;16;0;63;6308;43;Kaltenlengsfeld;9,73;461;250;211;;36452
60;63;16;0;63;6308;44;Kaltennordheim, Stadt;15,61; 1 871;950;921;;36452
60;64;16;0;63;6308;45;Klings;6,51;488;253;235;;36452
50;54;16;0;63;6310;;Vacha;;;;;;
60;64;16;0;63;6310;53;Martinroda;6,3;295;145;150;;36404
60;63;16;0;63;6310;82;Vacha, Stadt;19,32; 3 861; 1 910; 1 951;;36404
60;64;16;0;63;6310;83;Völkershausen;14,19; 1 201;588;613;;36404
60;64;16;0;63;6310;87;Wölferbütt;4,6;433;210;223;;36404
50;54;16;0;63;6311;;Creuzburg;;;;;;
60;63;16;0;63;6311;13;Creuzburg, Stadt;35,33; 2 576; 1 287; 1 289;;99831
60;64;16;0;63;6311;39;Ifta;17,59; 1 278;636;642;;99831
60;64;16;0;63;6311;46;Krauthausen;18,48; 1 693;865;828;;99819
50;58;16;0;63;6350;;Schweina;;;;;;
60;64;16;0;63;6350;69;Schweina;16,4; 3 041; 1 538; 1 503;;36448
60;64;16;0;63;6350;73;Steinbach;15,06; 1 341;675;666;;36448
50;58;16;0;63;6351;;Bad Salzungen, Stadt;;;;;;
60;63;16;0;63;6351;3;Bad Salzungen, Stadt;39,06; 16 504; 7 968; 8 536;;36433
60;64;16;0;63;6351;51;Leimbach;8,63; 1 931;961;970;;36433
50;58;16;0;63;6354;;Tiefenort;;;;;;
60;64;16;0;63;6354;29;Frauensee;19,26;962;490;472;;36460
60;64;16;0;63;6354;75;Tiefenort;34,71; 4 230; 2 141; 2 089;;36469
50;58;16;0;63;6355;;Marksuhl;;;;;;
60;64;16;0;63;6355;24;Ettenhausen a.d. Suhl;5,37;497;250;247;;99819
60;64;16;0;63;6355;52;Marksuhl;64,98; 3 232; 1 631; 1 601;;99819
60;64;16;0;63;6355;89;Wolfsburg-Unkeroda;9,04;789;390;399;;99819
50;58;16;0;63;6356;;Geisa, Stadt;;;;;;
60;64;16;0;63;6356;11;Buttlar;21,27; 1 454;751;703;;36419
60;63;16;0;63;6356;32;Geisa, Stadt;41,36; 3 393; 1 694; 1 699;;36419
60;64;16;0;63;6356;33;Gerstengrund;4,58;62;33;29;;36419
60;64;16;0;63;6356;65;Rockenstuhl;30,4; 1 356;686;670;;36419
60;64;16;0;63;6356;68;Schleid;27,67; 1 127;591;536;;36419
40;44;16;0;64;;;Unstrut-Hainich-Kreis;;;;;;
60;63;16;0;64;0;3;Bad Langensalza, Stadt;123,11; 18 689; 9 133; 9 556;;99947
60;64;16;0;64;0;14;Dünwald;28,85; 2 498; 1 252; 1 246;;99976
60;64;16;0;64;0;24;Heyerode;5,68; 2 431; 1 248; 1 183;;99988
60;63;16;0;64;0;46;Mühlhausen/Thüringen, Stadt;86,34; 37 285; 18 441; 18 844;;99974
60;64;16;0;64;0;66;Weinbergen;43,77; 3 324; 1 678; 1 646;;99998
60;64;16;0;64;0;69;Katharinenberg;34,78; 3 069; 1 563; 1 506;;99988
60;64;16;0;64;0;71;Unstruttal;44,42; 3 534; 1 762; 1 772;;99974
60;64;16;0;64;0;72;Menteroda;27,31; 2 408; 1 196; 1 212;;99996
60;64;16;0;64;0;73;Anrode;52,43; 3 540; 1 803; 1 737;;99976
50;54;16;0;64;6401;;Bad Tennstedt;;;;;;
60;63;16;0;64;6401;4;Bad Tennstedt, Stadt;27,26; 2 665; 1 297; 1 368;;99955
60;64;16;0;64;6401;5;Ballhausen;14,72;964;476;488;;99955
60;64;16;0;64;6401;7;Blankenburg;7,14;171;91;80;;99955
60;64;16;0;64;6401;9;Bruchstedt;6,79;285;138;147;;99955
60;64;16;0;64;6401;21;Haussömmern;6,42;244;131;113;;99955
60;64;16;0;64;6401;27;Hornsömmern;4,28;162;82;80;;99955
60;64;16;0;64;6401;33;Kirchheilingen;16,51;863;432;431;;99947
60;64;16;0;64;6401;36;Klettstedt;5,69;237;117;120;;99955
60;64;16;0;64;6401;38;Kutzleben;18,34;695;355;340;;99955
60;64;16;0;64;6401;45;Mittelsömmern;10,08;248;121;127;;99955
60;64;16;0;64;6401;61;Sundhausen;8,06;388;192;196;;99947
60;64;16;0;64;6401;62;Tottleben;5,04;165;83;82;;99947
60;64;16;0;64;6401;64;Urleben;8,13;464;236;228;;99955
50;54;16;0;64;6404;;Hildebrandshausen/Lengenfeld unterm Stein;;;;;;
60;64;16;0;64;6404;25;Hildebrandshausen;6,08;419;215;204;;99976
60;64;16;0;64;6404;42;Lengenfeld unterm Stein;13,34; 1 306;657;649;;99976
60;64;16;0;64;6404;55;Rodeberg;26,55; 2 238; 1 134; 1 104;;99976
50;54;16;0;64;6406;;Unstrut-Hainich;;;;;;
60;64;16;0;64;6406;1;Altengottern;18,17; 1 119;539;580;;99991
60;64;16;0;64;6406;17;Flarchheim;11,87;488;248;240;;99986
60;64;16;0;64;6406;18;Großengottern;19,26; 2 332; 1 155; 1 177;;99991
60;64;16;0;64;6406;23;Heroldishausen;3,2;211;110;101;;99991
60;64;16;0;64;6406;47;Mülverstedt;23,18;719;361;358;;99947
60;64;16;0;64;6406;58;Schönstedt;22,64; 1 461;747;714;;99947
60;64;16;0;64;6406;65;Weberstedt;18,31;600;298;302;;99947
50;54;16;0;64;6408;;Vogtei;;;;;;
60;64;16;0;64;6408;32;Kammerforst;16,92;898;448;450;;99986
60;64;16;0;64;6408;39;Langula;15,16; 1 111;576;535;;99986
60;64;16;0;64;6408;49;Niederdorla;14,64; 1 425;714;711;;99986
60;64;16;0;64;6408;51;Oberdorla;19,7; 2 283; 1 142; 1 141;;99986
60;64;16;0;64;6408;53;Oppershausen;8,58;371;182;189;;99986
50;54;16;0;64;6409;;Schlotheim;;;;;;
60;64;16;0;64;6409;8;Bothenheilingen;9,46;493;249;244;;99947
60;64;16;0;64;6409;29;Issersheilingen;4,14;135;65;70;;99947
60;64;16;0;64;6409;35;Kleinwelsbach;3,44;137;71;66;;99947
60;64;16;0;64;6409;37;Körner;30,64; 1 892;938;954;;99998
60;64;16;0;64;6409;43;Marolterode;6,31;357;184;173;;99994
60;64;16;0;64;6409;48;Neunheilingen;14,57;524;254;270;;99947
60;64;16;0;64;6409;52;Obermehler;21,64; 1 032;528;504;;99996
60;63;16;0;64;6409;57;Schlotheim, Stadt;22,31; 4 141; 2 013; 2 128;;99994
50;58;16;0;64;6451;;Herbsleben;;;;;;
60;64;16;0;64;6451;19;Großvargula;15,19;780;376;404;;99958
60;64;16;0;64;6451;22;Herbsleben;25,02; 3 161; 1 590; 1 571;;99955
40;44;16;0;65;;;Kyffhäuserkreis;;;;;;
60;63;16;0;65;0;2;Artern/Unstrut, Stadt;24,05; 6 201; 3 008; 3 193;;6556
60;64;16;0;65;0;32;Helbedündorf;96,3; 2 827; 1 429; 1 398;;99713
60;63;16;0;65;0;61;Roßleben, Stadt;33,42; 6 105; 3 060; 3 045;;6571
60;63;16;0;65;0;67;Sondershausen, Stadt;114,35; 21 622; 10 494; 11 128;;99706
60;64;16;0;65;0;83;Schernberg;86,46; 3 292; 1 667; 1 625;;99713
60;63;16;0;65;0;84;Großenehrich, Stadt;63,27; 2 890; 1 437; 1 453;;99718
50;54;16;0;65;6501;;An der Schmücke;;;;;;
60;64;16;0;65;6501;11;Bretleben;8,62;634;321;313;;6556
60;64;16;0;65;6501;16;Etzleben;6,14;314;161;153;;6577
60;64;16;0;65;6501;22;Gorsleben;10,78;628;327;301;;6577
60;64;16;0;65;6501;31;Hauteroda;12,65;609;303;306;;6577
60;63;16;0;65;6501;33;Heldrungen, Stadt;23,29; 2 333; 1 110; 1 223;;6577
60;64;16;0;65;6501;34;Hemleben;7,34;262;133;129;;6577
60;64;16;0;65;6501;52;Oberheldrungen;12,41;972;499;473;;6577
60;64;16;0;65;6501;54;Oldisleben;32,47; 2 434; 1 219; 1 215;;6578
50;54;16;0;65;6502;;Greußen;;;;;;
60;63;16;0;65;6502;12;Clingen, Stadt;10,75; 1 117;560;557;;99718
60;63;16;0;65;6502;23;Greußen, Stadt;19,17; 3 950; 1 935; 2 015;;99718
60;64;16;0;65;6502;48;Niederbösa;4,63;143;73;70;;99718
60;64;16;0;65;6502;74;Topfstedt;10,78;660;340;320;;99718
60;64;16;0;65;6502;75;Trebra;7,94;320;176;144;;99718
60;64;16;0;65;6502;77;Wasserthaleben;8,5;471;227;244;;99718
60;64;16;0;65;6502;79;Westgreußen;8,45;433;210;223;;99718
50;54;16;0;65;6505;;Kyffhäuser;;;;;;
60;64;16;0;65;6505;4;Badra;14;613;311;302;;99706
60;64;16;0;65;6505;6;Bendeleben;22,42;747;368;379;;99706
60;64;16;0;65;6505;21;Göllingen;10,74;808;405;403;;6567
60;64;16;0;65;6505;27;Günserode;8,52;174;86;88;;6567
60;64;16;0;65;6505;29;Hachelbich;23,68;656;323;333;;99706
60;64;16;0;65;6505;51;Oberbösa;11,99;423;217;206;;99718
60;64;16;0;65;6505;62;Rottleben;9,15;707;359;348;;6567
60;64;16;0;65;6505;66;Seega;9,01;470;224;246;;6567
60;64;16;0;65;6505;68;Steinthaleben;30,88;514;253;261;;6567
50;54;16;0;65;6506;;Mittelzentrum Artern;;;;;;
60;64;16;0;65;6506;8;Borxleben;5,33;359;183;176;;6556
60;64;16;0;65;6506;19;Gehofen;13,49;781;377;404;;6571
60;64;16;0;65;6506;35;Heygendorf;9,35;701;355;346;;6556
60;64;16;0;65;6506;39;Ichstedt;9,67;722;357;365;;6556
60;64;16;0;65;6506;42;Kalbsrieth;11,94;796;392;404;;6556
60;64;16;0;65;6506;46;Mönchpfiffel-Nikolausrieth;9,16;417;218;199;;6556
60;64;16;0;65;6506;47;Nausitz;3,48;183;100;83;;6571
60;64;16;0;65;6506;56;Reinsdorf;11,12;913;470;443;;6556
60;64;16;0;65;6506;57;Ringleben;15,04; 1 047;520;527;;6556
60;64;16;0;65;6506;76;Voigtstedt;11,44; 1 043;519;524;;6556
50;58;16;0;65;6552;;Ebeleben, Stadt;;;;;;
60;64;16;0;65;6552;1;Abtsbessingen;14,08;548;276;272;;99713
60;64;16;0;65;6552;5;Bellstedt;4,77;199;106;93;;99713
60;63;16;0;65;6552;14;Ebeleben, Stadt;40,74; 3 080; 1 538; 1 542;;99713
60;64;16;0;65;6552;18;Freienbessingen;8,75;871;562;309;;99713
60;64;16;0;65;6552;38;Holzsußra;9,93;325;151;174;;99713
60;64;16;0;65;6552;58;Rockstedt;4,93;272;133;139;;99713
60;64;16;0;65;6552;72;Thüringenhausen;3,79;119;65;54;;99713
60;64;16;0;65;6552;82;Wolferschwenda;4,25;149;69;80;;99713
50;58;16;0;65;6553;;Bad Frankenhausen/Kyffhäuser, Stadt;;;;;;
60;63;16;0;65;6553;3;Bad Frankenhausen/Kyffhäuser, Stadt;56,55; 8 775; 4 228; 4 547;;6567
60;64;16;0;65;6553;15;Esperstedt;9,3;641;335;306;;6567
50;58;16;0;65;6554;;Wiehe, Stadt;;;;;;
60;64;16;0;65;6554;13;Donndorf;11,52;848;440;408;;6571
60;63;16;0;65;6554;81;Wiehe, Stadt;24,36; 2 189; 1 067; 1 122;;6571
40;44;16;0;66;;;Schmalkalden-Meiningen;;;;;;
60;64;16;0;66;0;6;Benshausen;24,87; 2 670; 1 373; 1 297;;98554
60;64;16;0;66;0;23;Floh-Seligenthal;45,41; 5 282; 2 629; 2 653;;98593
60;63;16;0;66;0;47;Oberhof, Stadt;23,47; 1 632;788;844;;98559
60;63;16;0;66;0;63;Schmalkalden, Kurort, Stadt;72,06; 17 910; 8 836; 9 074;;98574
60;64;16;0;66;0;64;Schwallungen;39,79; 2 748; 1 355; 1 393;;98590
60;63;16;0;66;0;69;Steinbach-Hallenberg, Kurort, Stadt;22,63; 5 727; 2 775; 2 952;;98587
60;64;16;0;66;0;74;Trusetal;25,88; 4 129; 2 024; 2 105;;98596
60;64;16;0;66;0;87;Wernshausen;26,29; 3 121; 1 559; 1 562;;98590
60;63;16;0;66;0;92;Zella-Mehlis, Stadt;28,09; 12 245; 5 979; 6 266;;98544
60;64;16;0;66;0;93;Rhönblick;78,67; 3 008; 1 521; 1 487;;98617
50;54;16;0;66;6602;;Dolmar;;;;;;
60;64;16;0;66;6602;15;Christes;15,46;690;332;358;;98547
60;64;16;0;66;6602;16;Dillstädt;13,96;866;436;430;;98530
60;64;16;0;66;6602;38;Kühndorf;25,82; 1 101;540;561;;98547
60;64;16;0;66;6602;58;Rohr;13,96; 1 044;535;509;;98530
60;64;16;0;66;6602;65;Schwarza;13,48; 1 385;705;680;;98547
60;64;16;0;66;6602;79;Utendorf;8,09;505;250;255;;98617
50;54;16;0;66;6603;;Grabfeld;;;;;;
60;64;16;0;66;6603;4;Behrungen;13,82;656;339;317;;98631
60;64;16;0;66;6603;7;Berkach;7,55;384;204;180;;98631
60;64;16;0;66;6603;11;Bibra;9,7;594;302;292;;98631
60;64;16;0;66;6603;21;Exdorf;16,77;546;278;268;;98631
