Gemeinden in Deutschland nach Fläche und Bevölkerung am 31.12.1980;;;;;;;;;;;;
;;;;;;;;;;;;
Satz-art;;Gemeindeschlüssel;;;;;Gemeindename;Fläche km2  ;Bevölkerung;;;
;;Land;RB;Kreis;;Gem;;;insgesamt;männlich;weiblich;je km2
;;Gebietsstand am 31.12.1980;;;;;;am 31.12.1980 (Jahr);;;;
;;;;;;;;;;;;
60;;1;0;58;;169;Wasbek;23,5; 1 732;828;904;74
60;;1;0;58;;170;Wattenbek;6,05; 1 990;946; 1 044;329
60;;1;0;58;;171;Westensee;36,91; 1 385;676;709;38
60;;1;0;58;;172;Westerrönfeld;7,81; 3 520; 1 700; 1 820;451
60;;1;0;58;;173;Windeby;15,42;926;464;462;60
60;;1;0;58;;174;Winnemark;9,6;691;355;336;72
40;;1;0;59;;;Schleswig-Flensburg;;;;;
60;;1;0;59;;1;Alt Bennebek;14,19;323;155;168;23
60;;1;0;59;;2;Arnis, Stadt;0,45;519;211;308;1 153
60;;1;0;59;;5;Bergenhusen;18,21;676;328;348;37
60;;1;0;59;;6;Böel;13,66;666;349;317;49
60;;1;0;59;;8;Böklund;7,88; 1 216;569;647;154
60;;1;0;59;;9;Börm;18,24;669;336;333;37
60;;1;0;59;;10;Bollingstedt;27,03; 1 220;667;553;45
60;;1;0;59;;11;Boren;18,5;862;433;429;47
60;;1;0;59;;12;Borgwedel;9,96;485;240;245;49
60;;1;0;59;;14;Brebel;6,95;308;144;164;44
60;;1;0;59;;16;Brodersby;10,37;512;245;267;49
60;;1;0;59;;18;Busdorf;5,36; 1 511;722;789;282
60;;1;0;59;;19;Dannewerk;16,65;985;464;521;59
60;;1;0;59;;20;Dörpstedt;16,62;533;265;268;32
60;;1;0;59;;21;Dollrottfeld;4,98;239;111;128;48
60;;1;0;59;;22;Ekenis;8;279;130;149;35
60;;1;0;59;;23;Ellingstedt;21,49;685;341;344;32
60;;1;0;59;;24;Erfde;33,94; 1 955;979;976;58
60;;1;0;59;;26;Fahrdorf;12; 1 988;932; 1 056;166
60;;1;0;59;;32;Geltorf;8,08;299;132;167;37
60;;1;0;59;;33;Goltoft;3,09;174;81;93;56
60;;1;0;59;;34;Grödersby;6,64;239;113;126;36
60;;1;0;59;;35;Gross Rheide;15,37;684;329;355;45
60;;1;0;59;;37;Havetoft;14,51;828;400;428;57
60;;1;0;59;;38;Havetoftloit;14,9;797;410;387;53
60;;1;0;59;;39;Hollingstedt;17,51;805;379;426;46
60;;1;0;59;;41;Hüsby;9,67;520;261;259;54
60;;1;0;59;;42;Idstedt;13,42;758;380;378;56
60;;1;0;59;;43;Jagel;11,89;775;414;361;65
60;;1;0;59;;44;Jübek;15,58; 1 606;774;832;103
60;;1;0;59;;45;Kappeln, Stadt;43; 11 454; 6 627; 4 827;266
60;;1;0;59;;47;Kiesby;3,67;201;101;100;55
60;;1;0;59;;49;Klappholz;8,22;366;177;189;45
60;;1;0;59;;50;Klein Bennebek;25,63;549;277;272;21
60;;1;0;59;;51;Klein Rheide;12,82;276;144;132;22
60;;1;0;59;;53;Kropp;32,4; 5 141; 2 662; 2 479;159
60;;1;0;59;;55;Loit;6,69;290;143;147;43
60;;1;0;59;;56;Lottorf;5,79;181;89;92;31
60;;1;0;59;;57;Lürschau;16,52;927;489;438;56
60;;1;0;59;;58;Meggerdorf;23,51;737;371;366;31
60;;1;0;59;;60;Mohrkirch;14,4;962;436;526;67
60;;1;0;59;;62;Neuberend;4,36;899;446;453;206
60;;1;0;59;;63;Norderbrarup;3,98;480;237;243;121
60;;1;0;59;;64;Norderstapel;15,9;726;325;401;46
60;;1;0;59;;65;Nottfeld;3,19;169;93;76;53
60;;1;0;59;;67;Oersberg;7,09;304;156;148;43
60;;1;0;59;;68;Rabenkirchen-Faulück;14,21;730;355;375;51
60;;1;0;59;;69;Rüde;6,1;285;128;157;47
60;;1;0;59;;70;Rügge;6,01;218;103;115;36
60;;1;0;59;;71;Satrup;23,95; 2 919; 1 443; 1 476;122
60;;1;0;59;;72;Saustrup;8,15;250;124;126;31
60;;1;0;59;;73;Schaalby;24,99; 1 378;708;670;55
60;;1;0;59;;74;Scheggerott;6,32;365;190;175;58
60;;1;0;59;;75;Schleswig, Stadt;24,3; 29 798; 13 847; 15 951;1 226
60;;1;0;59;;76;Schnarup-Thumby;10,72;560;291;269;52
60;;1;0;59;;77;Schuby;23,94; 2 192; 1 172; 1 020;92
60;;1;0;59;;78;Selk;10,06;741;379;362;74
60;;1;0;59;;79;Silberstedt;37,89; 1 478;761;717;39
60;;1;0;59;;80;Steinfeld;8,73;617;314;303;71
60;;1;0;59;;81;Stolk;14,53;736;356;380;51
60;;1;0;59;;82;Struxdorf;13,37;709;355;354;53
60;;1;0;59;;83;Süderbrarup;8,1; 3 309; 1 598; 1 711;409
60;;1;0;59;;84;Süderfahrenstedt;9,15;394;185;209;43
60;;1;0;59;;85;Süderstapel;16,96; 1 067;507;560;63
60;;1;0;59;;86;Taarstedt;13,69;788;384;404;58
60;;1;0;59;;87;Tetenhusen;23,67;809;397;412;34
60;;1;0;59;;88;Tielen;13,32;318;166;152;24
60;;1;0;59;;90;Tolk;10,47;942;445;497;90
60;;1;0;59;;92;Treia;21,66; 1 233;600;633;57
60;;1;0;59;;93;Ülsby;10,63;469;185;284;44
60;;1;0;59;;94;Ulsnis;19,82;670;338;332;34
60;;1;0;59;;95;Wagersrott;5,63;259;137;122;46
60;;1;0;59;;96;Wohlde;14,43;554;266;288;38
60;;1;0;59;;97;Twedt;12,56;431;229;202;34
60;;1;0;59;;98;Nübel;18,29; 1 131;627;504;62
60;;1;0;59;;101;Tastrup;4,61;323;160;163;70
60;;1;0;59;;102;Ahneby;3,8;223;106;117;59
60;;1;0;59;;103;Ausacker;9,08;557;278;279;61
60;;1;0;59;;105;Böxlund;4,4;105;58;47;24
60;;1;0;59;;106;Dollerup;13,13;874;439;435;67
60;;1;0;59;;107;Eggebek;16,68; 1 730;837;893;104
60;;1;0;59;;109;Esgrus;18,07;998;515;483;55
60;;1;0;59;;112;Gelting;19,92; 1 919;931;988;96
60;;1;0;59;;113;Glücksburg (Ostsee), Stadt;39,68; 7 614; 3 809; 3 805;192
60;;1;0;59;;115;Grossenwiehe;30,2; 2 097; 1 036; 1 061;69
60;;1;0;59;;116;Grosssolt;25,09; 1 653;841;812;66
60;;1;0;59;;118;Grundhof;11,56;952;460;492;82
60;;1;0;59;;119;Handewitt;64,53; 4 321; 2 155; 2 166;67
60;;1;0;59;;120;Harrislee;18,84; 8 435; 4 096; 4 339;448
60;;1;0;59;;121;Hasselberg;11,3;896;425;471;79
60;;1;0;59;;123;Hörup;18,15;562;289;273;31
60;;1;0;59;;124;Holt;13,42;172;85;87;13
60;;1;0;59;;126;Hürup;16,22; 1 141;558;583;70
60;;1;0;59;;127;Husby;19,31; 1 783;898;885;92
60;;1;0;59;;128;Janneby;14,49;398;199;199;27
60;;1;0;59;;129;Jardelund;16,63;286;154;132;17
60;;1;0;59;;131;Jerrishoe;16,32;705;352;353;43
60;;1;0;59;;132;Jörl;19,68;670;318;352;34
60;;1;0;59;;136;Kronsgaard;5,92;247;115;132;42
60;;1;0;59;;137;Langballig;15,39;951;465;486;62
60;;1;0;59;;138;Langstedt;13,17;830;442;388;63
60;;1;0;59;;141;Maasbüll;7,71;760;375;385;99
60;;1;0;59;;142;Maasholm;8,4;783;376;407;93
60;;1;0;59;;143;Medelby;9,75;703;354;349;72
60;;1;0;59;;144;Meyn;12,4;607;313;294;49
60;;1;0;59;;145;Munkbrarup;13,26;878;430;448;66
60;;1;0;59;;147;Nieby;8,07;356;278;78;44
60;;1;0;59;;148;Niesgrau;9,82;637;319;318;65
60;;1;0;59;;149;Nordhackstedt;12,47;447;231;216;36
60;;1;0;59;;150;Oeversee;15,42; 1 756;884;872;114
60;;1;0;59;;151;Osterby;12,35;293;147;146;24
60;;1;0;59;;152;Pommerby;5,55;243;119;124;44
60;;1;0;59;;153;Quern;22,85; 1 359;647;712;59
60;;1;0;59;;154;Rabel;8,84;526;273;253;60
60;;1;0;59;;155;Rabenholz;5,8;288;143;145;50
60;;1;0;59;;157;Ringsberg;5,26;383;213;170;73
60;;1;0;59;;158;Schafflund;19,09; 1 103;555;548;58
60;;1;0;59;;159;Sieverstedt;31,04; 1 480;743;737;48
60;;1;0;59;;161;Sörup;44,31; 4 004; 1 913; 2 091;90
60;;1;0;59;;162;Sollerup;12,99;452;224;228;35
60;;1;0;59;;163;Stangheck;10;300;147;153;30
60;;1;0;59;;164;Steinberg;16,23; 1 026;500;526;63
60;;1;0;59;;165;Steinbergkirche;12,88; 1 159;571;588;90
60;;1;0;59;;167;Sterup;17,13; 1 348;648;700;79
60;;1;0;59;;168;Stoltebüll;16,4;664;325;339;40
60;;1;0;59;;169;Süderhackstedt;10,15;313;176;137;31
60;;1;0;59;;171;Tarp;15,97; 5 118; 3 173; 1 945;320
60;;1;0;59;;173;Wallsbüll;13,23;800;381;419;60
60;;1;0;59;;174;Wanderup;28,64; 1 653;798;855;58
60;;1;0;59;;176;Wees;12,75; 1 463;728;735;115
60;;1;0;59;;177;Weesby;21,45;428;207;221;20
60;;1;0;59;;178;Westerholz;14,74;646;309;337;44
60;;1;0;59;;179;Lindewitt;53,27; 1 760;896;864;33
60;;1;0;59;;180;Jarplund-Weding;13,22; 3 075; 1 539; 1 536;233
60;;1;0;59;;181;Sankelmark;20,82; 1 168;581;587;56
60;;1;0;59;;182;Freienwill;15,31; 1 191;578;613;78
40;;1;0;60;;;Segeberg;;;;;
60;;1;0;60;;2;Alveslohe;23,53; 1 893;927;966;80
60;;1;0;60;;3;Armstedt;8,92;320;150;170;36
60;;1;0;60;;4;Bad Bramstedt, Stadt;23,77; 9 691; 4 568; 5 123;408
60;;1;0;60;;5;Bad Segeberg, Stadt;19,11; 13 201; 5 999; 7 202;691
60;;1;0;60;;6;Bahrenhof;5,71;153;69;84;27
60;;1;0;60;;7;Bark;20,44;796;403;393;39
60;;1;0;60;;8;Bebensee;6,68;603;303;300;90
60;;1;0;60;;9;Bimöhlen;17,2;635;316;319;37
60;;1;0;60;;10;Blunk;10,71;404;219;185;38
60;;1;0;60;;11;Boostedt;27,1; 4 326; 2 535; 1 791;160
60;;1;0;60;;12;Bornhöved;14,85; 2 590; 1 207; 1 383;174
60;;1;0;60;;13;Borstel;5,12;113;76;37;22
60;;1;0;60;;14;Buchholz (Forstgutsbezirk), Gemfr. Gebiet;40,92;;;0;0
60;;1;0;60;;15;Bühnsdorf;4,14;270;139;131;65
60;;1;0;60;;16;Daldorf;15,16;610;314;296;40
60;;1;0;60;;17;Damsdorf;7,76;219;103;116;28
60;;1;0;60;;18;Dreggers;2,79;62;29;33;22
60;;1;0;60;;19;Ellerau;6,97; 4 244; 2 084; 2 160;609
60;;1;0;60;;20;Fahrenkrug;6,22; 1 207;586;621;194
60;;1;0;60;;21;Föhrden-Barl;9,23;229;110;119;25
60;;1;0;60;;22;Fredesdorf;5,89;238;130;108;40
60;;1;0;60;;23;Fuhlendorf;6,78;369;172;197;54
60;;1;0;60;;24;Geschendorf;5,7;408;204;204;72
60;;1;0;60;;25;Glasau;18,82;779;370;409;41
60;;1;0;60;;26;Gönnebek;14,86;409;217;192;28
60;;1;0;60;;27;Grossenaspe;45,62; 2 097; 1 044; 1 053;46
60;;1;0;60;;28;Gross Kummerfeld;30,19; 1 595;790;805;53
60;;1;0;60;;29;Gross Niendorf;10,68;543;269;274;51
60;;1;0;60;;30;Groß Rönnau;6,38;435;224;211;68
60;;1;0;60;;31;Hagen;8,2;335;171;164;41
60;;1;0;60;;33;Hardebek;10,01;444;233;211;44
60;;1;0;60;;34;Hartenholm;15,37; 1 466;680;786;95
60;;1;0;60;;35;Hasenkrug;5,2;243;129;114;47
60;;1;0;60;;36;Hasenmoor;17,77;614;311;303;35
60;;1;0;60;;37;Heidmoor;18,25;227;118;109;12
60;;1;0;60;;38;Heidmühlen;17,82;548;278;270;31
60;;1;0;60;;39;Henstedt-Ulzburg;36,93; 18 753; 9 361; 9 392;508
60;;1;0;60;;40;Hitzhusen;8,02;974;465;509;121
60;;1;0;60;;41;Högersdorf;4,94;239;123;116;48
60;;1;0;60;;42;Hüttblek;2,75;218;104;114;79
60;;1;0;60;;43;Itzstedt;7,13; 1 119;541;578;157
60;;1;0;60;;44;Kaltenkirchen, Stadt;21,92; 11 319; 5 468; 5 851;516
60;;1;0;60;;45;Kattendorf;9,84;832;458;374;85
60;;1;0;60;;46;Kayhude;5,25;944;463;481;180
60;;1;0;60;;47;Kisdorf;26,08; 2 867; 1 406; 1 461;110
60;;1;0;60;;49;Klein Rönnau;4,53; 1 052;507;545;232
60;;1;0;60;;50;Krems Ii;11,23;348;175;173;31
60;;1;0;60;;51;Kükels;8,45;398;204;194;47
60;;1;0;60;;52;Latendorf;17,94;538;270;268;30
