Gemeinden in Deutschland nach Fläche und Bevölkerung am 31.12.1980;;;;;;;;;;;;
;;;;;;;;;;;;
Satz-art;;Gemeindeschlüssel;;;;;Gemeindename;Fläche km2  ;Bevölkerung;;;
;;Land;RB;Kreis;;Gem;;;insgesamt;männlich;weiblich;je km2
;;Gebietsstand am 31.12.1980;;;;;;am 31.12.1980 (Jahr);;;;
;;;;;;;;;;;;
60;;5;1;20;;0;Remscheid, Stadt;74,61; 129 082; 61 687; 67 395;1 730
40;;5;1;22;;;Solingen, Stadt;;;;;
60;;5;1;22;;0;Solingen, Stadt;89,44; 166 085; 78 135; 87 950;1 857
40;;5;1;24;;;Wuppertal, Stadt;;;;;
60;;5;1;24;;0;Wuppertal, Stadt;168,36; 393 381; 182 706; 210 675;2 337
40;;5;1;54;;;Kleve;;;;;
60;;5;1;54;;4;Bedburg-Hau;63,98; 13 940; 7 092; 6 848;218
60;;5;1;54;;8;Emmerich, Stadt;80,05; 29 336; 14 099; 15 237;366
60;;5;1;54;;12;Geldern, Stadt;96,86; 26 230; 12 474; 13 756;271
60;;5;1;54;;16;Goch, Stadt;115,32; 28 778; 14 325; 14 453;250
60;;5;1;54;;20;Issum;54,5; 10 044; 4 995; 5 049;184
60;;5;1;54;;24;Kalkar, Stadt;87,84; 11 061; 5 708; 5 353;126
60;;5;1;54;;28;Kerken;57,99; 10 276; 4 898; 5 378;177
60;;5;1;54;;32;Kevelaer, Stadt;100,5; 21 614; 10 366; 11 248;215
60;;5;1;54;;36;Kleve, Stadt;95,18; 44 026; 20 748; 23 278;463
60;;5;1;54;;40;Kranenburg;76,95; 7 849; 3 821; 4 028;102
60;;5;1;54;;44;Rees, Stadt;109,59; 17 440; 8 401; 9 039;159
60;;5;1;54;;48;Rheurdt;30,02; 5 607; 2 822; 2 785;187
60;;5;1;54;;52;Straelen, Stadt;73,68; 11 549; 5 687; 5 862;157
60;;5;1;54;;56;Uedem;60,93; 6 407; 3 102; 3 305;105
60;;5;1;54;;60;Wachtendonk;47,9; 5 781; 2 813; 2 968;121
60;;5;1;54;;64;Weeze;79,44; 8 912; 4 628; 4 284;112
40;;5;1;58;;;Mettmann;;;;;
60;;5;1;58;;4;Erkrath, Stadt;26,86; 43 703; 21 272; 22 431;1 627
60;;5;1;58;;8;Haan, Stadt;24,22; 28 571; 13 417; 15 154;1 180
60;;5;1;58;;12;Heiligenhaus, Stadt;27,47; 29 661; 14 331; 15 330;1 080
60;;5;1;58;;16;Hilden, Stadt;25,95; 53 343; 25 390; 27 953;2 056
60;;5;1;58;;20;Langenfeld (Rheinland), Stadt;41,07; 47 027; 22 605; 24 422;1 145
60;;5;1;58;;24;Mettmann, Stadt;42,67; 36 676; 17 678; 18 998;860
60;;5;1;58;;26;Monheim, Stadt;23,13; 40 559; 19 938; 20 621;1 754
60;;5;1;58;;28;Ratingen, Stadt;88,86; 89 466; 42 996; 46 470;1 007
60;;5;1;58;;32;Velbert, Stadt;74,9; 93 056; 45 234; 47 822;1 242
60;;5;1;58;;36;Wülfrath, Stadt;32,1; 20 912; 9 925; 10 987;651
40;;5;1;62;;;Neuss;;;;;
60;;5;1;62;;4;Dormagen, Stadt;85,62; 56 645; 28 882; 27 763;662
60;;5;1;62;;8;Grevenbroich, Stadt;102,53; 60 317; 31 349; 28 968;588
60;;5;1;62;;12;Jüchen;71,99; 20 878; 10 164; 10 714;290
60;;5;1;62;;16;Kaarst;37,44; 38 127; 18 590; 19 537;1 018
60;;5;1;62;;20;Korschenbroich;54,77; 26 169; 12 705; 13 464;478
60;;5;1;62;;22;Meerbusch, Stadt;65; 49 876; 23 693; 26 183;767
60;;5;1;62;;24;Neuss, Stadt;99,44; 149 334; 72 630; 76 704;1 502
60;;5;1;62;;28;Rommerskirchen;60,21; 11 180; 5 623; 5 557;186
40;;5;1;66;;;Viersen;;;;;
60;;5;1;66;;4;Brüggen;61,11; 12 405; 6 152; 6 253;203
60;;5;1;66;;8;Grefrath;30,95; 13 761; 6 376; 7 385;445
60;;5;1;66;;12;Kempen, Stadt;68,53; 30 169; 14 468; 15 701;440
60;;5;1;66;;16;Nettetal, Stadt;83,66; 37 302; 18 004; 19 298;446
60;;5;1;66;;20;Niederkrüchten;67,07; 11 539; 5 726; 5 813;172
60;;5;1;66;;24;Schwalmtal;48,12; 14 366; 6 938; 7 428;299
60;;5;1;66;;28;Tönisvorst, Stadt;44,25; 22 228; 10 521; 11 707;502
60;;5;1;66;;32;Viersen, Stadt;90,97; 81 114; 38 031; 43 083;892
60;;5;1;66;;36;Willich, Stadt;67,8; 39 115; 18 674; 20 441;577
40;;5;1;70;;;Wesel;;;;;
60;;5;1;70;;4;Alpen;59,54; 9 719; 4 699; 5 020;163
60;;5;1;70;;8;Dinslaken, Stadt;47,68; 59 473; 29 059; 30 414;1 247
60;;5;1;70;;12;Hamminkeln;164,29; 21 857; 11 036; 10 821;133
60;;5;1;70;;16;Hünxe;106,8; 12 213; 5 960; 6 253;114
60;;5;1;70;;20;Kamp-Lintfort, Stadt;63,11; 37 961; 18 773; 19 188;602
60;;5;1;70;;24;Moers, Stadt;67,67; 99 923; 48 183; 51 740;1 477
60;;5;1;70;;28;Neukirchen-Vluyn;43,46; 25 519; 12 425; 13 094;587
60;;5;1;70;;32;Rheinberg, Stadt;75,14; 26 332; 12 806; 13 526;350
60;;5;1;70;;36;Schermbeck;110,69; 11 954; 6 043; 5 911;108
60;;5;1;70;;40;Sonsbeck;55,28; 6 668; 3 115; 3 553;121
60;;5;1;70;;44;Voerde (Niederrhein);53,48; 31 588; 15 401; 16 187;591
60;;5;1;70;;48;Wesel, Stadt;122,62; 56 776; 26 918; 29 858;463
60;;5;1;70;;52;Xanten, Stadt;72,37; 15 743; 7 468; 8 275;218
20;;5;3;;;;Reg.-Bez. Köln;;;;;
40;;5;3;13;;;Aachen, Stadt;;;;;
60;;5;3;13;;0;Aachen, Stadt;160,86; 243 947; 119 472; 124 475;1 517
40;;5;3;14;;;Bonn, Stadt;;;;;
60;;5;3;14;;0;Bonn, Stadt;141,22; 288 148; 135 204; 152 944;2 040
40;;5;3;15;;;Köln, Stadt;;;;;
60;;5;3;15;;0;Köln, Stadt;405,18; 976 694; 465 964; 510 730;2 411
40;;5;3;16;;;Leverkusen, Stadt;;;;;
60;;5;3;16;;0;Leverkusen, Stadt;78,85; 160 825; 78 559; 82 266;2 040
40;;5;3;54;;;Aachen;;;;;
60;;5;3;54;;4;Alsdorf, Stadt;31,56; 46 373; 22 942; 23 431;1 469
60;;5;3;54;;8;Baesweiler, Stadt;27,82; 23 509; 11 510; 11 999;845
60;;5;3;54;;12;Eschweiler, Stadt;76,02; 53 478; 25 757; 27 721;703
60;;5;3;54;;16;Herzogenrath, Stadt;33,31; 42 722; 20 613; 22 109;1 283
60;;5;3;54;;20;Monschau, Stadt;94,65; 10 993; 5 302; 5 691;116
60;;5;3;54;;24;Roetgen;39,07; 5 959; 2 892; 3 067;153
60;;5;3;54;;28;Simmerath;111,81; 13 252; 6 566; 6 686;119
60;;5;3;54;;32;Stolberg (Rhld.), Stadt;98,31; 57 550; 27 717; 29 833;585
60;;5;3;54;;36;Würselen, Stadt;38; 34 847; 16 688; 18 159;917
40;;5;3;58;;;Düren;;;;;
60;;5;3;58;;4;Aldenhoven;44,26; 12 310; 6 257; 6 053;278
60;;5;3;58;;8;Düren, Stadt;85,16; 85 913; 40 873; 45 040;1 009
60;;5;3;58;;12;Heimbach, Stadt;64,9; 4 487; 2 200; 2 287;69
60;;5;3;58;;16;Hürtgenwald;86,48; 7 119; 3 581; 3 538;82
60;;5;3;58;;20;Inden;35,92; 7 948; 3 956; 3 992;221
60;;5;3;58;;24;Jülich, Stadt;90,43; 30 449; 14 840; 15 609;337
60;;5;3;58;;28;Kreuzau;41,24; 14 181; 6 961; 7 220;344
60;;5;3;58;;32;Langerwehe;41,7; 11 198; 5 394; 5 804;269
60;;5;3;58;;36;Linnich, Stadt;65,47; 13 209; 6 970; 6 239;202
60;;5;3;58;;40;Merzenich;37,91; 7 411; 3 665; 3 746;195
60;;5;3;58;;44;Nideggen, Stadt;66,33; 7 634; 3 733; 3 901;115
60;;5;3;58;;48;Niederzier;63,4; 11 776; 5 801; 5 975;186
60;;5;3;58;;52;Nörvenich;65,93; 9 283; 5 171; 4 112;141
60;;5;3;58;;56;Titz;68,28; 7 339; 3 555; 3 784;107
60;;5;3;58;;60;Vettweiss;83,24; 6 879; 3 477; 3 402;83
40;;5;3;62;;;Erftkreis;;;;;
60;;5;3;62;;4;Bedburg, Stadt;80,38; 18 783; 9 278; 9 505;234
60;;5;3;62;;8;Bergheim, Stadt;96,61; 54 064; 26 711; 27 353;560
60;;5;3;62;;12;Brühl, Stadt;36,14; 42 895; 20 842; 22 053;1 187
60;;5;3;62;;16;Elsdorf;65,93; 17 495; 8 632; 8 863;265
60;;5;3;62;;20;Erftstadt, Stadt;119,93; 43 208; 21 247; 21 961;360
60;;5;3;62;;24;Frechen, Stadt;45,09; 43 483; 21 287; 22 196;964
60;;5;3;62;;28;Hürth, Stadt;51,34; 50 794; 25 298; 25 496;989
60;;5;3;62;;32;Kerpen, Stadt;113,91; 54 725; 27 038; 27 687;480
60;;5;3;62;;36;Pulheim;71,96; 44 870; 22 283; 22 587;624
60;;5;3;62;;40;Wesseling, Stadt;23,42; 29 005; 14 260; 14 745;1 238
40;;5;3;66;;;Euskirchen;;;;;
60;;5;3;66;;4;Bad Münstereifel, Stadt;150,88; 14 566; 7 101; 7 465;97
60;;5;3;66;;8;Blankenheim;148,54; 7 457; 3 718; 3 739;50
60;;5;3;66;;12;Dahlem;95,24; 3 752; 1 872; 1 880;39
60;;5;3;66;;16;Euskirchen, Stadt;139,52; 44 811; 21 376; 23 435;321
60;;5;3;66;;20;Hellenthal;127,78; 8 616; 4 286; 4 330;67
60;;5;3;66;;24;Kall;68,64; 9 400; 4 738; 4 662;137
60;;5;3;66;;28;Mechernich, Stadt;136,34; 21 673; 10 745; 10 928;159
60;;5;3;66;;32;Nettersheim;94,41; 5 937; 2 880; 3 057;63
60;;5;3;66;;36;Schleiden, Stadt;130; 12 350; 5 923; 6 427;95
60;;5;3;66;;40;Weilerswist;57,18; 12 768; 6 279; 6 489;223
60;;5;3;66;;44;Zülpich, Stadt;101,05; 16 538; 7 884; 8 654;164
40;;5;3;70;;;Heinsberg;;;;;
60;;5;3;70;;4;Erkelenz, Stadt;117,45; 35 773; 17 233; 18 540;305
60;;5;3;70;;8;Gangelt;48,75; 9 324; 4 371; 4 953;191
60;;5;3;70;;12;Geilenkirchen, Stadt;83,15; 21 833; 10 878; 10 955;263
60;;5;3;70;;16;Heinsberg, Stadt;92,18; 36 436; 18 017; 18 419;395
60;;5;3;70;;20;Hückelhoven, Stadt;61,21; 35 196; 17 849; 17 347;575
60;;5;3;70;;24;Selfkant;41,89; 8 158; 4 030; 4 128;195
60;;5;3;70;;28;Übach-Palenberg, Stadt;26,1; 22 870; 11 098; 11 772;876
60;;5;3;70;;32;Waldfeucht;30,27; 7 106; 3 580; 3 526;235
60;;5;3;70;;36;Wassenberg, Stadt;42,36; 12 981; 6 398; 6 583;306
60;;5;3;70;;40;Wegberg, Stadt;84,31; 24 654; 11 902; 12 752;292
40;;5;3;74;;;Oberbergischer Kreis;;;;;
60;;5;3;74;;4;Bergneustadt, Stadt;37,81; 18 015; 8 677; 9 338;476
60;;5;3;74;;8;Engelskirchen;61,77; 17 984; 8 386; 9 598;291
60;;5;3;74;;12;Gummersbach, Stadt;93,3; 48 660; 22 849; 25 811;522
60;;5;3;74;;16;Hückeswagen, Stadt;50,46; 14 592; 7 032; 7 560;289
60;;5;3;74;;20;Lindlar;85,83; 16 991; 8 284; 8 707;198
60;;5;3;74;;24;Marienheide;57,08; 12 964; 6 343; 6 621;227
60;;5;3;74;;28;Morsbach;55,88; 10 172; 5 082; 5 090;182
60;;5;3;74;;32;Nümbrecht;71,83; 11 296; 5 340; 5 956;157
60;;5;3;74;;36;Radevormwald, Stadt;53,77; 23 607; 11 348; 12 259;439
60;;5;3;74;;40;Reichshof;114,63; 16 064; 7 952; 8 112;140
60;;5;3;74;;44;Waldbröl, Stadt;63,02; 15 051; 7 123; 7 928;239
60;;5;3;74;;48;Wiehl, Stadt;53,14; 21 102; 10 043; 11 059;397
60;;5;3;74;;52;Wipperfürth, Stadt;117,96; 20 783; 10 055; 10 728;176
40;;5;3;78;;;Rheinisch-Bergischer Kreis;;;;;
60;;5;3;78;;4;Bergisch Gladbach, Stadt;83,12; 101 472; 48 333; 53 139;1 221
60;;5;3;78;;8;Burscheid, Stadt;27,39; 15 616; 7 505; 8 111;570
60;;5;3;78;;12;Kürten;67,71; 16 372; 8 207; 8 165;242
60;;5;3;78;;16;Leichlingen (Rheinland), Stadt;37,29; 24 612; 11 666; 12 946;660
60;;5;3;78;;20;Odenthal;39,79; 12 302; 6 051; 6 251;309
60;;5;3;78;;24;Overath;70,13; 21 476; 10 466; 11 010;306
60;;5;3;78;;28;Rösrath;38,81; 21 340; 10 205; 11 135;550
60;;5;3;78;;32;Wermelskirchen, Stadt;74,84; 34 737; 16 732; 18 005;464
40;;5;3;82;;;Rhein-Sieg-Kreis;;;;;
60;;5;3;82;;4;Alfter;34,76; 16 270; 7 921; 8 349;468
60;;5;3;82;;8;Bad Honnef, Stadt;48,12; 20 907; 9 673; 11 234;434
60;;5;3;82;;12;Bornheim;82,54; 34 293; 16 682; 17 611;415
60;;5;3;82;;16;Eitorf;70,06; 15 233; 7 402; 7 831;217
60;;5;3;82;;20;Hennef (Sieg);105,82; 29 224; 14 343; 14 881;276
60;;5;3;82;;24;Königswinter, Stadt;76,13; 34 983; 16 661; 18 322;460
60;;5;3;82;;28;Lohmar;65,52; 23 496; 11 493; 12 003;359
60;;5;3;82;;32;Meckenheim, Stadt;34,8; 16 751; 8 194; 8 557;481
60;;5;3;82;;36;Much;78,08; 10 176; 4 917; 5 259;130
60;;5;3;82;;40;Neunkirchen-Seelscheid;50,64; 15 042; 7 355; 7 687;297
60;;5;3;82;;44;Niederkassel;35,86; 25 996; 12 806; 13 190;725
60;;5;3;82;;48;Rheinbach, Stadt;69,74; 21 841; 10 722; 11 119;313
60;;5;3;82;;52;Ruppichteroth;62,01; 7 604; 3 662; 3 942;123
60;;5;3;82;;56;Sankt Augustin, Stadt;34,22; 48 580; 24 017; 24 563;1 420
60;;5;3;82;;60;Siegburg, Stadt;23,61; 34 616; 16 597; 18 019;1 466
60;;5;3;82;;64;Swisttal;62,25; 15 686; 7 947; 7 739;252
60;;5;3;82;;68;Troisdorf, Stadt;62,17; 58 618; 28 518; 30 100;943
60;;5;3;82;;72;Wachtberg;49,67; 16 563; 8 150; 8 413;333
60;;5;3;82;;76;Windeck;107,23; 17 658; 8 583; 9 075;165
20;;5;5;;;;Reg.-Bez. Münster;;;;;
40;;5;5;12;;;Bottrop, Stadt;;;;;
60;;5;5;12;;0;Bottrop, Stadt;100,59; 114 571; 55 057; 59 514;1 139
40;;5;5;13;;;Gelsenkirchen, Stadt;;;;;
60;;5;5;13;;0;Gelsenkirchen, Stadt;104,83; 304 386; 144 708; 159 678;2 904
40;;5;5;15;;;Münster, Stadt;;;;;
60;;5;5;15;;0;Münster, Stadt;302,27; 269 696; 126 814; 142 882;892
40;;5;5;54;;;Borken;;;;;
60;;5;5;54;;4;Ahaus, Stadt;150,77; 27 988; 13 642; 14 346;186
60;;5;5;54;;8;Bocholt, Stadt;119,43; 65 352; 31 234; 34 118;547
60;;5;5;54;;12;Borken, Stadt;153,09; 32 420; 15 805; 16 615;212
60;;5;5;54;;16;Gescher, Stadt;80,49; 14 354; 7 114; 7 240;178
60;;5;5;54;;20;Gronau (Westf.), Stadt;78,6; 41 209; 19 658; 21 551;524
60;;5;5;54;;24;Heek;69,01; 6 843; 3 358; 3 485;99
60;;5;5;54;;28;Heiden;52,66; 5 958; 2 920; 3 038;113
60;;5;5;54;;32;Isselburg, Stadt;42,74; 9 220; 4 478; 4 742;216
60;;5;5;54;;36;Legden;55,82; 5 167; 2 574; 2 593;93
60;;5;5;54;;40;Raesfeld;57,69; 7 670; 3 852; 3 818;133
60;;5;5;54;;44;Reken;77,14; 11 484; 6 257; 5 227;149
60;;5;5;54;;48;Rhede, Stadt;78,6; 15 298; 7 577; 7 721;195
60;;5;5;54;;52;Schöppingen;68,59; 4 821; 2 341; 2 480;70
60;;5;5;54;;56;Stadtlohn, Stadt;78,94; 16 723; 8 212; 8 511;212
60;;5;5;54;;60;Südlohn;45,58; 7 276; 3 554; 3 722;160
60;;5;5;54;;64;Velen;71,59; 9 434; 4 977; 4 457;132
60;;5;5;54;;68;Vreden, Stadt;135,53; 18 361; 9 340; 9 021;135
40;;5;5;58;;;Coesfeld;;;;;
60;;5;5;58;;4;Ascheberg;106,28; 11 695; 5 797; 5 898;110
60;;5;5;58;;8;Billerbeck, Stadt;90,79; 9 520; 4 667; 4 853;105
60;;5;5;58;;12;Coesfeld, Stadt;140,95; 31 063; 15 069; 15 994;220
60;;5;5;58;;16;Dülmen, Stadt;184,48; 38 712; 19 263; 19 449;210
60;;5;5;58;;20;Havixbeck;52,66; 9 327; 4 345; 4 982;177
60;;5;5;58;;24;Lüdinghausen, Stadt;140,15; 17 968; 8 645; 9 323;128
60;;5;5;58;;28;Nordkirchen;51,95; 8 528; 4 254; 4 274;164
60;;5;5;58;;32;Nottuln;85,36; 13 103; 6 495; 6 608;154
60;;5;5;58;;36;Olfen, Stadt;52,42; 8 305; 4 040; 4 265;158
60;;5;5;58;;40;Rosendahl;93,85; 8 989; 4 505; 4 484;96
60;;5;5;58;;44;Senden;109,02; 14 428; 7 077; 7 351;132
40;;5;5;62;;;Recklinghausen;;;;;
60;;5;5;62;;4;Castrop-Rauxel, Stadt;51,66; 78 877; 37 676; 41 201;1 527
60;;5;5;62;;8;Datteln, Stadt;66,09; 37 193; 17 952; 19 241;563
60;;5;5;62;;12;Dorsten, Stadt;171,55; 70 287; 34 381; 35 906;410
60;;5;5;62;;14;Gladbeck, Stadt;35,9; 79 747; 37 628; 42 119;2 221
60;;5;5;62;;16;Haltern, Stadt;157,77; 30 965; 14 918; 16 047;196
60;;5;5;62;;20;Herten, Stadt;37,31; 69 247; 33 421; 35 826;1 856
60;;5;5;62;;24;Marl, Stadt;87,37; 89 082; 42 911; 46 171;1 020
60;;5;5;62;;28;Oer-Erkenschwick, Stadt;38,82; 27 329; 13 172; 14 157;704
60;;5;5;62;;32;Recklinghausen, Stadt;66,37; 119 418; 56 235; 63 183;1 799
60;;5;5;62;;36;Waltrop, Stadt;46,96; 27 045; 12 982; 14 063;576
40;;5;5;66;;;Steinfurt;;;;;
60;;5;5;66;;4;Altenberge;62,57; 7 268; 3 604; 3 664;116
60;;5;5;66;;8;Emsdetten, Stadt;71,5; 31 026; 14 929; 16 097;434
60;;5;5;66;;12;Greven, Stadt;140,03; 28 743; 13 956; 14 787;205
60;;5;5;66;;16;Hörstel, Stadt;107,34; 15 034; 7 495; 7 539;140
60;;5;5;66;;20;Hopsten;99,89; 5 828; 2 879; 2 949;58
60;;5;5;66;;24;Horstmar, Stadt;44,44; 6 046; 2 962; 3 084;136
60;;5;5;66;;28;Ibbenbüren, Stadt;108,55; 42 323; 20 383; 21 940;390
60;;5;5;66;;32;Ladbergen;52,01; 6 231; 3 135; 3 096;120
60;;5;5;66;;36;Laer;35,04; 5 227; 2 601; 2 626;149
60;;5;5;66;;40;Lengerich, Stadt;91,24; 20 597; 9 831; 10 766;226
60;;5;5;66;;44;Lienen;73,26; 7 716; 3 723; 3 993;105
60;;5;5;66;;48;Lotte;37,2; 10 677; 5 324; 5 353;287
60;;5;5;66;;52;Metelen;40,22; 5 785; 2 892; 2 893;144
60;;5;5;66;;56;Mettingen;40,61; 10 158; 4 981; 5 177;250
60;;5;5;66;;60;Neuenkirchen;48,28; 11 275; 5 576; 5 699;234
60;;5;5;66;;64;Nordwalde;51,26; 8 195; 4 079; 4 116;160
60;;5;5;66;;68;Ochtrup, Stadt;105,61; 16 500; 8 080; 8 420;156
60;;5;5;66;;72;Recke;53,31; 9 125; 4 489; 4 636;171
60;;5;5;66;;76;Rheine, Stadt;145,08; 71 432; 34 733; 36 699;492
60;;5;5;66;;80;Saerbeck;58,86; 4 294; 2 154; 2 140;73
60;;5;5;66;;84;Steinfurt, Stadt;111,39; 32 303; 15 950; 16 353;290
60;;5;5;66;;88;Tecklenburg, Stadt;69,6; 8 779; 4 194; 4 585;126
60;;5;5;66;;92;Westerkappeln;86,22; 8 805; 4 326; 4 479;102
60;;5;5;66;;96;Wettringen;57,23; 6 511; 3 378; 3 133;114
40;;5;5;70;;;Warendorf;;;;;
60;;5;5;70;;4;Ahlen, Stadt;123,14; 54 192; 26 840; 27 352;440
60;;5;5;70;;8;Beckum, Stadt;111,62; 37 899; 18 441; 19 458;340
60;;5;5;70;;12;Beelen;31,13; 4 781; 2 358; 2 423;154
60;;5;5;70;;16;Drensteinfurt, Stadt;106,21; 11 062; 5 496; 5 566;104
60;;5;5;70;;20;Ennigerloh, Stadt;124,88; 19 453; 9 697; 9 756;156
60;;5;5;70;;24;Everswinkel;68,7; 6 392; 3 201; 3 191;93
60;;5;5;70;;28;Oelde, Stadt;102,32; 27 579; 13 455; 14 124;270
60;;5;5;70;;32;Ostbevern;88,95; 6 767; 3 374; 3 393;76
60;;5;5;70;;36;Sassenberg, Stadt;77,66; 9 073; 4 522; 4 551;117
60;;5;5;70;;40;Sendenhorst, Stadt;96,46; 10 259; 5 009; 5 250;106
60;;5;5;70;;44;Telgte, Stadt;90,15; 16 254; 7 673; 8 581;180
60;;5;5;70;;48;Wadersloh;116,7; 11 083; 5 445; 5 638;95
60;;5;5;70;;52;Warendorf, Stadt;175,87; 33 147; 15 933; 17 214;188
20;;5;7;;;;Reg.-Bez. Detmold;;;;;
40;;5;7;11;;;Bielefeld, Stadt;;;;;
60;;5;7;11;;0;Bielefeld, Stadt;259,13; 312 708; 145 011; 167 697;1 207
40;;5;7;54;;;Gütersloh;;;;;
60;;5;7;54;;4;Borgholzhausen, Stadt;55,6; 7 423; 3 618; 3 805;134
60;;5;7;54;;8;Gütersloh, Stadt;111,96; 78 221; 37 199; 41 022;699
60;;5;7;54;;12;Halle (Westf.), Stadt;69,23; 18 560; 8 716; 9 844;268
60;;5;7;54;;16;Harsewinkel, Stadt;100,11; 18 403; 9 293; 9 110;184
60;;5;7;54;;20;Herzebrock;79,25; 12 793; 6 500; 6 293;161
60;;5;7;54;;24;Langenberg;38,23; 6 514; 3 169; 3 345;170
60;;5;7;54;;28;Rheda-Wiedenbrück, Stadt;86,69; 37 944; 18 427; 19 517;438
60;;5;7;54;;32;Rietberg, Stadt;110,2; 23 606; 11 939; 11 667;214
60;;5;7;54;;36;Schloss Holte-Stukenbrock;67,41; 20 425; 10 848; 9 577;303
60;;5;7;54;;40;Steinhagen;56,15; 16 226; 7 875; 8 351;289
60;;5;7;54;;44;Verl;71,31; 18 406; 9 254; 9 152;258
60;;5;7;54;;48;Versmold, Stadt;84,8; 18 328; 9 008; 9 320;216
60;;5;7;54;;52;Werther (Westf.), Stadt;35,08; 10 224; 4 913; 5 311;291
40;;5;7;58;;;Herford;;;;;
60;;5;7;58;;4;Bünde, Stadt;59,29; 40 056; 18 865; 21 191;676
60;;5;7;58;;8;Enger, Stadt;41,21; 16 128; 7 658; 8 470;391
60;;5;7;58;;12;Herford, Stadt;78,9; 62 881; 28 795; 34 086;797
60;;5;7;58;;16;Hiddenhausen;23,87; 19 683; 9 403; 10 280;825
60;;5;7;58;;20;Kirchlengern;33,78; 14 639; 7 066; 7 573;433
60;;5;7;58;;24;Löhne, Stadt;59,29; 37 147; 17 540; 19 607;627
60;;5;7;58;;28;Rödinghausen;36,22; 8 238; 3 908; 4 330;227
60;;5;7;58;;32;Spenge, Stadt;38,9; 13 765; 6 539; 7 226;354
60;;5;7;58;;36;Vlotho, Stadt;76,92; 19 959; 9 501; 10 458;259
40;;5;7;62;;;Höxter;;;;;
60;;5;7;62;;4;Bad Driburg, Stadt;115,06; 17 718; 8 542; 9 176;154
60;;5;7;62;;8;Beverungen, Stadt;97,8; 15 339; 7 479; 7 860;157
60;;5;7;62;;12;Borgentreich, Stadt;138,54; 8 918; 4 520; 4 398;64
60;;5;7;62;;16;Brakel, Stadt;173,65; 16 190; 7 994; 8 196;93
60;;5;7;62;;20;Höxter, Stadt;157,84; 32 430; 15 336; 17 094;205
60;;5;7;62;;24;Marienmünster, Stadt;64,24; 4 986; 2 554; 2 432;78
60;;5;7;62;;28;Nieheim, Stadt;79,8; 6 539; 3 204; 3 335;82
60;;5;7;62;;32;Steinheim, Stadt;75,62; 12 122; 5 850; 6 272;160
60;;5;7;62;;36;Warburg, Stadt;168,67; 21 927; 10 537; 11 390;130
60;;5;7;62;;40;Willebadessen, Stadt;128,13; 7 783; 3 834; 3 949;61
40;;5;7;66;;;Lippe;;;;;
60;;5;7;66;;4;Augustdorf;42,21; 7 199; 3 906; 3 293;171
60;;5;7;66;;8;Bad Salzuflen, Stadt;100,06; 51 248; 23 151; 28 097;512
60;;5;7;66;;12;Barntrup, Stadt;59,38; 8 743; 4 237; 4 506;147
60;;5;7;66;;16;Blomberg, Stadt;99,12; 14 774; 7 062; 7 712;149
60;;5;7;66;;20;Detmold, Stadt;129,42; 67 612; 30 802; 36 810;522
60;;5;7;66;;24;Dörentrup;49,81; 8 115; 3 987; 4 128;163
60;;5;7;66;;28;Extertal;92,43; 12 554; 6 120; 6 434;136
60;;5;7;66;;32;Horn-Bad Meinberg, Stadt;90,16; 16 850; 7 934; 8 916;187
60;;5;7;66;;36;Kalletal;112,44; 14 477; 7 194; 7 283;129
60;;5;7;66;;40;Lage, Stadt;76,06; 32 301; 15 297; 17 004;425
60;;5;7;66;;44;Lemgo, Stadt;100,85; 39 864; 19 036; 20 828;395
60;;5;7;66;;48;Leopoldshöhe;36,94; 12 664; 6 121; 6 543;343
60;;5;7;66;;52;Lügde, Stadt;88,73; 11 021; 5 323; 5 698;124
60;;5;7;66;;56;Oerlinghausen, Stadt;32,7; 14 754; 7 157; 7 597;451
60;;5;7;66;;60;Schieder-Schwalenberg, Stadt;60,08; 8 460; 4 011; 4 449;141
60;;5;7;66;;64;Schlangen;75,98; 7 428; 3 731; 3 697;98
40;;5;7;70;;;Minden-Lübbecke;;;;;
60;;5;7;70;;4;Bad Oeynhausen, Stadt;64,76; 44 339; 20 548; 23 791;685
60;;5;7;70;;8;Espelkamp, Stadt;83,58; 23 045; 10 942; 12 103;276
60;;5;7;70;;12;Hille;102,94; 14 147; 6 821; 7 326;137
60;;5;7;70;;16;Hüllhorst;44,73; 11 031; 5 361; 5 670;247
60;;5;7;70;;20;Lübbecke, Stadt;65,16; 21 470; 9 760; 11 710;329
60;;5;7;70;;24;Minden, Stadt;101,08; 77 713; 36 190; 41 523;769
60;;5;7;70;;28;Petershagen, Stadt;212,04; 24 063; 11 661; 12 402;113
60;;5;7;70;;32;Porta Westfalica, Stadt;105,14; 34 538; 16 378; 18 160;328
60;;5;7;70;;36;Preussisch Oldendorf, Stadt;69,69; 9 983; 4 732; 5 251;143
60;;5;7;70;;40;Rahden, Stadt;134,59; 13 229; 6 436; 6 793;98
60;;5;7;70;;44;Stemwede;167,1; 13 366; 6 758; 6 608;80
40;;5;7;74;;;Paderborn;;;;;
60;;5;7;74;;4;Altenbeken;76,22; 6 568; 3 143; 3 425;86
60;;5;7;74;;8;Bad Lippspringe, Stadt;50,94; 11 868; 5 429; 6 439;233
60;;5;7;74;;12;Borchen;77,06; 10 012; 4 869; 5 143;130
60;;5;7;74;;16;Büren, Stadt;170,91; 17 530; 8 621; 8 909;103
